OBJECTID,GLOBAL_ID,COURSE,TYPE_CODE,DISTHORZ,SYS_ID,SYS_TYPE,REFPT_ID,REFPT_TYPE,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Length
1,F8ACD268-B14C-4182-9EC3-D9B0003B3BBF,,4,,81B6E1B9-3205-4649-8B7B-F2EE8291AF41,NAVAID,CBEFBC07-AB6D-4B2A-B0AD-19BCAC0AA121,2,0,0,1,0,0,0,1.41421355880255e-06
2,BFB92B76-F67B-4FD8-BB8F-F12995A67706,196.23,4,6.61,BD59AAA1-6923-44DB-A65D-684D38A1E178,ILS,5F8D113F-13A7-4C1A-A1F6-4FDFD700EE78,2,0,0,1,0,0,0,0.0957659506247418
3,4A187113-D6DE-4392-8194-F821D7CA080F,0,4,,9C5902DA-B851-47E0-934E-1EF3A8DB0A9D,NAVAID,1F68B7B8-DD81-4BB8-9928-9DF346D86342,2,0,0,1,0,0,0,0.00016736188337597
4,58D6E41F-D819-42D7-8AE9-077D93B622E6,262.88,4,,95D2AF68-5C98-470A-8AB7-FD5472B73689,NAVAID,4CA81CE4-7312-4162-AADE-B44141AE8B6A,2,0,0,1,0,0,0,0.0213979247825963
5,0092A4DF-5241-4B22-B1A4-BF4526371EC1,153.9,4,2.06,6B048CC8-BD18-45A0-8118-90D4F0D0C9DD,ILS,D233801F-A630-4657-B436-9EAB2E371CA4,2,0,0,1,0,0,0,0.0355895001370135
6,06B22075-2BB7-4A46-A898-406B47B0F213,55.99,4,2,09DDCC05-DE7B-4773-9DAF-3396E9D8DA89,NAVAID,3AB0396E-0FA0-4142-9D29-1CB7035A82EE,2,0,0,1,0,0,0,0.0373744920634355
7,23142EF2-55AB-41DD-B4CD-FDBC1608378F,101.02,4,,3979DE79-623E-4433-84CD-2ECA8AD309D6,NAVAID,204345BB-1B79-4029-9215-1B1C80D23FEC,2,0,0,0,0,0,1,0.0416839610042084
8,03FD9138-0BFE-434B-8519-99044B79D9AA,315.63,4,,4966AA19-55AE-4790-A4CD-0994F4A56B00,NAVAID,CC1C9A96-E992-47E0-AFDD-3E82F048CB29,2,1,0,0,0,0,0,0.042998995441753
9,E9DB817E-AE3C-4D90-B9AD-B2F0ED475545,131.32,4,2.32,159C7B88-BFEC-4235-85A0-C907645B4E25,NAVAID,5F494F8B-DF1E-4339-B337-82B3FCBBDB0E,2,0,0,1,0,0,0,0.0431908969691271
10,DA8A56A7-309D-4AF4-BA15-DBEEAB394C6B,237.23,4,,5F9D2AC9-B747-4B4E-A153-5C88D3DE2915,NAVAID,E1DAE96D-7FAA-4248-B189-8B402116C072,2,0,0,1,0,0,0,0.0453644689377093
11,277F0B20-62BA-438B-BA06-017ADB42041E,119.59,4,2.26,DAD04B84-727E-47A1-B92F-D31DE8F09133,NAVAID,7CDFE705-5079-4A4D-8B28-8A9A5A373A44,2,0,0,1,0,0,0,0.0454124756867721
12,DFB20A4D-F130-4595-83A3-6F287EBDF8B3,179.01,4,2.79,6CE18F16-E74A-44AA-9ECC-DECDC9528BCB,NAVAID,DC304210-61E8-4A98-BEA9-53EC78019287,2,0,0,1,1,0,0,0.0464396628971805
13,24AF5AAB-6C66-4A34-95A0-E97DE6CF0AA5,274.28,4,2.42,B93B8AF2-869A-4D74-919A-8AB985809FE0,NAVAID,226A8DAE-377D-48D2-BAA2-AF1748E77E64,2,0,0,1,0,0,0,0.0468710078833723
14,D1C830AF-5098-440F-B7F8-90A289109EA8,109.89,4,2.68,D09308BD-7D2F-4C6D-BA18-FF52BFE89735,NAVAID,E0A1B5AD-B34D-4BE7-B6B1-A6485F7EDF88,2,0,0,0,0,0,1,0.0470476939711083
15,7AB9800B-BFA0-42A7-9C8D-CE38A50B8C15,34.34,4,2.57,C92E61CC-599D-4D6F-A525-B16855130B06,NAVAID,727AA112-B80F-4012-8D48-CFB05C0D3F5E,2,0,0,0,1,1,0,0.048182090158096
16,BA92EDF5-5288-47A7-A3C1-0BCD6731AAD5,148.88,4,2.98,5309FE93-A69F-4275-BF9E-0A70767792E5,NAVAID,C2EC1BB5-31C8-4171-84DB-16AC3FDDF1FF,2,0,0,1,0,0,0,0.0519760473487354
17,0A85CA79-1BC4-4C90-81E3-C51AF5FD3E09,318.89,4,3.14,7B5CDED2-D4BD-4059-9F64-1ACD5761B688,NAVAID,64E69EB5-680C-4F4E-A856-C925156CC896,2,0,0,1,0,0,0,0.0545562561490145
18,80658CBE-B16F-4FC9-A82E-140C3E3FCD04,296.23,4,2.84,512FF150-BED5-429F-99E0-EACE2D1B45F0,NAVAID,DC3F2593-2195-4B49-9A16-27908246E6B0,2,0,0,1,0,0,0,0.0591431912902793
19,05718F54-3247-4730-8E3C-06C9C5C482D1,166,4,,1F0063BF-3AF9-4C1A-BAAF-8742A24FB5D0,NAVAID,CE6C14C0-2FD1-4731-906B-5976D9DC36D3,2,0,0,1,0,0,0,0.0614188897490426
20,90669D7E-A4ED-4406-83A4-5FF9C728CA5E,155.81,4,,42CDE01A-EEC4-4716-9080-43442AF4495A,NAVAID,2163DD62-D95C-4FB9-98C7-E7D0025D21FE,2,1,0,0,0,0,0,0.0624458647549834
21,20634F42-4ED2-4D92-966C-11E354DE186F,345.17,4,3.69,01A36ED4-429C-489F-9AA0-03EEFF3F1027,NAVAID,7BE42BE5-95CC-47CA-AB94-EA105521F16D,2,0,0,1,1,0,0,0.0626866525904791
22,38CF812E-4A86-45D9-BA55-FCAE50ABB723,327,4,,159C7B88-BFEC-4235-85A0-C907645B4E25,NAVAID,3FC36003-8652-4727-B5C6-7B854B0002CE,2,0,0,1,0,0,0,0.0643070268711046
23,41A9D8DC-5543-4F0E-9ABF-540BC8E9272E,8.34,4,3.41,04BDA055-A2EF-4A1B-BEAA-7BCB3295E476,NAVAID,D29483E2-969B-4EB1-A718-C77D4DBC4386,2,1,0,1,0,0,0,0.0645675527567852
24,D34A9111-35A8-4A57-B0FA-2701D8C5EBDD,43,4,3,C677D8A2-B032-4E6A-8E7C-14E82451A592,NAVAID,5E401992-6810-4F19-8C9B-61F94A1DBA22,2,0,0,0,1,0,0,0.064803089285952
25,79C3A3F0-E730-49E9-9D44-06414C649A55,185.14,4,3.91,1EF99441-78BC-4D15-AF8D-697E6773808D,NAVAID,4DBC8ABB-B34C-45A2-992D-496A166AAECD,2,0,0,1,0,0,0,0.0654507453357302
26,C43390DA-A73F-4FFE-AE92-851E0E89BCE8,45.92,4,3.51,BD73E2C4-EE65-4321-9B8A-BEA77BF6DA13,NAVAID,4AA23225-C5A0-4284-93CD-363DAA810848,2,0,0,1,0,0,0,0.0654910046036718
27,7B5E979D-914C-4F8F-B4FF-834B461BFD77,347.11,4,4,12575279-7D0B-481D-8321-FBDD115EEAAC,NAVAID,3194688B-0C31-4C76-B370-95D15F430982,2,0,0,1,0,1,0,0.0668026548125051
28,6CF0DBC1-F253-4CB5-9D8B-8DDA059EB8B5,186.99,4,3.96,851A2A3F-119E-428C-BC06-310DED1F1FE1,NAVAID,BA950C2B-B6CE-440E-86A3-AD51D2EFE11F,2,0,0,1,0,1,0,0.0681707075069888
29,D41C4FF3-C47A-4D5A-B8A3-23E277C9CF5B,136.07,4,,E51091DC-9432-4322-8162-758D04096922,NAVAID,FDEA239E-2174-435B-A1C6-95C0CEBA1103,2,0,0,1,0,0,0,0.0682921013368094
30,1A40ACD4-C47F-40F2-BB2C-3779B7DD27B9,328.65,4,,9E45E202-6D61-49A7-8A3B-AE82B1CA4E13,NAVAID,E2424DA4-65FC-43E4-8E51-B6EEB78B0F04,2,0,0,1,0,0,0,0.0691605893121025
31,AF3CF624-6DF4-4D86-B53C-9B27FFEBC512,175.32,4,4.17,6E6CAC3A-2BC9-4497-A11E-1EC4EB299170,NAVAID,B5BD4612-9B33-4D2C-9BF1-7C8071D6181C,2,0,0,1,0,0,0,0.069666746766334
32,8C2A2BDD-9B34-4966-81E4-73CFD6DBF5F0,136.11,4,4,5AE9C114-A3F3-436C-9E95-FBADA32D1AE4,NAVAID,377F7D48-1423-41AA-B7B8-234C9E8DC21F,2,0,0,1,0,0,0,0.0708512763611389
33,035E348F-7621-43C9-9EFD-6B0FEE8D3899,164,4,4.26,851A2A3F-119E-428C-BC06-310DED1F1FE1,NAVAID,173ED6E7-E821-41D9-A399-00CD90D5BA38,2,0,0,1,0,1,0,0.0710536034625004
34,6023F7E7-A913-48E1-AD45-A83ED8E21FAB,33.2,4,3.92,851A2A3F-119E-428C-BC06-310DED1F1FE1,NAVAID,401A6D92-05C3-4853-B2BC-63C8C54977B9,2,0,0,1,0,1,0,0.0730972624452939
35,497B5C69-8CA9-400B-8F1A-421883AC96E1,279.73,4,,0C2AC6B9-32B7-4299-ACB5-813F2F048DC2,NAVAID,740D054D-8DF6-4905-9694-B7B1714A43B4,2,0,0,1,0,0,0,0.074862583297665
36,EED46E08-3417-4EF4-B94A-F9AC3F39A0C8,106.72,4,,E9FDF88E-2FA2-40B3-8084-919B9364295E,NAVAID,9CD7349A-2C45-434F-98EF-C8BF770D8B8E,2,0,0,1,0,0,0,0.0754068003962339
37,E71FA898-1C93-44E1-BE1A-AF180A6B4BD3,198,4,4.46,D09308BD-7D2F-4C6D-BA18-FF52BFE89735,NAVAID,125C885D-7B6E-4D4D-86D2-B9FA5AC7BC5C,2,0,0,0,0,0,1,0.0757809855966333
38,01C30983-B15C-4189-BBDC-75BCC9CFDEA4,145.47,4,4.46,822A6C8E-A98A-4A8F-9FCF-82958E951AD6,NAVAID,A35D94B8-D378-4FBC-B605-F32692558000,2,0,0,1,0,0,0,0.0761822475449636
39,07E9F995-91DA-4D90-BA8E-C9DE1BD73C52,145.31,4,4.61,6E6CAC3A-2BC9-4497-A11E-1EC4EB299170,NAVAID,2C495465-2F42-45CA-9D8E-D31401C28AC9,2,0,0,1,0,0,0,0.0795567445601307
40,1AAFD5D9-7D2F-4055-8361-09C7BFD3DBBE,290.66,4,3.3,91B97912-25E3-4050-A5DD-29B90B5787D9,NAVAID,B8A89615-FBB6-4BB9-B72F-FD6248297021,2,0,0,1,0,0,0,0.080014774260763
41,0E534C86-D980-4767-ABE8-E0C6E6FA6E34,79.05,4,,B93B8AF2-869A-4D74-919A-8AB985809FE0,NAVAID,502E00B1-EC2B-4739-B5D1-FDAB00A9B048,2,0,0,1,0,0,0,0.0808873350902225
42,1F024F15-4E23-4C52-AA4F-C3DF51299176,182.15,4,4.83,51028835-7CCF-46D3-BAC6-D72679385C22,NAVAID,1312A1D4-76B2-4370-B148-87944B8992BD,2,0,0,1,0,0,0,0.081831368710314
43,A7C7F363-7EFB-44F6-8148-3E0316218885,96.94,4,,9C2FF9B9-5A23-4727-9BDF-142BEFE476CF,NAVAID,DE1C3EA2-EDF6-40E0-929E-9BC271C00941,2,0,0,1,0,0,0,0.0830058961279255
44,B99DE4AF-DBC1-4C44-9FA8-1182524F957A,120,4,4,6656158D-55D1-46C7-9F05-DF9EB833C910,NAVAID,C441B430-1830-4EBE-9006-8D10C6239A44,2,0,0,1,0,1,0,0.0830463158002823
45,C74C2E74-5C7E-4B69-9662-C95EA9DC0735,149.31,4,,851A2A3F-119E-428C-BC06-310DED1F1FE1,NAVAID,26EB5F53-C720-407F-BD2E-AC88A9E4AC3A,2,0,0,1,0,1,0,0.0831574539353112
46,42BD548B-4507-4816-8BF5-6A4A85A45433,350,4,5,9F0D6F6D-83CD-4372-88E4-3FE4487F3045,NAVAID,3E055B66-6807-4CE7-83DD-B034F5CEDF72,2,0,0,1,0,0,0,0.0834746896550142
47,B7D0E998-C706-433E-878A-2A6700F720CE,147.87,4,4.51,8E0D84B7-B402-4F7D-AFD5-28413472C319,NAVAID,48E6605D-2F98-4A2F-AA41-2B3D31E4C648,2,0,0,1,0,0,0,0.0835389182237799
48,CEDB7FD4-C605-49BC-95BC-DDF9AAF3C005,31.35,4,4.84,1F3AA8D1-587B-4764-B1A4-EC72A32B3A2E,NAVAID,04306B27-278B-48DE-B485-0F4F60FE1332,2,0,0,1,0,0,0,0.0836402125834452
49,2036A42D-9FF8-4934-A818-9B03AFB811FF,293.67,4,4.88,85241436-3BEB-498F-A5EA-7FCA2F4670E6,NAVAID,C1AE2509-C0C3-40F0-9DB8-FA52E42BA625,2,0,0,0,0,0,1,0.0847606021746041
50,47185ED8-D91B-4151-8639-5392A248C399,148,4,5,99EC495F-C3E2-4229-A839-CEAC980E7269,NAVAID,607B7793-FF0D-4320-877C-5EA4F6522887,2,0,0,0,0,1,0,0.0850156541643778
51,78F09BE8-1511-4833-808C-B3B48E38916D,169,4,5.22,0B58017E-F591-4127-8A09-95A42859163D,NAVAID,1A7B68FE-BAB6-408C-84BD-FC6326AD8AEF,2,0,0,1,0,0,0,0.0872199427310173
52,EE093613-7DA0-451B-9A45-C3CB43ECDD3C,314.99,4,,C18E3E5E-9826-4A61-8C85-977A1BD4674F,NAVAID,0303D243-C6EF-440D-831B-7B273D07C7CF,2,0,0,1,0,1,0,0.0872386525572458
53,2659BB12-6511-4486-8A8B-DEE7B2A58EB5,313.47,4,4.85,8668F51A-DD26-4C7D-B6CF-AA3E472F591A,NAVAID,9298DCCC-61DA-4C04-9A03-2A69349C343B,2,0,0,1,0,0,0,0.000830414956507656
54,F12C1864-54E1-40D7-9B7F-C5757FD296A3,29.98,4,5.16,BBD99300-52EC-40D9-A45E-24E539F43F67,NAVAID,B22F2917-2883-41F2-AB94-35A7903C1F90,2,0,0,1,0,0,0,0.0881067103517443
55,74FA98BD-F131-48B0-A89A-26C4D5FBA64E,309.67,4,5.18,85241436-3BEB-498F-A5EA-7FCA2F4670E6,NAVAID,3E5C0F8B-A558-481A-92AD-6A2A337DC839,2,0,0,0,0,0,1,0.0887206329328176
56,3425B2B6-9AB5-4AA6-888E-B03A70B5D5E9,2.94,4,5.25,3A616EE8-4316-4D50-96D7-B5EB63698B68,ILS,C54A5AE2-22BD-474B-B207-0388977220A5,2,0,0,1,0,0,0,0.0887827769108381
57,904CEC8E-3FA4-46E3-AB52-3D623F4012EA,308.54,4,4.32,5784C072-8F9C-4AC3-8865-7988EDDEAA56,NAVAID,7C5FADA2-00AC-4562-B5C1-32C502050D40,2,1,0,0,0,0,0,0.0888187867739473
58,ED36AB29-DE71-4A61-B56F-17A6E4964B53,310.96,4,4.9,30FF08A1-1621-4932-9B21-08BF8E0869AC,NAVAID,F8DA56F1-FAA9-42EF-BB6E-3F0F7095C3DA,2,0,0,1,0,0,0,0.0888884060043437
59,86BF5FE8-6368-4D2D-B84B-03F93D03A992,140.86,4,4.88,A5CFE7BB-DD8C-4747-86AF-2658283CEFF3,NAVAID,294ED2CC-DED7-431A-BA67-8DC726545DEF,2,0,0,1,0,0,0,0.0893454831818452
60,8A3B3D97-259D-4510-A94C-9CDCAEB438B5,225.01,4,4.87,5319D352-B1EE-41BC-9324-0B5E8841C09F,NAVAID,770B46F3-4CFA-4F48-B91E-61AF1B6C0E29,2,0,0,1,0,0,0,0.0895944243354312
61,C8DA1D8F-82D6-45B7-94B1-01757C95F8FB,181.47,4,5.3,6864C2A3-FD80-421B-938E-F118EFC8AD7E,NAVAID,33373B08-31FC-431A-9034-64983A3EF6A9,2,0,0,1,0,0,0,0.0899102333886884
62,06C5BC59-0E74-4D99-8AA0-2FAE52303641,333.76,4,5.34,CB569577-9315-457F-822E-8E0D4594B278,NAVAID,D694D542-31A9-482B-B2F9-FF2970D78FCC,2,0,0,1,0,0,0,0.0903625729215329
63,71728D04-2346-4D25-A8EA-9A1A6D05C278,29.99,4,,CC5A7357-2829-4342-8506-FFD166FE302B,NAVAID,34CB2857-7986-411A-9D1A-6C026EE67839,2,0,0,1,1,0,0,0.0904102961393213
64,4F493CA3-9F92-48F6-AA41-962E0A6EC46A,271.97,4,4.51,D6118342-AE37-4ED7-8F67-918DB4ED74B2,NAVAID,D4BF3A8E-B46C-4928-A68A-C50986E42977,2,0,0,1,0,0,0,0.0906315836450022
65,0231B4E2-3A3C-4ABD-BEC6-AF0D1AFD9FCB,175,4,,F2BCDA67-1341-4BDC-BB00-3CCACB3CE5F6,NAVAID,A04253EF-75C0-4C47-8925-F0162B7B9367,2,0,0,1,1,1,0,0.0908661564995114
66,DE02F79E-53AF-4A52-8271-6B7554C3C83F,59.5,4,4.9,625FE44B-F7A1-4833-8326-F9679A98E213,NAVAID,3B674850-8DF2-4F27-B4AE-931FA4623A1B,2,0,0,1,0,0,0,0.0913919992176444
67,787C7764-1090-4C4A-AB4A-53E0DB934E97,,4,5.42,5C1DA80F-BC67-4E0C-A0B1-AC64196957BA,ILS,2CD82DE7-AE95-404C-8154-B6F2B323BC0C,2,0,0,1,0,0,0,0.0916429090437218
68,40D94FF3-C8DD-413F-B540-1447D8CBDE90,124.11,4,5,A6B04C3C-C0AF-4294-97BC-386DB23A0235,NAVAID,009C9390-C357-4DDE-B977-48CE59FAFA9A,2,0,0,1,0,0,0,0.0919054971696099
69,030E19E0-8530-487E-A1B7-811D533F4077,55.99,4,5,09DDCC05-DE7B-4773-9DAF-3396E9D8DA89,NAVAID,394FDCE1-9C09-447B-814C-D2CEF02D1695,2,0,0,1,0,0,0,0.0934467170798537
70,DFF1F138-544A-42AF-ADA9-043F31712165,269,4,,334F8A68-F3D4-4D27-A6B2-A62FE8F81FA4,NAVAID,5C4FBBB9-D4ED-40ED-BFAD-FC9FC5D19EB0,2,0,0,1,0,1,0,0.0936528987324569
71,260E70EE-8E31-478B-A5E9-0220D0C67976,162.76,4,5.2,5CFF4E6F-502F-48EF-90EC-8A9377CD43A8,NAVAID,3E299354-B333-4D68-9CCA-2CFC6616802F,2,0,0,1,1,0,0,0.0938785027415479
72,DF2E8498-C688-447F-9B50-1E0CC7C36455,184.52,4,5.62,EAE3F71F-DF31-45E5-BFE3-1FBA52272BE8,NAVAID,7664EFDD-977B-47C2-9867-7273D3886447,2,0,0,1,0,1,0,0.093947138780254
73,F1B0713D-88C1-4759-8845-FFF03E8D2636,338.73,4,,AEE2B291-4121-4B75-BA79-075E6BE75402,ILS,2BE10836-EDB7-4280-9381-5595C6CBCC34,2,0,0,1,0,0,0,0.0947725527882353
74,38382546-7D00-4878-9B2A-2EA8EFCE9587,309.33,4,,88713BE6-9F40-4775-9648-5CAD6A7A0416,ILS,B404E129-1F4A-44D3-A677-10EE983BC020,2,0,0,1,0,0,0,0.0948083182268248
75,1A555341-086C-4DB1-8E57-84232E7C5E81,324.54,4,5.53,5E2F8DA0-D9F9-4C4C-BE7B-326A9BB16A9E,NAVAID,042C112B-34E6-4065-BE70-E001D22932B1,2,0,0,1,0,1,0,0.0950023979329016
76,7F88B2C9-4FE7-468A-AAB3-D86141344716,335,4,,82D6DCAE-2FEE-4ACA-A0BD-3612CAEA0DB7,NAVAID,6A519420-C908-4DDC-8F18-7CC893813C08,2,0,0,1,0,0,0,0.0954961872432851
77,2028B936-A6D2-441C-9E53-5CEEF531368E,108.52,4,4.26,BBD99300-52EC-40D9-A45E-24E539F43F67,NAVAID,91269EBA-3096-4C7B-ACE2-4049F7CA1D94,2,0,0,1,0,0,0,0.0956118706071345
78,D7E749E2-0ADE-410F-AA86-50B368B0F6B6,109.19,4,5,818298A0-D968-4DBB-BFA6-60F2E4FE48D2,NAVAID,A6D86F97-5C84-4966-A20F-85920E2AFCF2,2,0,0,1,0,0,0,0.0959353360602643
79,D58872A9-4A86-41A5-91AF-02E43BBE89F6,53.92,4,5,1EEA563E-77D5-4854-982B-58560F647E42,NAVAID,4D4DD2BF-9DC3-43F3-B816-5F63BF9D27B3,2,0,0,1,0,0,0,0.0963971315185487
80,99E7B445-5A44-4145-B119-CA3A1F3C9399,,4,5.79,6656158D-55D1-46C7-9F05-DF9EB833C910,NAVAID,43435EAF-3103-4EE8-A642-84504DEC7E7C,2,0,0,1,1,0,0,0.0966498391980054
81,7626FC22-89D9-4CB0-882C-2F710E6072F6,57.01,4,4.99,6078CA44-1355-4C07-996D-E416267F8E70,NAVAID,1C50ACE3-4D67-4F6C-93AA-9178ED072A8A,2,0,0,1,0,1,0,0.0977800935671608
82,50218963-C037-4C35-8D4F-0C0C48A2227E,333.02,4,,7C2E8012-8FAF-45B6-9A00-0A3E28E53532,NAVAID,036AA79E-BEC9-4395-9B38-8D2862F891A4,2,0,0,1,0,0,0,0.0981195653322971
83,3EBFE5DF-908E-49A9-859C-8095712CE5A4,185.13,4,5.86,1EF99441-78BC-4D15-AF8D-697E6773808D,NAVAID,A9B52745-FCE8-4893-89FD-345D3CEE0204,2,0,0,1,0,0,0,0.098196214153096
84,4E6762D0-28DB-4F3A-B4EA-B8EBE16092B3,42.29,4,4.92,1A85A933-2B3B-44AD-A712-5D74A066FDEB,NAVAID,6C635569-C71A-466C-80C0-2C89757D2287,2,0,0,1,0,0,0,0.0984109612289609
85,13C376A4-77C8-4867-B87C-2A4016B87154,254.8,4,5,F3BD1201-C108-4940-8F48-C6DC67BD23E7,NAVAID,35B12584-9082-4C99-89D3-F868FD93B73F,2,0,0,1,0,0,0,0.0987168514591149
86,522E4171-F5CE-44FF-8805-7C8B437ADE2A,225,4,5.14,851A2A3F-119E-428C-BC06-310DED1F1FE1,NAVAID,99B279D5-DE85-473A-BC40-BC2AF91F2790,2,0,0,1,0,1,0,0.0990500885663855
87,6E7F36DC-A067-4D3A-B584-8ABEAFF6953D,181.99,4,,AE678D2A-D56C-45E6-9B25-882B6964A9E1,ILS,740D054D-8DF6-4905-9694-B7B1714A43B4,2,0,0,1,0,0,0,0.0992546398814643
88,0F4942E0-63D0-4E2F-9120-283EA5B6CA24,258,4,4.81,DBE8DC8B-F4B5-4110-A4E5-46B62532A89D,NAVAID,89D08FB4-3CDF-4C05-83B7-5DF467C7D1DC,2,0,0,1,0,1,0,0.0999167872181673
89,2104E547-FD5C-42C3-A163-5E87D01A4CC2,217.87,4,5.54,E6CE5F3B-81A1-48D0-A696-012D592DAF32,ILS,2EB81526-30FD-4EF0-B1EA-C9197F78DD5A,2,0,0,1,0,0,0,0.100190428484976
90,AC8477FE-EA05-4A0C-8843-A121DA645D4F,336.19,4,5.37,1EEA563E-77D5-4854-982B-58560F647E42,NAVAID,2B5C7E12-DAB5-4479-82D6-D3FCD58EAA8F,2,0,0,1,0,0,0,0.100405060131442
91,3C48D1F7-2BD4-44CE-BDD9-69343AA26DAB,181.89,4,6.04,1CC6F26B-7E48-4A6D-8FAD-F2A67BF3F927,ILS,A18AABF8-1A25-44C0-A6EC-958BFACEB952,2,0,0,1,0,0,0,0.100780297801746
92,739FA211-42D8-4E33-8691-68DB58BD0E14,83.36,4,5.07,923D822B-4391-4037-A6E1-13FD5D1D2742,NAVAID,C9DCD00A-511D-4C3E-8B43-0B85206F07F2,2,0,0,1,0,1,0,0.101090051048567
93,02E1E9DF-390E-4EC9-8031-A6A972BBA7E5,21.99,4,,FAA9384C-91FF-4F3D-AC6D-B252D4492818,ILS,263F79BF-B922-47BA-9D27-34B8B0C8856E,2,0,0,1,0,0,0,0.101114448275205
94,A288F4B3-BC7C-42DA-BAA8-917F7B7731E5,156.1,4,5.76,26826A45-DC26-43AC-B579-F1771B97C77A,NAVAID,1273A51F-8D13-42E1-86E2-40B7F00A980D,2,0,0,1,0,1,0,0.101123508567459
95,55464E79-A245-44FC-B747-D9A7F895D3A8,39,4,5.8,EC49C4B2-73BC-4376-A188-B2486F356459,NAVAID,CDBDE5C5-552E-4695-B02A-B23EE6D58B81,2,0,0,0,0,0,1,0.10126280642465
96,78C4A50F-DA40-4C83-AD8E-4587AD2FD0AF,,4,6.07,FA725B57-C24F-4F1F-A90A-2083B32E2AA3,ILS,7CF64882-1BD0-4960-B458-6947197F36DB,2,0,0,1,0,0,0,0.101413016013692
97,6298B3B4-8F00-4CEB-ADE4-FAA582204F6B,334.05,4,5.77,AA033E76-9FEB-4173-A68A-62196D43DD8A,NAVAID,EB7FEF61-8042-46D5-B2B5-C85F28D7F437,2,0,0,1,0,0,0,0.101421810770654
98,46DC0B89-A578-466A-AD6E-2A80AF260733,168.63,4,5.78,7D36D0F0-FE5C-42E5-A86D-D6311ED80EC7,NAVAID,BDEBB77D-C053-44F8-9C06-9DEE1D1ECA2B,2,0,0,1,0,0,0,0.101867377790972
99,CF27AE4C-A5E1-4F0E-947E-25F73AB07E89,45.84,4,,A84D7CD8-08E2-4135-B6C4-EFA03837D289,NAVAID,809879D5-438D-411B-92BA-B63A4916FC15,2,0,0,1,0,0,0,0.102094897698165
100,36C62385-BBBA-4802-9160-E80A73B8A6C3,189.29,4,5.61,08C6320A-D6CC-461E-98D6-79C51B1E242D,NAVAID,EFA7F807-8652-4EB7-8EA5-3FD671C31529,2,0,0,1,0,0,0,0.102184950829409
101,D28B3190-952A-4B02-B960-F27368341189,254.99,4,5.1,334F8A68-F3D4-4D27-A6B2-A62FE8F81FA4,NAVAID,A778BE7D-51E6-4EDD-AC38-3FEC8938864C,2,0,0,1,0,1,0,0.102431017572771
102,B387B339-29C5-4D2D-931B-278411E5C9FE,254,4,5.14,851A2A3F-119E-428C-BC06-310DED1F1FE1,NAVAID,3089D93B-592C-479A-AAD2-0FC88D505590,2,0,0,1,0,1,0,0.103108516088625
103,D0B0F35B-BDFA-4A74-9E3F-14BD1DD5C980,326.74,4,6.11,85241436-3BEB-498F-A5EA-7FCA2F4670E6,NAVAID,7F4D0879-9356-4C17-A6A5-6310490D0434,2,0,0,0,0,0,1,0.103122726520403
104,9EBEFA68-2137-4929-990D-568CCEF76522,317,4,,D0DBDF79-368C-4743-AA11-2C9D8DAB366C,NAVAID,477484A5-0FCE-4C7C-B110-A3F7DBB5CD5D,2,0,0,1,0,0,0,0.10374600156153
105,877FB7AA-1204-4F9A-A81E-8B21F4110100,313.08,4,5.59,C52BEC78-F3E7-4875-93D1-F42F1AC8DD2B,ILS,0CBC1E8C-1B7B-40A0-A950-12C862BCE1A9,2,0,0,1,0,0,0,0.103933372181439
106,43FD8AE3-6243-431E-A80B-912E3BAD45AA,97.28,4,5.3,12575279-7D0B-481D-8321-FBDD115EEAAC,NAVAID,120C2351-F1D6-4188-9745-EE41DECFF3CE,2,0,0,1,0,1,0,0.10422822931436
107,A8792716-219A-4F60-8ABE-FF49F0A6CC15,145.04,4,5.29,1EEA563E-77D5-4854-982B-58560F647E42,NAVAID,72CC5EBE-FD47-491B-B961-DE8B036D0F08,2,0,0,1,0,0,0,0.104392746419491
108,7E7634FD-D033-4564-A8A3-8BE1DB2B9A6F,122.09,4,5.49,6B30D678-7623-4E0B-9356-3569ACB1D333,NAVAID,033AB907-0DC7-4D6D-8281-F6F0996689DD,2,0,0,1,0,0,0,0.104504493501477
109,B3B157C5-D443-4478-BF55-F353051F371F,25.64,4,5.99,107EF3ED-DCB0-41A3-8505-A8C0E37777A6,NAVAID,115FE50E-345A-4D08-AD62-5F4CD92DE5C3,2,0,0,0,1,0,0,0.104589454774331
110,D1A318A5-DDA9-42D7-8A2C-76F1B9C5F09A,217.45,4,5.16,AAE07DD6-F8F8-4C3A-A73B-F91321D63640,NAVAID,78CC166A-06EB-4878-B389-F30C7B8AD159,2,0,0,1,0,0,0,0.104953537744078
111,26E68B78-443F-446D-B420-24721C0DDE06,306.81,4,5.82,9AFB9247-5A74-4871-9B53-D4A1AFE20C0B,NAVAID,4AE82DE9-E880-4DEF-9D61-8E2D20BE89E0,2,0,0,1,0,0,0,0.10503332582092
112,11F4ECE5-2E53-4D2D-A704-2CC7998684AB,304,4,5,6078CA44-1355-4C07-996D-E416267F8E70,NAVAID,7A3D150E-8AD5-4DAC-AC54-02C528E4A9E2,2,0,0,1,0,1,0,0.10509387084414
