OBJECTID,GLOBAL_ID,DISTANCE,DOGLGPT_ID,DOGLGPTID2,DOGLGPTID3,DOGLGPTID4,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
1408,CEAD1617-D0FB-479C-9EEF-87499B28789C,86.03,,,,,0,0,1,0,0,0
1409,7F541417-B23E-4498-968C-4811F068EB35,86.45,,,,,0,0,1,0,0,0
1410,65766F59-911A-422E-A8B5-B03D8890A57B,110.19,,,,,0,0,1,0,0,0
1411,427C177F-D67B-4379-9A64-F0440522A821,23.6,,,,,0,0,1,0,0,0
1412,C2A8D5D9-5DBC-4ACA-8A39-CC2308674D6D,31.93,,,,,0,0,1,0,0,0
1413,552765DF-695E-41DD-8FF0-F892CD14B255,100.42,,,,,0,0,1,0,0,0
1414,90E17A01-2049-4EC8-BDE8-74F169DE9BDC,60.95,,,,,0,0,1,0,0,0
1415,9590149F-8433-4491-9AB3-B76AB10BE1AC,80.8,295C3BA3-D3B5-462F-A0D1-FE740F185FD6,,,,0,0,1,0,0,0
1416,553CF73A-9D10-4D30-B7E9-5F0A329A1079,65.48,,,,,0,0,1,0,0,0
1417,850C716C-1D3D-425B-A562-65F1DD571C33,78.02,,,,,0,0,1,0,0,0
1418,C9C6226D-6313-4A92-84C5-363D506994C3,49.3,,,,,0,0,1,0,1,0
1419,F3E1D11D-D9A2-44CF-864C-5C0EF614745C,51.98,,,,,0,0,1,0,1,0
1420,ED4833F1-2178-43C6-908F-6783059750FE,72.08,,,,,0,0,1,0,0,0
1421,D7EC5C5E-131C-4F81-AD1F-63A9CFF89AEA,125.5,,,,,0,0,1,0,0,0
1422,C604D937-5DD7-4993-9A46-B4A3E2E658E1,102.74,,,,,0,0,1,0,0,0
1423,1D9130F8-F64D-4DF8-A574-6C9F1261DE72,99.09,,,,,0,0,1,0,0,0
1424,26D4E7B6-600D-47D9-8D87-0F9F8A43C7DB,16.71,,,,,0,0,0,0,0,1
1425,060D5791-5146-4160-A758-3CF721CAB94D,91.88,,,,,0,0,1,0,0,0
1426,163B3B66-67D1-4209-9552-1280FF8BBC99,126.06,,,,,0,0,1,0,0,0
1427,B158CE54-E209-43B3-947D-63E9A3831F3C,77.23,,,,,0,0,1,0,0,0
1428,DAD37F11-1364-45F5-A703-8B2C8FA99017,71.66,622F9354-A433-44DA-A912-26B263CC544E,,,,0,0,1,0,0,0
1429,814DBCDD-C45A-4D30-8AF7-F7FD3F905373,105.58,6486A85A-D09D-4E77-96A7-667F89E9A06B,,,,0,0,1,0,1,0
1430,43EAC63D-4AFE-4883-AC24-20B591BD0584,111.59,,,,,0,0,1,0,0,0
1431,C5E55D9F-109B-468E-AC7F-4BEFF251EDB8,65.55,,,,,0,0,1,0,0,0
1432,B566D576-6E42-4D61-8C05-4B5A525F77D6,19.28,,,,,0,0,1,0,0,0
1433,3DEF85A6-2AE1-4788-8DA4-003368EA76DB,57.57,409839B7-A82C-49BB-A2A5-8DB4B75D6EAC,,,,0,0,1,0,1,0
1434,65EBB838-B8DE-441B-8752-5ECD17FD3F72,14.68,,,,,0,0,1,0,1,0
1435,B348987C-A01D-44AA-91C8-1741E74F96A7,64,A9A2A8BF-7D91-4A81-9BDF-20BB2585A3D2,,,,0,0,1,0,1,0
1436,6367F46C-41FB-49BD-8A72-13D4E27A4664,56.75,D207E636-5239-42CC-AFC8-F064C6C7DF06,,,,0,0,1,0,0,0
1437,7B0CF1BF-EFE7-40E2-B60E-2A750AD006EB,85.76,5BEAE402-E5D7-4069-809B-2B8378CFBEEE,,,,0,0,1,0,0,0
1438,DF34A712-49D4-458B-9C57-EA45ABD9EABE,145.07,62D340D4-C41C-4123-9913-721B961A123D,,,,0,0,1,0,0,0
1439,4221A7FD-4D90-4A31-BB4D-67C737659914,125.05,84DEAB13-62DE-45CD-9736-C6263CF263BD,,,,0,0,1,0,0,0
1440,49271F38-1A9E-4C59-BF9B-E65C96B25E45,59.68,,,,,0,0,1,0,0,0
1441,C996F3D1-B547-471D-B4A6-2F470E0D55E5,121.63,,,,,0,0,1,0,0,0
1442,474F29B2-B810-49B7-91E0-01A5C01934E0,60.83,,,,,0,0,1,0,0,0
1443,05C3041A-F330-44CC-B632-5C541619DED6,91.76,,,,,0,0,1,0,0,0
1444,1A5FE63E-BF22-41EF-A756-2882B85ECBB6,89.59,,,,,0,0,1,0,0,0
1445,F1B51581-E230-4374-A084-ADF07000490A,65.2,0D1E255A-2F1B-480B-9CC1-C12B2AB7BE9B,,,,0,0,1,0,0,0
1446,53FF60F1-9416-4D15-9539-E0F41C386788,75.63,,,,,0,0,1,0,0,0
1447,E005B417-C85A-4446-B0BA-15D8C8FEDA0C,161.15,,,,,0,0,1,0,0,0
1448,1E584092-ADF5-4D7B-86E8-1C721EFCB28B,114.94,,,,,0,0,1,0,0,0
1449,A731B97D-910A-4CE0-BCB7-922E61A48D9E,74.04,,,,,0,0,1,0,0,0
1450,817881B4-5D41-4DDB-8BA3-88C6AE0CFDEA,91.15,,,,,0,0,1,0,0,0
1451,28CEB99C-0012-4A5D-9E22-C8F19C6CB9E6,98.4,,,,,0,0,1,0,0,0
1452,CE028C00-CEEB-4837-BDB4-56CF5878650B,65.89,,,,,0,0,1,0,0,0
1453,32D2358B-56C2-4E80-B246-96EF1F7EEE56,117.4,,,,,0,0,1,0,0,0
1454,02269D7B-5A30-4C55-A9B4-442E3915E876,68.91,,,,,0,0,1,0,0,0
1455,0ABBE7D2-F2FB-434F-B1AC-B87490A06956,87.48,,,,,0,0,1,0,0,0
1456,75D975D5-BBCE-4752-8BDD-0558C7AF014A,90.92,,,,,0,0,1,0,0,0
1457,EA19BA8C-C5EE-4BBE-B7DD-9A85916A91BF,73.4,,,,,0,0,1,0,0,0
1458,88A526CD-832A-45B4-9B47-3FC08BA2498B,69.74,,,,,0,0,1,0,0,0
1459,3D6AC6FB-15AF-4D75-A552-36957CB29DF4,31.92,181CC788-2EC1-47A0-81AC-EDA97CB8015F,,,,0,0,1,0,0,0
1460,957DA58B-FD01-4E59-8FF2-5B3E79F39B55,62.69,,,,,0,0,1,0,0,0
1461,CA70E3A0-4B89-45DE-880C-8EDB1FBE924E,149.02,,,,,0,0,1,0,0,0
1462,249B8F2C-FE7E-44BE-9F81-0935AD05D95F,110.89,F8A98549-BDE9-4CEA-AE3C-3EA38DCC6BCF,,,,0,0,1,0,0,0
1463,B54F0A4D-0A38-4320-A18B-1100B2B62E21,67.18,,,,,0,0,1,0,0,0
1464,24A335B8-063C-4B7A-A26D-4F6BE2B8B01B,56.03,,,,,0,0,1,0,0,0
1465,FA638325-3614-429B-ACF3-FD4645D71F56,72.88,68C379F7-4F49-4EEB-85E8-D80F450F3422,,,,0,0,1,0,1,0
1466,BE9A7377-27E3-41FF-AA59-1920C4AE0F2D,105.48,6DC02043-B694-4509-B2BE-3427AB7E616A,,,,0,0,1,0,0,0
1467,FC22C10D-1E09-40DA-A6D2-E9A1529C31A2,46.1,9BD7CBF2-34B3-4E21-BAB6-4F57E1A38079,,,,0,0,1,0,0,0
1468,44C742F2-762B-4172-A0AA-E8356FF2DD17,47.75,36E03D82-763F-40C5-9816-4178963D8A2C,,,,0,0,1,0,0,0
1469,304BE24D-CC4B-43B8-B548-05D0407F6D58,20.95,,,,,0,0,1,0,1,0
1470,127132E9-E2BA-4392-845A-D95894B1D27D,51.31,26EB5F53-C720-407F-BD2E-AC88A9E4AC3A,,,,0,0,1,0,1,0
1471,B0B652B0-9F96-4754-B931-6D3E508F32A0,84.94,62F1C88D-D053-49DE-8BED-E8B0767BFD43,,,,0,0,1,0,1,0
1472,26D13A52-93D1-4758-85B9-F90C6CBB7D83,44.23,ED0BC0E3-F91D-4EA0-AFEE-667022FBF1EA,,,,0,0,1,0,0,0
1473,FC206004-30F4-400E-BCDB-D3CE69EF9522,119.74,,,,,0,0,1,0,0,0
1474,C0A11AF8-C688-4D75-94FF-90681B4F7E3E,142.38,,,,,0,0,1,0,0,0
1475,C61DB126-E8A7-43BA-AE56-E91349C14541,152.08,,,,,0,0,1,0,0,0
1476,0FF7E272-BC2C-4E0D-A2DF-A1A156FB75DE,94.35,14B0A888-5589-4A4E-A8F9-72ACFE567980,,,,0,0,1,0,0,0
1477,B285082B-9903-44FE-9916-F58C179C2791,24.8,,,,,0,0,1,0,0,0
1478,CBB8585A-51FF-416C-A21E-11F5B604C898,141.42,,,,,0,0,1,0,0,0
1479,329F169E-E4D5-4820-9776-F94BB66BD12F,152.57,73BEC78D-B817-4E62-AD3F-F6AA9499D52D,,,,0,0,1,0,0,0
1480,DAD320CE-C235-4AA6-BB37-9D7DB3AD00D8,114.07,,,,,0,0,1,0,0,0
1481,C8FCF33C-1C13-4434-B628-975C6C4BDC72,119.41,,,,,0,0,1,0,0,0
1482,BE56E3AE-C750-4276-A3DA-08A1A36A7607,93.71,,,,,0,0,1,0,0,0
1483,466C47C5-CEF9-4E63-9F29-63EB5CD01E89,74.27,D9233A0E-202F-4539-AFB3-6BF356022007,,,,0,0,1,0,0,0
1484,794E3072-139B-4EC7-9AEE-A4E221723A4E,15.17,19E02BDC-A90E-423F-AFF4-CCA567963791,,,,0,0,1,0,0,0
1485,A4469200-7D54-4FBE-A672-2F84DACA41A3,63.28,,,,,0,0,1,0,0,0
1486,63D10801-733A-4BC8-9117-1144A7C11839,49.24,,,,,0,0,1,0,0,0
1487,552D4D24-BB86-4D19-B335-F445F945BE91,120.45,9937E79F-FA5C-49AB-AB99-DB022C072A8F,,,,0,0,1,0,0,0
1488,D2CC07F7-E2B5-43F6-B861-9B8D9048F572,153.09,,,,,0,0,1,0,0,0
1489,2103BF7E-597B-4399-85F5-82316C110413,90.31,,,,,0,0,1,0,0,0
1490,876B3617-636F-477C-997A-20BD34BB82A2,128.98,,,,,0,0,1,0,0,0
1491,4E0F5016-1875-4DFA-9F48-A90E64BD02AE,142.07,68264DA3-AD8F-4CDC-AB2B-8BCCB643AF54,,,,0,0,1,0,0,0
1492,0E59903B-3D06-4CA3-91A1-2735893B875C,77.67,,,,,0,0,1,0,1,0
1493,868945E9-626F-45B3-A901-38C854001163,59.79,,,,,0,0,1,0,0,0
1494,92005DF2-7ED8-4D94-9424-1B5137EBEDFC,98.96,DDC2CDF2-A088-4BDE-8D43-EDD8E3659831,,,,0,0,1,0,0,0
1495,48A43B97-85D2-4A09-88C6-DF9033BFF41A,53.72,,,,,0,0,1,0,1,0
1496,C1B9D185-2055-418A-84DB-26FCABE198AE,105.86,,,,,0,0,1,0,0,0
1497,92D244D3-1270-4ACB-BD7B-AEB014AB070B,60.72,,,,,0,0,1,0,0,0
1498,DD82016F-4221-4ED1-8B7C-379766C57825,36.35,,,,,0,0,1,0,0,0
1499,ED0EC153-C227-4D62-8860-E2B666104408,33.15,,,,,0,0,1,0,0,0
1500,232A4FDD-AB32-456B-AB6E-E0E028DD9074,57.69,,,,,0,0,1,0,0,0
1501,C65CA218-B15B-4F57-A70E-D0D703A55AD6,46.83,DA38859E-C2A0-451C-BF6E-942E3445078A,,,,0,0,1,0,0,0
1502,B63B4ACF-BE64-44FF-9D14-FA56ED869F66,51.53,,,,,0,0,1,0,0,0
1503,A1EDCA83-CE65-4314-ADF3-991F8AFD6716,49.12,,,,,0,0,1,0,0,0
1504,2B9B6909-FD5C-46F7-AB2F-0063C0942300,95.21,,,,,0,0,1,0,1,0
1505,8C020892-9412-4B89-A746-770B3E7491CD,110.86,,,,,0,0,1,0,0,0
1506,0D5CC0DE-510D-46AF-994A-336DAFC24294,40.24,,,,,0,0,1,0,0,0
1507,6749D638-396C-4C25-98B2-63557D08C62E,72.56,,,,,0,0,1,0,0,0
1508,EFDEDA15-5A25-4A2B-ADBD-62D9A3014F9E,40.62,,,,,0,0,1,0,0,0
1509,51FC773F-F47C-4F6E-801D-42700DE1E8A7,52.99,,,,,0,0,1,0,0,0
1510,3EBB96E9-4CCD-40C5-A0C5-3DFCF5009E42,46.88,,,,,0,0,1,0,0,0
1511,800C6D5D-7F8B-40AC-9E74-FE0B67DFDCC1,18.07,,,,,0,0,1,0,0,0
1512,A8D12C6B-6FB4-4500-9A31-41F31D483190,81.3,3DEF31BB-05A0-4BA4-B2ED-793852D84D59,,,,0,0,1,0,0,0
1513,F5D6E155-76AB-4BAD-B0B4-08624C59185A,63.73,52DEB990-1E02-4B1E-8157-5F9790BB7125,,,,0,0,1,0,0,0
1514,EE93C263-6D3D-42B1-8926-56B85490EE2E,97.83,,,,,0,0,1,0,0,0
1515,B4B7C4E5-BF3E-4D33-A54F-B38BEB17C2E0,16.01,,,,,0,0,1,0,1,0
1516,FCBFB99D-AE2F-43C5-9CBA-C2BA97C2B7A6,35.86,,,,,0,0,1,0,1,0
1517,6FB4BFB4-9B59-4CF9-9E0E-57EF20E17D5C,72.19,49850E7C-CC00-4AD8-8CBF-FB5EF1BD7057,,,,0,0,1,0,0,0
1518,2C59121E-1EB3-4C3E-872F-B17D4FA9D885,90.23,,,,,0,0,1,0,0,0
1519,FED74037-6EBA-4609-8A45-CD5A5FD89569,66.08,,,,,0,0,1,0,0,0
1520,EF917C82-FD2F-4AB6-8077-69A996A9BCF4,48.67,97FB2957-7604-4922-B705-E9C0F4C7123B,,,,0,0,1,0,0,0
1521,1945FAE7-F884-4F95-A6D9-7E22D35ADCCD,129.04,926BA29E-45A8-475D-8D30-64671F76E9E9,,,,0,0,1,0,0,0
1522,762D241E-1CE5-405D-9C95-9F9916379343,164.61,,,,,0,0,1,0,0,0
1523,039C6EAF-0DD1-4EF0-88D3-7F92FB9F81D1,90.77,,,,,0,0,1,0,0,0
1524,1C1942C7-EF98-45A3-AD8E-5565CB5FDA5A,87,,,,,0,0,1,0,0,0
1525,EDE8187C-648E-43D6-BDC3-729DC1CF4421,80.74,,,,,0,0,1,0,0,0
1526,1E5FCCAD-98CD-4915-9031-029F87C2609A,44.56,,,,,0,0,1,0,0,0
1527,6B58684B-0FE8-4B11-B18E-7DF4E1CD3E07,111.04,,,,,0,0,1,0,0,0
1528,1D01C384-960B-47E0-9EB1-89E8843F55D8,74,7542C067-C096-462C-9173-1D94F12A746D,,,,0,0,1,0,0,0
1529,CDB4709C-3C1B-419D-9D7F-B32F38447465,80.36,,,,,0,0,1,0,0,0
1530,0680A17D-8956-490B-8983-C3867F84F392,41.21,,,,,0,0,1,0,0,0
1531,ACB8D934-1B58-4436-9C62-7D6E607E77BF,30.61,,,,,0,0,1,0,0,0
1532,9C46AD06-5D53-4FD9-B1EC-9155CBED7295,63.81,,,,,0,0,1,0,0,0
1533,77AACAF3-59E5-42E6-A68B-1611790C47F8,55.39,BB014813-82FA-4F90-86FA-24F90BC7E6DD,,,,0,0,1,0,1,0
1534,86449B73-BF93-4D34-B4C2-6ED3CFD3A792,104.66,8F270E7B-2182-4223-BCDB-D43EFD3BD6E1,,,,0,0,1,0,1,0
1535,1DE63023-9A1C-46B0-A042-B6D3D7B01354,79.05,,,,,0,0,1,0,0,0
1536,D74A147B-55D2-4D78-B085-AE3BF8C2587B,79.61,,,,,1,0,1,0,0,0
1537,2E6C0164-FC97-411A-ADFE-E376783DBB4E,48.1,,,,,0,0,1,0,0,0
1538,1CA0C990-7D11-4BEE-8B1C-F5F53D82DEEE,72.09,,,,,0,0,1,0,0,0
1539,76678535-FE39-42A3-B1CB-96058340971F,80.83,,,,,0,0,1,0,0,0
1540,94D07D1D-A024-4AAA-91DE-1E60AEEE47D7,71.93,,,,,0,0,1,0,0,0
1541,2A575593-E8A0-4564-B510-6FA2F2DF5445,89.7,,,,,0,0,1,0,0,0
1542,3CFE1C84-1276-4C2C-AED8-968B1091A2C4,84.72,4A619B52-BCBB-4497-A9A4-110565E6517E,,,,0,0,1,0,0,0
1543,FBE76310-E364-49B0-99E1-286E4C15D796,76.62,,,,,0,0,1,0,0,0
1544,4E730A9B-A138-48E2-B9B9-CDE0C6872BDB,116.72,,,,,0,0,1,0,0,0
1545,A622A2A5-597A-4CE5-A3F6-DEA5859EB6FB,87.08,,,,,0,0,1,0,0,0
1546,8BF3DCD0-7A9F-4BD8-9281-77BEAE4C9B66,82.46,,,,,0,0,1,0,0,0
1547,A1B7CDD6-DA76-4D0F-AA69-D294F4F65B5E,76.04,,,,,0,0,1,0,0,0
1548,A14AE8CD-08BA-402A-BCA2-D3F5FDC1E786,82.47,,,,,0,0,1,0,0,0
1549,FD38BA87-F2C8-4548-9B78-CA8566615D02,92.33,,,,,0,0,1,0,0,0
1550,924FEFF4-1E40-42FD-ACE3-B5AEB6AE9695,63.01,,,,,0,0,0,0,0,1
1551,41FC96BB-35A4-438D-99BA-85D9ECA7C8D0,72.7,53815E76-A9D0-4404-95DC-3FD3DB6538B4,,,,0,0,0,0,0,1
1552,1E41BCE3-C714-4474-ADC7-67C6C5182E7D,64.39,F51CF000-412B-4264-BE09-30027D932C82,,,,0,0,0,0,0,1
1553,FBC58D7C-1E7A-433F-A4B7-BAC1B5608F10,118.81,34ACA6F6-F1EB-4282-9783-AC20ED9ECBD2,,,,0,0,1,0,0,0
1554,A085B4B1-C7D0-4C72-88AD-87F897529EC1,79.51,0673F130-2FD3-4EA9-98A0-B2D44CE49300,,,,0,0,1,0,0,0
1555,8AAAB52F-6FC6-4C91-A645-E95D750C6114,73.33,,,,,0,0,1,0,0,0
1556,A738E8AB-33F3-4B23-B01E-D8B7BB794891,81.83,509776E6-DCD9-4115-93FD-9158B62BB47D,,,,0,0,1,0,0,0
1557,9F9B40C6-F861-4F9A-84B4-829106548639,41.79,,,,,0,0,1,0,0,0
1558,88E16483-3368-4C21-BD86-3D1B6909F65C,67.97,48BBF65D-9ED4-43DD-9016-4A102A0633D2,,,,0,0,1,0,0,0
1559,5FFD3D94-4593-4288-A276-B643430721A5,38.99,6E313BB9-0864-47B1-9787-EB0FFABB534B,,,,0,0,1,0,0,0
1560,5B3D739C-B1F8-48D9-844B-EACB0A1D9AD2,57.41,,,,,0,0,1,0,0,0
1561,9FE781AA-D859-45E6-A99E-C4633494EFA4,118.32,,,,,0,0,1,0,0,0
1562,4E69BDF7-E3B7-48D1-9590-2FBE771BE14E,95.25,,,,,0,0,1,0,0,0
1563,992C3F2B-F276-4E6A-A75C-F5C0B4D64B9D,143.31,834CA3CA-D94D-45F6-AF10-A10801C43089,,,,0,0,0,0,0,1
1564,54B7C020-0FA7-429A-84BD-A4451BCDECA6,58.29,,,,,0,0,1,0,0,0
1565,487A6BFE-4986-4A60-A4B2-279944033D10,113.83,,,,,0,0,1,0,0,0
1566,6C457728-CCEE-4C44-A565-F9A9F6A095C9,100.71,61ACE4C5-948F-445F-A128-FC50E941534A,,,,0,0,1,0,0,0
1567,BE9FAC53-4C16-4A40-9EE5-DB79518FA01B,83.7,,,,,0,0,1,0,0,0
1568,DCCB8BF0-776B-4297-80F1-CBE461830F24,101.48,,,,,0,0,1,0,0,0
1569,40BF287E-AD36-4D74-AD57-F23C224539ED,45.65,,,,,0,0,1,0,1,0
1570,D5066AF9-3D9D-40C6-A9C5-A3E6B3701254,60.14,,,,,0,0,1,0,0,0
1571,97F00DAC-AA7F-4F7E-91B1-13F68F8BD57F,58.88,,,,,0,0,1,0,0,0
1572,001CD661-368F-4838-9B14-2143381C6C65,51.29,,,,,0,0,1,0,0,0
1573,5C26F56D-F935-4215-91AA-72D4BF014CD4,106.63,CCB4A3FD-0DD8-487E-AC8E-2458EAE4B237,,,,0,0,1,0,0,0
1574,5E84BAF1-9873-4487-951D-9F7181CC1E68,57.96,,,,,0,0,1,0,0,0
1575,E737591F-1633-4883-AA8B-200EBDABCE5F,96.45,,,,,0,0,1,0,0,0
1576,2DE9AC29-F794-4466-9467-AFD647401390,58.37,B740F78F-5A3C-4DBA-92CF-A469CC3CFCF3,,,,0,0,1,0,1,0
1577,7B53FCC8-386B-42E2-AF17-D01F3729F49F,51.04,,,,,0,0,1,0,0,0
1578,76983F8F-2308-47DC-9417-E7A1F146FCD5,42.31,,,,,0,0,1,0,0,0
1579,7B6E0EA4-4F7D-475E-9F19-7092F9634952,36.2,,,,,0,0,1,0,0,0
1580,1CE513CB-9F2C-4CDC-8269-3F7ACB83DF55,34.95,,,,,0,0,1,0,0,0
1581,F84EDF69-743F-46BA-A804-19103B61CB4A,75.29,,,,,0,0,1,0,0,0
1582,0416C2D6-CB07-4825-A660-3C1AB5AD6E48,68.82,,,,,0,0,1,0,0,0
1583,3B2177C4-DBF6-4481-A442-1E68489A4603,71.16,,,,,0,0,1,0,0,0
1584,0EAC9EC3-6A26-49C5-8D21-188EA29D45D0,45.14,C591D2E9-03F7-4D3C-81BB-2D9A58940A05,,,,0,0,1,0,0,0
1585,9EAD72F1-613F-4FA1-9AEC-E973267FB681,49.28,,,,,0,0,1,0,0,0
1586,E53D1FA6-1ACD-4F6F-A040-5974A59D9DC8,95.9,,,,,0,0,1,0,0,0
1587,0FF1F4A7-2A8B-4B5B-AFFC-6BD0675EAF14,71.16,,,,,0,0,1,0,0,0
1588,E34E2236-DF8F-45FF-AC47-CCEE5F47634D,43.69,,,,,0,0,1,0,0,0
1589,D0C4CB1A-B466-4AD7-B97B-271D521DE256,31.29,,,,,0,0,1,0,0,0
1590,AFA7E0CC-FC2F-4990-8070-4B4E128ECFA3,47.74,22CC7282-FFEC-4EF2-AAC7-4F4494D56CE7,,,,0,0,1,0,0,0
1591,E61849D5-F82B-40D2-B5D7-BC9928252F1E,30.54,,,,,0,0,1,0,1,0
1592,888D478D-E34C-4ADC-8F26-7D9FB878C09D,27.45,,,,,0,0,1,0,1,0
1593,D6B17099-63A8-416E-ABAA-CC51BF2955B6,74.68,,,,,0,0,1,0,1,0
1594,A981656E-4C4E-4C86-8B0D-5E681C144726,106.36,,,,,0,0,1,0,0,0
1595,93234949-E1D8-4A02-BC50-FC577FBB7B5F,54.35,,,,,0,0,1,0,0,0
1596,C91DE05A-EB8C-40E1-B2A0-4FD481526F10,112.81,,,,,0,0,1,0,0,0
1597,77DFC3BF-7C5D-4D6F-B55C-EB26C49D0B73,61.27,,,,,0,0,1,0,0,0
1598,D035834E-7169-4775-A1C6-FE745D6D9115,63.9,,,,,0,0,1,0,0,0
1599,7F1B1FCD-C6E3-4912-B64F-E4A1C0EAA554,34.55,,,,,0,0,1,0,0,0
1600,8CDFC0CD-056F-4DF2-99B3-E5A0B8369CF9,23.03,,,,,0,0,1,0,0,0
1601,4C519741-B084-45A1-BF95-39EEAEEFA5A0,46.7,,,,,0,0,1,0,0,0
1602,4D8BFEA2-3929-4135-8993-CDBAE0DA6D35,37.68,348863E1-9AA8-4D98-A946-4D1513716401,,,,0,0,1,0,0,0
1603,CEBDCF4E-482F-424E-8A09-3639F2D73CD3,71.07,,,,,0,0,1,0,0,0
1604,426098B8-0D5A-4E1A-A828-3FE0954EB4A8,40.09,,,,,0,0,1,0,0,0
1605,86C563B6-A85B-4F98-B11C-6CA45EA25FDB,45.61,,,,,0,0,1,0,0,0
1606,DA78D39B-2677-4887-BCD3-B30E3B12498A,55.27,,,,,0,0,1,0,0,0
1607,4EB1985F-2A86-4760-8537-681E163C91C5,76.73,,,,,0,0,1,0,0,0
1608,9E849F48-9912-4907-9096-BFDC39136BEC,71.51,5569C0B1-AF2C-43F1-B66B-B3B1503DAA38,,,,0,0,0,0,0,1
1609,5019C6FE-DDA6-4F4B-83FE-2B68F703EEF2,273.63,9998D45E-6F37-4752-98F2-A8AB2408380C,60B39AA0-C197-44C9-9EA5-A16B09EE06F5,,,0,0,0,0,0,1
1610,79319AA8-7FCE-4C0E-B581-7ADC6B50523E,33.97,463E0A25-332A-4E2E-B0A9-F4642AB10EAD,,,,0,0,1,0,1,0
1611,1045ABD3-89A6-4795-9996-B5A0FD0CFD0C,81.22,4DAD2E9F-C9B6-4284-A2B8-5E202E04F5A1,,,,0,0,1,0,0,0
1612,08D4B2FF-AB77-4F03-8831-8D7F2A2E5595,66.52,,,,,0,0,1,0,0,0
1613,C4F990B0-8E78-44D5-A3AD-A803BBD3D2A6,85.35,,,,,0,0,1,0,0,0
1614,44C02874-F2D3-4F1B-9518-99E209286CA5,71.16,,,,,0,0,1,0,0,0
1615,E3175EC6-4BFC-4917-9812-CCB9AC85DC5D,43.72,,,,,0,0,1,0,0,0
1616,E0DE1A99-4DE3-4D39-985E-B25F68D7C80C,158.04,,,,,0,0,1,0,0,0
1617,66749E45-1B91-440B-B586-63F68313821A,115.43,,,,,0,0,1,0,0,0
1618,6FAA5B2B-183A-4B39-BB2C-0A58D336E40F,157.46,A3F81E95-1D11-4C08-94F6-A2A9CD6C2F42,,,,0,0,1,0,0,0
1619,3EAF3CB6-951E-4727-8C5B-0A62F3E469F5,98.18,EBF61C9C-9A9E-468B-949D-3B90519B677B,,,,0,0,1,0,0,0
1620,63AC1B8A-B64F-4999-96C6-252E0633AF1F,51.53,,,,,0,0,1,0,0,0
1621,6DED1D71-5999-464D-8828-7259EEBDCA3F,62.13,,,,,0,0,1,0,0,0
1622,0CA15B3E-AD3B-49AF-9D7A-E32EA8800106,65.17,0B2B4481-5BDB-4F30-A60F-0B9917ABB0F1,,,,0,0,1,0,1,0
1623,6B724408-5138-4DDF-B5F6-F56BA9D2C1DE,56.41,,,,,0,0,1,0,0,0
1624,B6ACE3C0-16F8-4A01-BE1F-772369ED9ABB,41.54,9EC76FD5-1374-445B-8BF1-E47789491350,,,,0,0,1,0,0,0
1625,518FA1EB-5DC6-4DCE-A8C1-D7B8A42D574C,32.92,,,,,0,0,1,0,0,0
1626,C67C6419-0878-49FF-9A51-D42E3B9964A5,94.78,AF98ADF2-D9A8-4256-B93F-9748B23E9148,,,,0,0,1,0,0,0
1627,BD3569F6-4D23-481F-84DB-DDE800EC90A9,114.14,,,,,0,0,1,0,0,0
1628,ECCF627C-E527-4C75-946A-9F875F3F2736,115.35,,,,,0,0,1,0,0,0
1629,C6B1A9D2-ED7D-413A-94D6-80FE2D6D600A,53.22,,,,,0,0,1,0,0,0
1630,A369F266-465F-43AB-94D3-E6B1EC005167,98.86,6B34D86A-4846-4A0F-9FAF-CCACEEB4FD6D,,,,0,0,1,0,0,0
1631,641637A2-5572-4BE4-A2CF-6D9D0CA859FE,85.85,,,,,0,0,1,0,0,0
1632,2602E84C-F486-437B-B9D4-A5E5630F55BA,75.4,4E0E7DCE-678D-433B-895E-934399A2FC4A,,,,0,0,1,0,1,0
1633,FA95913A-F2CE-4854-889F-290016FAA189,52.38,0E787E61-E879-4EF6-A364-A350A85410F8,,,,0,0,1,0,0,0
1634,E9B062FB-1A0F-4D77-919C-1B39151BBA76,105.98,,,,,0,0,1,0,0,0
1635,E0E2A293-E3C8-4F97-87C7-34DFA1E6F3A7,131.93,,,,,0,0,1,0,0,0
1636,3A5ACE93-6107-4B5E-A741-663D25917C18,96.98,,,,,0,0,1,0,0,0
1637,D4538998-F5D5-4FFD-9DB8-A8C092C67EDF,128.33,3E6BE8EA-5A6D-4AB9-98A7-93182D18ABF6,,,,0,0,1,0,0,0
1638,632B9182-C159-4235-B439-79001FE005E5,41.7,F10721C3-F235-4BB0-90F5-30B5B4676859,,,,0,0,1,0,1,0
1639,E6D05FDE-0985-40BE-B5F5-8FA083720E0F,86.38,,,,,0,0,1,0,0,0
1640,D0E4AAA0-3181-4109-B2DA-E530D0A5638E,134.16,,,,,0,0,1,0,0,0
1641,97EFEE1A-CF32-471B-AFCA-65937B699378,36.35,,,,,0,0,1,0,0,0
1642,10421915-7314-423C-BF26-FCF0B7D1900E,121.19,,,,,0,0,1,0,0,0
1643,EFC756C4-182D-4DFA-8743-034E4FF63DA3,52.91,254E5A97-B097-4712-BA9F-E7E71DBE42D9,,,,0,0,0,0,0,1
