OBJECTID,FAA_ID,ICAO_ID,DESIGNATOR,SURFACE,APRON_OPER,Shape__Area,Shape__Length
1205,DTW,KDTW,UNK,1,7,1.17862889510434e-05,0.062516943712427
1206,DTW,KDTW,UNK,1,7,5.14800149176153e-07,0.00429943602377474
1207,RTS,KRTS,UNK,1,2,2.33845200009464e-07,0.00224455829353528
1208,RTS,KRTS,UNK,1,2,6.00959037910798e-06,0.0126848078748134
1209,RTS,KRTS,UNK,1,2,1.83693828148535e-07,0.00198896924829314
1210,RTS,KRTS,UNK,1,2,8.23051323095569e-07,0.0046779743266638
1211,BDR,KBDR,GENERAL AVIATION PARKING,1,2,6.56990778225008e-07,0.0044979967050267
1212,LGA,KLGA,UNK,1,2,3.81900349566422e-06,0.0105972094375897
1213,LGA,KLGA,UNK,1,2,5.02423063153401e-08,0.00114569120204075
1214,LGA,KLGA,UNK,1,2,9.77551962932921e-07,0.00513676506409195
1215,LGA,KLGA,TRANSIENT PARKING,1,2,3.41843974638323e-06,0.00922375599991975
1216,LGA,KLGA,GENERAL AVIATION PARKING,1,2,1.27704732057893e-06,0.00501753138540378
1217,AUS,KAUS,UNK,1,2,6.54966157460565e-06,0.0126635503851769
1218,AUS,KAUS,UNK,1,2,2.37770518651814e-06,0.00856158203585063
1219,AUS,KAUS,UNK,1,2,5.84986082685646e-07,0.00605956062529614
1220,AUS,KAUS,UNK,1,2,2.50063749263063e-07,0.00229603530164692
1221,AUS,KAUS,UNK,1,2,4.14068472309737e-06,0.0145504856819063
1222,AUS,KAUS,UNK,1,2,1.19573406356932e-05,0.0222198214567553
1223,YAK,PAYA,COMMERCIAL TERMINAL APRON,1,2,8.99090719030937e-06,0.0148413035510538
1224,MIA,KMIA,NORTHEAST BASE,1,2,1.56022625035224e-05,0.0211083251882435
1225,MIA,KMIA,UNK,1,2,4.09856902189309e-06,0.0131986898452388
1226,MIA,KMIA,UNK,1,2,4.36151884867023e-07,0.00411594260938875
1227,MIA,KMIA,UNK,1,2,0.000105900458700375,0.149710197025988
1228,MSY,KMSY,UNK,1,2,3.32419176629628e-07,0.00234086117727831
1229,EWR,KEWR,AREA 340 AIRCRAFT PARKING,1,2,9.48219433938302e-06,0.0164137975470983
1230,EWR,KEWR,UNK,1,2,1.69628033582468e-06,0.00578379339926666
1231,EWR,KEWR,UNK,1,2,1.38801567804436e-05,0.024203330078978
1232,EWR,KEWR,BALL PARK,1,2,8.31240501600328e-06,0.0139467856184713
1233,AUS,KAUS,UNK,1,2,2.85490545223754e-06,0.0194221948510764
1234,GDJ,KGDJ,UNK,1,2,2.75098862315137e-07,0.0036590589458124
1235,GDJ,KGDJ,UNK,1,2,3.08671863525831e-06,0.0316359918782031
1236,GDJ,KGDJ,UNK,1,2,6.2245680418696e-07,0.00349586858543381
1237,GDJ,KGDJ,UNK,1,2,4.0075292417896e-08,0.00113502169481334
1238,ART,KART,GA APRON,1,2,2.83527674582729e-06,0.014168179147088
1239,MIA,KMIA,UNK,1,2,1.06249357373876e-05,0.0219574926374735
1240,MIA,KMIA,MIDFIELD BLAST FENCE,1,2,9.68784791492705e-07,0.00424099879401902
1241,ATL,KATL,RAMP 9,1,2,7.66738617130613e-06,0.0119577218324987
1242,ATL,KATL,RAMP 5,1,2,2.27993859880371e-05,0.0257007540839119
1243,ATL,KATL,UNK,1,2,1.25569492865907e-05,0.025839523646986
1244,ATL,KATL,RAMP 20,1,2,1.18169434699666e-05,0.0185008027935468
1245,ATL,KATL,UNK,1,2,1.58630430178164e-05,0.0302919098812198
1246,YAK,PAYA,GENERAL AVIATION APRON,1,2,2.93432597983992e-06,0.01515131462994
1247,YAK,PAYA,UNK,1,2,7.79882611823268e-08,0.00214375459987015
1248,RTS,KRTS,UNK,1,2,7.76679826230975e-07,0.00670427064993657
1249,ATL,KATL,UNK,1,2,4.7302307070729e-06,0.0124952768966468
1250,ATL,KATL,RAMP 19,1,2,9.35371520782713e-06,0.0218137489418526
1251,ATL,KATL,UNK,1,2,2.82078008240205e-06,0.00965254387078487
1252,ATL,KATL,UNK,1,2,4.15548811361077e-07,0.00315386688020143
1253,ATL,KATL,UNK,1,2,7.98595237938571e-07,0.00374562737427023
1254,ATL,KATL,UNK,1,2,1.14944850793108e-06,0.00542460154424344
1255,VEL,KVEL,UNK,1,2,9.69403572526062e-07,0.0055284424467233
1256,VEL,KVEL,UNK,1,2,1.99238456843887e-08,0.000621099564957868
1257,BDR,KBDR,UNK,1,2,4.24467180231911e-06,0.0176940415813109
1258,BDR,KBDR,UNK,1,2,1.41013521379879e-06,0.00629819546575551
1259,HLN,KHLN,MNG HELICOPTER RAMP,1,2,7.82721037408118e-06,0.0153794437464458
1260,LYH,KLYH,UNK,1,2,2.47383013629587e-07,0.00308418452946537
1261,MLB,KMLB,UNK,1,2,4.15341596412752e-07,0.00375394268264732
1262,MLB,KMLB,UNK,1,2,1.11423764792562e-06,0.00537729791154412
1263,MLB,KMLB,UNK,1,2,1.07670704991994e-06,0.00742454471651574
1264,MLB,KMLB,UNK,1,2,3.10598352371017e-07,0.00478906539290336
1265,LAX,KLAX,WEST/REMOTE GATES,1,2,1.87101007712298e-05,0.0232671287468701
1266,LAX,KLAX,UNK,1,2,2.88624372102309e-06,0.0097521741068101
1267,LAX,KLAX,UNK,1,2,1.88858053183985e-06,0.0192315791492787
1268,LAX,KLAX,UNK,1,2,1.51009225235477e-05,0.0335259575716911
1269,LAX,KLAX,UNK,1,2,7.88524330413987e-06,0.0200083090096756
