X,Y,OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,CRSOUT,CRSOUT_TYP,CRSIN,DIRTURN,SPEEDLIMIT,SPLIM_UOM,REFPT_ID,REFPT_CL,NAVSYS_ID,STRUCTURES,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
-97.444881389,27.903765833,92,06D0A711-5411-4310-ABC2-79CAB67EB227,1,CORPUS CHRISTI VORTAC*TX,,,12,RAD,192,R,,,E7765FEF-1932-4F98-9697-327AFAC1ED12,0,E7765FEF-1932-4F98-9697-327AFAC1ED12,ENROUTE LOW,0,0,1,0,0,0
-108.5617525,37.3898472220001,93,9E76A633-BA65-4F5A-9E05-9CDA688BF5CD,1,CORTEZ VOR/DME*CO,,,350,RAD,170,R,,,03D17AAE-11D0-494F-88A2-089897DA42A6,0,03D17AAE-11D0-494F-88A2-089897DA42A6,ENROUTE LOW|IAP,0,0,1,0,0,0
-89.312227778,42.319916667,94,28D048C9-2288-4E17-BD8D-09F5DEB3FD67,1,COTON INT*IL*K5,42-19-11.700N,089-18-44.020W,278,RAD,98,L,,,BE0E27AE-0929-4ADD-A233-06E3CD9DF4A2,1,724E53EE-3CDF-4EC4-B66B-89B7392FEFF6,ENROUTE HIGH,0,0,0,1,0,0
-73.626052778,41.0772111110001,95,21D84D44-CB74-4C3B-8237-9E4780E3F0D9,1,CRALY INT*CT*K6,41-04-37.960N,073-37-33.790W,44,RAD,224,L,210,KT,5639FA53-93FD-4B16-95F4-011FEEAD749D,1,5319D352-B1EE-41BC-9324-0B5E8841C09F,ENROUTE LOW|STAR,0,0,1,0,0,0
-84.637380556,30.2632,96,AA38AC6F-E300-457E-AE44-8F711C2B63EA,1,CRESS INT*FL*K7,30-15-47.520N,084-38-14.570W,141,RAD,141,L,,,C5D1D374-5697-4698-B853-C6561BD5410A,1,6583DCEA-350D-4DBC-92B2-1B0A48E720D1,ENROUTE LOW,0,0,1,0,0,0
-102.575444444,44.0044583330001,97,618BEC94-83A9-44D6-8CAB-A77E333AF017,1,CRETO INT*SD*K3,44-00-16.050N,102-34-31.600W,72,RAD,252,R,,,EA8103F7-18EC-452A-802E-5C557D939553,1,9A44F3EF-92C0-4260-BDE4-34DFDFD9DEEE,ENROUTE LOW,0,0,1,0,0,0
-81.603719444,30.902052778,98,FD06370B-5A40-4432-8F54-0AD793B11A73,1,CUBDU WP*GA*K7,30-54-07.390N,081-36-13.390W,227,OTHER,47,L,,,FFB15CBB-C213-41ED-9D42-0EF4D9BE6227,1,,ENROUTE LOW,0,0,1,0,1,0
-107.035433333,32.139122222,99,5DDAC575-43EC-4FF1-AFE3-5200FAB3D69A,1,CRATT INT*NM*K2,32-08-20.840N,107-02-07.560W,94,RAD,94,R,,,6F6084A8-C506-4BB5-AC1E-6555E4874408,1,8742DEB9-B639-4C74-83FC-EFB80BC009B2,ENROUTE LOW,0,0,1,0,0,0
-116.578166389,34.9624569440001,100,667FFC4E-3956-402F-A716-5EACC57152AC,1,DAGGETT VORTAC*CA,,,44,RAD,224,L,,,D4D29655-F2E3-4872-80E0-A785ACBEC104,0,D4D29655-F2E3-4872-80E0-A785ACBEC104,ENROUTE LOW,0,0,1,0,0,0
-85.850658333,31.0014861110001,101,25C18807-FC7E-4A07-9F48-A56026391F12,1,DARED INT*AL*K7,31-00-05.350N,085-51-02.370W,174,RAD,354,R,,,E6E83DB9-9741-4E3B-8A61-8410BAAA5BB8,1,38A7A532-ECB0-4A57-B073-733C86CBB0ED,ENROUTE LOW,0,0,1,0,0,0
-145.686826667,64.023456389,102,A84837FD-53FA-4E98-B844-B523CA0AC0CE,1,DELTA JUNCTION NDB*AK,,,112,TBRG,292,R,,,CEEC5A4F-F283-489C-BADD-A0C2D5D54089,0,CEEC5A4F-F283-489C-BADD-A0C2D5D54089,ENROUTE LOW|MILITARY IAP,1,0,0,0,0,0
-157.554669444,64.7438861110001,103,1F359D17-E359-427F-88B1-7BBE4C8A2F29,1,DIBVY INT*AK*PA,64-44-37.990N,157-33-16.810W,79,RAD,259,R,,,E11DBF04-9733-429A-88ED-81F4A188C599,1,F9FB79F1-666A-4E45-9755-07F9F0A4EF2F,ENROUTE LOW,1,0,0,0,0,0
-111.223938889,37.219327778,104,B172C7AA-96B1-48C3-8630-22E45B73ECA1,1,DICEE INT*UT*K2,37-13-09.580N,111-13-26.180W,239,RAD,239,L,,,34DA412A-BDFF-4898-8D75-A8EC56CF7F4C,1,8788E8F9-E403-47E5-B02C-AA3379DD7EA8,ENROUTE HIGH,0,0,0,1,0,0
-74.7166333329999,39.7938500000001,105,1A24BB75-3C58-40D2-9D44-7FD2083E8A53,1,DITCH INT*NJ*K6,39-47-37.860N,074-42-59.880W,274,RAD,94,L,210,KT,12C16C71-5F36-4FED-96D7-CBB61335F5F9,1,BC6D074E-DF87-4085-901A-81835E6ECAD0,ENROUTE LOW,0,0,1,0,1,0
-74.1644916669999,40.099366667,106,A317433F-64AA-4DC2-BCDC-19ABA128CD11,1,DIXIE INT*NJ*K6,40-05-57.720N,074-09-52.170W,122,RAD,302,L,,,BFBFE2F7-9C75-4224-9B58-032F4B38973F,1,4A1497C6-922F-4528-8285-CE10E9C44A20,ENROUTE LOW,0,0,1,0,0,0
-148.063036111,65.1316,107,9B138BBC-1793-4181-AAAE-270B88A9918B,1,DOMEY INT*AK*PA,65-07-53.760N,148-03-46.930W,335,RAD,155,R,,,66078882-DD3B-4B39-950D-75DFF4514DB4,1,42CDE01A-EEC4-4716-9080-43442AF4495A,ENROUTE LOW,1,0,0,0,0,0
-91.028705556,30.1224777780001,108,4EAB8DB6-44F9-41C1-8C7B-2C613EE94B7C,1,DONBE INT*LA*K4,30-07-20.920N,091-01-43.340W,273,RAD,93,R,,,E37A23D2-BF81-4590-8769-49D2B73BE212,1,4928C6D5-6C01-453F-ACFD-1434619ADFF5,ENROUTE LOW,0,0,1,0,0,0
-93.896397222,35.350097222,109,4DB36BAC-E22C-441F-84D4-1C4F79448D8A,1,DRANO INT*AR*K4,35-21-00.350N,093-53-47.030W,90,RAD,270,R,,,12357FF1-EED9-4785-BCE2-2FE41A927A75,1,DEE831C5-9FFB-406F-8F06-D0DB5BA5A09A,ENROUTE LOW,0,0,1,0,0,0
-84.550002778,42.8025388890001,110,E30D9419-AD40-43E2-9026-D59E942A4659,1,DEWIT INT*MI*K5,42-48-09.140N,084-33-00.010W,261,RAD,261,R,,,1ED3ABA3-9E92-4C8B-9AF2-26D0BD8020C7,1,1DB633C2-909A-4EA8-9F42-2ED5B098F828,ENROUTE HIGH|STAR,0,0,0,1,0,0
-79.368823611,34.450134167,111,C2520A49-16E8-4C4A-BEDC-51AC6C17D49A,1,DILLON NDB*SC,,,237,TBRG,57,L,,,EFCEAE2D-2B4F-4511-9390-0C7AE712B82B,0,EFCEAE2D-2B4F-4511-9390-0C7AE712B82B,CONTROLLER|ENROUTE LOW,0,0,1,0,0,0
-77.68985,40.875113889,112,D6D87A71-1494-4926-AC78-F0F9D5C53710,1,DOOTH INT*PA*K6,40-52-30.410N,077-41-23.460W,110,RAD,290,L,,,207EAF72-C049-4DF9-9762-7D0A2962C5FA,1,BC1003CE-8AF6-422D-9C6B-FB5D778D9F5A,ENROUTE HIGH,0,0,0,1,0,0
-80.584622222,41.8016388890001,113,50C1C286-9C30-4E93-8E42-F1D3A0A3DDBF,1,DORET INT*OH*K5,41-48-05.900N,080-35-04.640W,287,RAD,107,L,,,F2D9EF62-836F-42A9-9E27-A328A312F906,1,EEFC30A8-3CEF-425C-B687-FD85E0AAC2E7,ENROUTE HIGH,0,0,0,1,0,0
-76.670847222,36.5292305560001,114,B9DF2578-9596-4AAF-8ABE-5BFB7F0DC413,1,DRONE INT*NC*K7,36-31-45.230N,076-40-15.050W,233,RAD,53,R,,,32D77521-FF5D-4028-8929-2D63D59EFF25,1,EF93B4B7-E749-4B81-B6A6-388CA7B595DC,ENROUTE LOW|MILITARY STAR|STAR,0,0,1,0,0,0
-75.607081667,39.67814,115,DD7BCD7C-EDE9-4674-97FB-EF1FBF8CEC6D,1,DUPONT VORTAC*DE,,,233,RAD,53,L,210,KT,1C153181-665C-4BD1-B5FB-2E8B2D2A04BC,0,1C153181-665C-4BD1-B5FB-2E8B2D2A04BC,ENROUTE LOW,0,0,1,0,1,0
-100.302802778,30.017377778,116,ADDF2625-3E80-4288-A2D7-4B942527351B,1,DUNDE INT*TX*K4,30-01-02.560N,100-18-10.090W,268,RAD,88,R,,,E9B49C73-17D1-4157-B26E-DC51BB1FE3D5,1,0BC36136-55FA-43D0-B530-9F836799CF50,ENROUTE HIGH,0,0,0,1,0,0
-106.899983333,40.5218055560001,117,E6446AE4-D105-4074-82F3-36D1966153A9,1,ECHOA INT*CO*K2,40-31-18.500N,106-53-59.940W,327,RAD,147,R,,,3FC36003-8652-4727-B5C6-7B854B0002CE,1,159C7B88-BFEC-4235-85A0-C907645B4E25,ENROUTE LOW,0,0,1,0,0,0
-80.0992725,38.914435833,118,BBE9D1AC-E8D5-4A43-BB2B-1901DEEBFEC8,2,ELKINS VORTAC*WV,,,202,RAD,22,R,,,1BD276F9-1E9B-442D-A9AD-11960908BBB3,0,1BD276F9-1E9B-442D-A9AD-11960908BBB3,ENROUTE LOW,0,0,1,0,0,0
-81.3249499999999,39.117994444,119,C73F2842-A0A8-4A61-B24F-E1CBC5152278,1,EDSOE INT*WV*K6,39-07-04.770N,081-19-29.740W,176,RAD,356,R,,,7A35A5CA-1E19-431E-AF78-29B9BBB3C437,1,2CEF48A3-AE55-4109-B9A4-A61F11756752,ENROUTE LOW,0,0,1,0,0,0
-96.837791667,31.7081166670001,120,85650C34-8F57-45F3-84B5-9167C484B6CA,1,ELLVR INT*TX*K4,31-42-29.220N,096-50-16.050W,171,RAD,171,R,,,CE770A1A-673F-4EFF-9579-835A8DA76B74,1,5996938E-4E4B-4093-8270-93CAAA98CAD7,ENROUTE HIGH|ENROUTE LOW,0,0,0,1,1,0
-76.544036111,39.3071194440001,121,00B11F31-2AC9-4FE8-89A5-166A7449D3DD,1,ENSUE INT*MD*K6,39-18-25.630N,076-32-38.530W,45,RAD,225,R,,,530D4E4D-885E-4DD2-846D-091D98311228,1,DBE8DC8B-F4B5-4110-A4E5-46B62532A89D,ENROUTE LOW,0,0,1,0,1,0
-74.067866667,41.233969444,122,E07F65C6-63E9-4D43-9941-7D97FD0A929D,1,ESJAY INT*NY*K6,41-14-02.290N,074-04-04.320W,95,RAD,275,L,,,89AD7CA4-0EA6-4E67-9390-5E9DB7203936,1,7D36D0F0-FE5C-42E5-A86D-D6311ED80EC7,ENROUTE LOW,0,0,1,0,0,0
-118.546675,37.7148388890001,123,EAE14A39-22FF-4B47-86DE-3719C6A12BA7,1,EVERR INT*CA*K2,37-42-53.420N,118-32-48.030W,322,RAD,142,R,,,EB01B62A-A54F-4709-9E21-20851365D3FB,1,F1BC2EE4-924E-4769-A688-771D6589DDCE,ENROUTE LOW,0,0,1,0,0,0
-111.940531389,40.2748947220001,124,C9B0A525-4196-428B-890E-78AEC5A8F0A7,1,FAIRFIELD VORTAC*UT,,,160,RAD,340,R,,,1C221DD8-061D-445F-A914-641C45B72BC0,0,1C221DD8-061D-445F-A914-641C45B72BC0,ENROUTE HIGH|ENROUTE LOW|IAP|SID,0,0,1,1,0,0
-122.444213889,37.0934472220001,125,7069EF9B-7F3F-4B9D-97EE-7EF6AF0F1F93,1,EUGEN INT*CA*K2,37-05-36.410N,122-26-39.170W,309,RAD,309,L,,,251FCFC5-91A8-4AC0-8078-C93F854F1920,1,5B5A5F4B-5B8B-4B8F-81E7-5A630F3202D4,ENROUTE LOW|STAR,0,0,1,0,0,0
-75.869238889,37.5195972220001,126,197A920C-4392-47C6-A9D5-EA8D58B0500C,1,EWOOD INT*VA*K6,37-31-10.550N,075-52-09.260W,41,RAD,221,R,210,KT,60E40A18-2B56-4317-B6C5-3C0D54B743DD,1,700409F1-712B-443A-B6ED-8ACB5191E579,AREA|ENROUTE LOW,0,0,1,0,0,0
-70.613508333,42.7190555560001,127,ABC86A9F-A838-4E91-9E53-D647D068E10F,1,EXALT INT*NH*K6,42-43-08.600N,070-36-48.630W,17,RAD,197,L,,,5754BD02-1B32-44EB-9905-3D89D86C23E6,1,50ABECBE-DEF5-4A90-85BE-BC1DD9E6547F,ENROUTE LOW,0,0,1,0,0,0
-71.171180556,41.372822222,128,7ADCB5E9-26AC-4C5C-952F-F01A85F2328D,1,FALMA INT*RI*K6,41-22-22.160N,071-10-16.250W,282,RAD,102,R,,,4E26FCAA-BC77-4A23-A665-D7FFCE55DE79,1,ADC4B4C5-98D1-4D8D-9C9F-2081445ED95A,ENROUTE LOW|IAP,0,0,1,0,0,0
-77.363272222,42.984169444,129,6A6207BD-D385-45B6-AF1A-0D33EFEA3DF5,1,FAULT INT*NY*K6,42-59-03.010N,077-21-47.780W,132,RAD,312,L,210,KT,CD8DBC5D-9775-4404-B5F9-FBAEABEAF846,1,61C0AF5C-0F8E-4493-B863-F596CEEEBA63,ENROUTE LOW,0,0,1,0,0,0
-90.260713889,39.1336694440001,130,5473D713-2ECB-444E-90BC-3F220E8F8FA5,1,FASHE INT*IL*K5,39-08-01.210N,090-15-38.570W,31,RAD,211,R,,,A98549F0-4F04-4EDF-8FF6-B3498E04A858,1,872F50E9-7C7C-447D-9FE3-241F9ECDF038,ENROUTE LOW|IAP,0,0,1,0,1,0
-96.971822222,37.068686111,131,C38A4923-E428-4767-882D-36354A2427DD,1,FASTT INT*KS*K3,37-04-07.270N,096-58-18.560W,137,RAD,317,R,,,5E391FEC-F446-4359-BB9B-B1DDD8FCB599,1,D1B9CDF8-29F5-484D-A062-0FF05968A717,ENROUTE HIGH|ENROUTE LOW,0,0,1,1,0,0
-85.3491472219999,33.963544444,132,8E14CB3A-0EA3-4576-A591-54EA229CE9D9,1,FELTO INT*GA*K7,33-57-48.760N,085-20-56.930W,89,RAD,89,R,,,D62AB485-6C81-46F7-AEF8-15E64ECD710D,1,6B30D678-7623-4E0B-9356-3569ACB1D333,ENROUTE LOW,0,0,1,0,0,0
-106.529816667,39.6163722220001,133,725EB9BF-86CD-43E3-9D8E-A9871C5F5E45,1,FIDLE INT*CO*K2,39-36-58.940N,106-31-47.340W,46,RAD,226,R,,,BF44A183-6002-43B7-B062-861CFD7ACC03,1,22CD5B45-C89A-4A51-B9D9-75EB20B2365A,ENROUTE LOW|IAP,0,0,1,0,0,0
-78.9986249999999,38.5074500000001,134,43F1C9B2-18E8-4FA2-B3EC-DE3C2E1E51B6,1,FINKS INT*VA*K6,38-30-26.820N,078-59-55.050W,259,RAD,79,R,,,547887D0-500B-4943-AF37-8053DAEC88BF,1,6656158D-55D1-46C7-9F05-DF9EB833C910,ENROUTE HIGH|STAR,0,0,0,1,0,0
-118.881291111,34.356693611,135,490345E0-6AFA-4922-945E-EC7E6FE23F0B,2,FILLMORE VORTAC*CA,,,310,RAD,130,R,,,12575279-7D0B-481D-8321-FBDD115EEAAC,0,12575279-7D0B-481D-8321-FBDD115EEAAC,ENROUTE HIGH|ENROUTE LOW,0,0,1,1,1,0
-74.383955556,38.891425,136,92BBE6FA-3AB3-4088-B39F-4F0E5608A4D8,1,FISSH INT*NJ*K6,38-53-29.130N,074-23-02.240W,131,RAD,311,R,,,4BB077E9-8BF0-4703-9FD6-4D813E2A13DE,1,76654581-7F8A-4C51-BFDE-B5819283F047,ENROUTE HIGH,0,0,0,1,0,0
-96.3916055559999,28.4777611110001,137,616CAE7E-A4B4-4156-A453-0C0ED7250E81,1,FLAKY INT*TX*K4,28-28-39.940N,096-23-29.780W,187,RAD,7,R,,,56A680A3-F9EA-487A-8A92-4F93FBB73BEA,1,7AE01119-A34A-4581-94B5-AEC773F44545,ENROUTE HIGH|ENROUTE LOW,0,0,1,1,0,0
-122.093938889,38.117280556,138,BB636C4E-C653-4572-9D81-740E359FC44D,1,FLEAT INT*CA*K2,38-07-02.210N,122-05-38.180W,35,RAD,215,R,,,0303D243-C6EF-440D-831B-7B273D07C7CF,1,335E1E55-C7EB-46C0-B914-434617F4C12D,ENROUTE LOW,0,0,1,0,1,0
-155.941675,20.043141667,139,DB0E53F4-3992-4DE9-8A53-19E48E8BC549,1,FLITT INT*HI*PH,20-02-35.310N,155-56-30.030W,200,RAD,20,L,,,AAB3A7DA-3D1D-49FA-B91E-7E5352CE561B,1,E1F2DA5F-0995-40C1-93AD-6C8D6ED70F33,ENROUTE LOW,0,0,0,0,0,1
-71.6420388889999,41.8431833330001,140,D9FE2FA2-BFBD-4B18-96C6-A20D4EC63D39,1,FOSTY INT*RI*K6,41-50-35.460N,071-38-31.340W,57,RAD,57,L,,,BC38A8E3-8EA4-4B26-A804-48B46400AB82,1,238B84C4-F983-4D3D-B0ED-A19DF258A943,ENROUTE LOW|IAP,0,0,1,0,0,0
-120.939422222,35.367205556,141,DBD2B207-FFD2-4D86-950E-A9FC6ABD7161,1,FRAMS INT*CA*K2,35-22-01.940N,120-56-21.920W,292,RAD,292,R,,,3645A2BA-1D48-4302-85D8-BE69A4F8FE0F,1,9775A3DD-5B07-4617-BB2A-76CC64D4A8DC,ENROUTE LOW|IAP,0,0,1,0,0,0
-70.582233333,41.9056722220001,142,CCDC20CB-28A9-4DA9-856F-79FE710FAF69,1,FREDO INT*MA*K6,41-54-20.420N,070-34-56.040W,341,RAD,341,R,,,3C37CBBD-B07B-4C4B-B9B6-C266EA41DCFE,1,3B9C44FD-5159-48A0-AC87-B5E90921174F,ENROUTE LOW|IAP,0,0,1,0,0,0
-111.401216667,35.2609694440001,143,0A6B9FA5-B244-42CD-9EB4-8302F2928711,1,FRISY INT*AZ*K2,35-15-39.490N,111-24-04.380W,278,RAD,278,R,,,8F8D4F02-8E2F-42E1-ACD1-F8DB046067E0,1,96EFB30F-A3C3-4B05-A22B-90921DDD30A8,ENROUTE LOW,0,0,1,0,0,0
-86.301327778,38.7130666670001,144,40940B11-2457-496C-B990-B1435F0E386B,1,FRIZN INT*IN*K5,38-42-47.040N,086-18-04.780W,316,RAD,136,R,,,82B46DE3-E68B-436C-A29E-D14CFC8ADF99,1,F96DE79E-AFA1-4C34-99FF-840C2D47E1E9,ENROUTE LOW,0,0,1,0,0,0
-112.119105556,39.970783333,145,86C2DDD7-F70B-4A49-B2CE-3E9E50FA3BE4,1,FRNZY INT*UT*K2,39-58-14.820N,112-07-08.780W,188,RAD,8,L,,,7BB450CD-A17F-42E2-8322-174C393F7A0D,1,1C221DD8-061D-445F-A914-641C45B72BC0,ENROUTE HIGH,0,0,0,1,0,0
-105.135596389,35.657549444,146,4C8FCAB3-5599-4703-B020-2C3FF571FAEC,1,FORT UNION VORTAC*NM,,,12,RAD,192,L,,,F8A16A25-B6C3-4648-9729-9C663C73E205,0,F8A16A25-B6C3-4648-9729-9C663C73E205,ENROUTE HIGH|ENROUTE LOW|IAP|SID,0,0,1,1,0,0
-106.561841667,40.5221500000001,147,FF6D9151-BBD3-47F5-8356-559003630681,1,GOULL INT*CO*K2,40-31-19.740N,106-33-42.630W,76,RAD,76,R,,,30BB6EFA-A68A-490E-A9ED-4AA513FAD938,1,4FFA865F-6077-4613-A135-B9FC0BF4259D,ENROUTE HIGH|STAR,0,0,0,1,0,0
-117.340241667,44.8215000000001,148,0C6012F5-B88D-4B59-9410-A65523956239,1,GOYEK WP*OR*K1,44-49-17.400N,117-20-24.870W,73,OTHER,253,R,,,7D81008F-7606-46DB-8D66-D7B0E56E311C,1,,CONTROLLER|ENROUTE LOW|IAP,0,0,1,0,0,0
-157.623363889,21.327683333,149,419A116B-6D0C-4950-ADE2-C2E575726BF8,1,GRITL INT*HI*PH,21-19-39.660N,157-37-24.110W,39,RAD,219,R,,,CDBDE5C5-552E-4695-B02A-B23EE6D58B81,1,EC49C4B2-73BC-4376-A188-B2486F356459,AREA,0,0,0,0,0,1
-73.283216667,41.3264194440001,150,CB21E83A-B3D6-43BF-938E-4FBA7EF922DC,1,FZOOL INT*CT*K6,41-19-35.110N,073-16-59.580W,90,RAD,270,L,,,C5E36AA1-A47E-41C4-A608-3F4D7DA50331,1,7D36D0F0-FE5C-42E5-A86D-D6311ED80EC7,ENROUTE LOW,0,0,1,0,0,0
-108.872611667,35.4759991670001,151,35EE0947-C062-4D79-A14F-EBFA50CF3FB6,3,GALLUP VORTAC*NM,,,38,RAD,218,L,210,KT,EC96CA82-31A0-45E0-98B0-D868E6CC0557,0,EC96CA82-31A0-45E0-98B0-D868E6CC0557,ENROUTE HIGH|STAR,0,0,0,1,0,0
-86.318450556,41.768611944,152,5A113F0C-76E8-4AD5-979D-96D5EA13198C,3,GIPPER VORTAC*MI,,,270,RAD,90,R,,,932EF62A-5BF1-4459-8A87-61EA4D4F96B8,0,932EF62A-5BF1-4459-8A87-61EA4D4F96B8,ENROUTE HIGH|STAR,0,0,0,1,0,0
-115.967588889,34.9444583330001,153,ADF18E70-BF7F-4507-98FE-4D5EEEC40DDD,1,GLACO INT*CA*K2,34-56-40.050N,115-58-03.320W,55,RAD,235,L,,,6969BCFD-D823-49C3-88C8-7424589DCA3B,1,14029360-C7DB-4DD1-A005-CAC498B1A222,ENROUTE HIGH,0,0,0,1,0,0
-107.368913889,39.3477333330001,154,F88A2237-71A6-476F-B635-786976D4268A,1,GLENO INT*CO*K2,39-20-51.840N,107-22-08.090W,244,RAD,64,L,,,64449541-7F89-405E-8BF5-30FD84AE89CB,1,22CD5B45-C89A-4A51-B9D9-75EB20B2365A,ENROUTE HIGH|ENROUTE LOW|IAP|SPECIAL IAP,0,0,1,1,0,0
-95.104172222,33.871897222,155,0CF46661-0CC2-463D-8629-8A918587793E,1,GLOVE INT*TX*K4,33-52-18.830N,095-06-15.020W,64,RAD,244,R,,,A4791949-CB1F-4876-A938-08C4EF32FC5D,1,923D822B-4391-4037-A6E1-13FD5D1D2742,ENROUTE HIGH|STAR,0,0,0,1,0,0
-78.1530247219999,38.0136008330001,156,953EF76A-2A4F-4A26-A5DA-E0E1FC62F298,5,GORDONSVILLE VORTAC*VA,,,273,OTHER,93,L,,,D144FEAC-99B2-4980-AA8C-DA85B2CCF321,0,D144FEAC-99B2-4980-AA8C-DA85B2CCF321,ENROUTE HIGH|STAR,0,0,0,1,0,0
-86.4348555559999,30.8784944440001,157,15BFD286-F980-4B67-882C-D43140D6ED2B,1,HACKK INT*FL*K7,30-52-42.580N,086-26-05.480W,73,RAD,253,L,,,201047C4-5BC9-4B5A-B4E5-DF872BC59DDA,1,C8B123D5-1D95-45DF-9A73-6B8FC39AE6B2,ENROUTE LOW,0,0,1,0,0,0
-106.980880556,40.6908,158,458FCB6F-6381-4A89-9160-D39EA768C177,1,HAHNS INT*CO*K2,40-41-26.880N,106-58-51.170W,327,RAD,147,R,,,59E35997-D27A-4402-8A45-3708168A154C,1,159C7B88-BFEC-4235-85A0-C907645B4E25,ENROUTE LOW,0,0,1,0,0,0
-114.243689722,43.3297788890001,159,A7FEE3E5-BCAE-45B4-96A9-1B7E84ACE713,1,HAILEY NDB/DME*ID,,,155,TBRG,335,L,,,91DD4396-B4A5-4A97-91DD-2E9057EE00D0,0,91DD4396-B4A5-4A97-91DD-2E9057EE00D0,CONTROLLER|ENROUTE LOW|IAP,0,0,1,0,0,0
-76.058825,40.5703972220001,160,22C3BE3E-BD5F-47CB-BE42-E858D24382B9,1,HAILS INT*PA*K6,40-34-13.430N,076-03-31.770W,277,RAD,97,L,,,891651C6-5FC0-452F-905D-5F298AA07484,1,85944D92-D52F-422D-B744-2FAB4C337B9E,ENROUTE LOW,0,0,1,0,0,0
-78.674751111,35.433,161,9195357D-75BA-4DFC-BE8D-0741A4F17F2B,1,HARNETT NDB*NC,,,50,TBRG,230,R,,,6EAD7DB1-8416-405C-97CE-F978F9C2C4DF,0,6EAD7DB1-8416-405C-97CE-F978F9C2C4DF,ENROUTE LOW|IAP,0,0,1,0,0,0
-95.3228833329999,43.4290444440001,162,900E03A2-FFDF-46B1-BF56-978141B8D7BA,1,HAYNS INT*IA*K3,43-25-44.560N,095-19-22.380W,92,RAD,92,L,,,6827BB2B-688C-41FD-A8FC-25DB5BDBFBBA,1,04BE54BF-57E8-4B74-98E0-9E315F31677B,ENROUTE HIGH,0,0,0,1,0,0
-94.388755556,35.143819444,163,010A8F11-75B4-4A13-9863-FD266631095F,1,HADES INT*AR*K4,35-08-37.750N,094-23-19.520W,196,RAD,16,R,,,5B31E3A5-1D0A-4307-A01C-63275B00173A,1,DEE831C5-9FFB-406F-8F06-D0DB5BA5A09A,ENROUTE LOW,0,0,1,0,0,0
-77.65,31.2333333330001,164,F7DF1B84-8757-4FC4-AA45-E58D48853C19,1,HADWN WP*OA*K,31-14-00.000N,077-39-00.000W,180,OTHER,360,R,,,4E48F10F-3C83-45A3-928D-92901114F9B0,1,,ENROUTE HIGH,0,0,0,1,0,0
-73.612825,43.1977944440001,165,939D85EE-3888-446B-8290-86F83FA3EEE7,1,HANAA WP*NY*K6,43-11-52.060N,073-36-46.170W,47,OTHER,227,R,,,9DB75C3C-1426-4F3D-8F7D-7AD1C500A2FF,1,,ENROUTE HIGH,0,0,0,1,0,0
-77.487202778,25.686319444,166,F8C1F44D-2D56-4BF1-B2DF-CFEF7BB57445,1,HANKX INT*BAHAMAS*MY,25-41-10.750N,077-29-13.930W,3,RAD,183,R,,,A5B4329D-6D7B-4D80-83D0-877174985372,1,9A08985F-DFCD-46BD-A134-9A58F1BB81D1,ENROUTE HIGH|ENROUTE LOW,0,0,1,1,0,0
-75.089894444,41.071188889,167,FB6044DC-C23D-4B7B-B58D-19A8A0D8B25A,1,HARTY INT*PA*K6,41-04-16.280N,075-05-23.620W,305,RAD,125,L,210,KT,94FE1674-D92B-47F2-AA98-4CBF4CC6F14D,1,119A961A-39F7-4FCC-9762-BB8A83E7860B,ENROUTE HIGH|ENROUTE LOW|STAR,0,0,1,1,0,0
-85.322130556,31.5272027780001,168,B36D0C79-7F4A-4C98-A681-50FD6004BD00,1,HAVSO INT*AL*K7,31-31-37.930N,085-19-19.670W,19,RAD,199,L,,,4111B7E4-325F-4C49-AD5F-DFB76572E48B,1,523937D1-97DA-4C69-929D-B1EF1E6F0DA7,ENROUTE LOW,0,0,1,0,0,0
-74.280422222,41.667422222,169,4F09323F-9D7B-4E41-982E-F8647265BA67,1,HELON INT*NY*K6,41-40-02.720N,074-16-49.520W,29,RAD,209,R,,,39A57E03-C6B6-49E0-B2CC-CAA77E013254,1,1EF99441-78BC-4D15-AF8D-697E6773808D,ENROUTE LOW,0,0,1,0,0,0
-85.129638889,39.352461111,170,E87FF620-AE12-4CDC-8D3B-4E0998F5C13A,1,HEVAN WP*IN*K5,39-21-08.860N,085-07-46.700W,90,OTHER,270,R,,,3A57C55E-5A02-49F3-8E46-66E8D458E728,1,,ENROUTE HIGH,0,0,0,1,0,0
-112.808175,41.402444444,171,9584694C-96C2-4F68-8687-81784B0FAD4A,1,HOGUP INT*UT*K2,41-24-08.800N,112-48-29.430W,296,RAD,116,R,,,98D6E2B6-5E7D-463E-82FE-C2805CC3E97A,1,E32B543A-7A50-41BF-9FDD-EE22DE1F4525,ENROUTE LOW,0,0,1,0,0,0
-122.129077778,40.4049666670001,172,64088676-80D3-41BB-8D38-8B98D17F4AAF,1,HOMAN INT*CA*K2,40-24-17.880N,122-07-44.680W,357,RAD,177,R,,,1C8B2832-EF9F-4C27-9D75-380C2B5E0B6D,1,2081192A-B26D-4754-88C8-FEEE72C89A52,ENROUTE LOW,0,0,1,0,0,0
