X,Y,OBJECTID,GLOBAL_ID,CARTOANGLE,ENRINFO_ID,DISTANCE1,DISTANCE2,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
-114.788185069,46.782170078,144,4BBE029B-8571-4D99-8DF9-857039D14CD5,256,C8FCF33C-1C13-4434-B628-975C6C4BDC72,30,89.41,0,0,1,0,0,0
-76.209522222,35.9380722220001,145,75DFCA22-A8AF-47B1-A407-57D3105491AF,272.56,3CDBBDEC-B707-42E6-B731-166E2DAE3D80,25,72.82,0,0,1,0,0,0
-88.936904318,30.2726650330001,146,0E87069A-0FD6-43D3-AE19-F21C1D404975,65.24,6B58684B-0FE8-4B11-B18E-7DF4E1CD3E07,61,50.04,0,0,1,0,0,0
-115.937391491,33.905296358,147,6F892802-CB87-494A-97C8-6B8178192EC2,33.81,1CE513CB-9F2C-4CDC-8269-3F7ACB83DF55,20,14.95,0,0,1,0,0,0
-110.975189564,37.876923472,148,7FA668AD-24D1-4814-BDEE-5FA302E94895,21.57,E53D1FA6-1ACD-4F6F-A040-5974A59D9DC8,61,34.9,0,0,1,0,0,0
-107.854082353,42.243367586,149,5B4BACEC-95E7-4DF0-A1B3-34CDAC1D2517,52.63,241D7DB7-12D9-4C84-B140-AEC0AD756608,65,86.47,0,0,1,0,0,0
-122.871775771,45.037250419,150,F5D2549B-1487-4502-84C4-A1DABA448BAF,15.19,69DFC39E-8A63-4CE7-B043-13B0F84E2862,57,44.26,0,0,1,0,0,0
-88.936904318,30.2726650330001,151,9AE50D10-89B2-43AB-84D8-0E5C34340F12,65.24,7ACC6AC3-DD3E-42C5-960B-461F9A8C9DF0,61,40.86,0,0,1,0,0,0
-76.821583029,39.3361581200001,152,76BF0735-84EB-4215-A28D-ED551744ACDC,142.4,F4B5CA44-C200-41F0-AED5-5186AD1BFF91,12,12.4,0,0,1,0,1,0
-123.872432439,40.0710054890001,153,5AFA5193-0E44-425F-81F6-37B872A45735,335.73,65965405-F885-446E-8FD6-8FE52607F228,67,39.67,0,0,1,0,0,0
-107.681428914,35.230423565,154,1E6F3964-64D8-42F2-9B0E-17EE76E8FEC1,284.97,31629F3F-34D5-4D83-B3D6-07DE9A01745C,44,60.3,0,0,1,0,0,0
-118.769217631,34.040222876,155,E5AF53E2-232E-48D1-B522-7C9E9ACB758E,291,11684840-C39C-4862-9B7B-17A6C7BCEC70,18,14.67,0,0,1,0,1,0
-143.41193222,60.088460061,156,90892FB3-2386-4458-ADE6-D022C34E0A73,288.56,ED81C3D6-A05E-4263-B8C6-4F22AF8F9A1C,119,98.32,1,0,0,0,0,0
-150.363610226,68.2648809620001,157,BF8A7406-717D-4F77-9D02-D78C27FE9A3F,17.67,1E909237-89B4-4C03-952F-BDBB017ECD38,83,126.92,0,1,0,0,0,0
-107.818738573,40.7980273050001,158,6DC59374-162E-49D8-B6B6-2160D99A5C07,69.04,7EFC69F1-62C8-404B-BC40-3AA1FF5F12EC,112,101.18,0,0,0,1,0,0
-101.915409647,38.8484702260001,159,0C694E94-BB23-42E2-9520-F4F5B049A8D5,88.13,B7033E3D-A280-47B4-B40C-E6017517E1F6,80,123.68,0,0,0,1,0,0
-153.805423297,69.0294500370001,160,E004D8D6-E65D-4F92-A61D-35D02098A21D,339.19,B80F7EB4-AFA8-47E3-80E6-62F79CC26E5D,130,156.11,0,1,0,0,0,0
-109.18952586,38.84099131,161,FF09E8E2-0BB9-497D-9A87-9559B492E923,69.83,CCBB9E84-AED1-402D-BC08-BE2E87A3869F,75,113.39,0,0,0,1,0,0
-111.433822027,41.3691585600001,162,30BFBB72-667B-4A22-97F3-4A104BB34835,219.68,270F43A3-B15D-4B1D-983D-FAC5DE7F934F,94,39.54,0,0,0,1,0,0
-110.950698618,34.8350937490001,163,CEA445AB-BFB1-4426-B268-32535C990864,83.57,CC7A11FA-7730-448A-901B-13B76C3D2891,76,89.01,0,0,0,1,0,0
-111.976391087,38.5475230540001,164,F7C83A6B-0116-45CD-9750-BD8882160075,76.75,ACC40087-6A45-465B-96CD-256FA222130B,50,152.58,0,0,0,1,0,0
-113.551669648,38.319368307,165,858F791D-D7A3-417D-87FB-E172B5C8F69D,83.79,8E29B4EF-5656-4AFB-BD00-BFD7EB22F53C,40,25.55,0,0,1,0,0,0
-112.199958333,36.5595888890001,166,FDDD026A-503E-48F2-8DB3-28BBD475E21E,355.86,076C0137-86D5-460B-A7B6-A26C8D178E01,36,67.87,0,0,1,0,0,0
-105.640878601,35.5948526710001,167,20B92B94-14EB-49CB-95BC-09956E693681,80.97,DB58CC8A-82EB-4A03-8DD5-142913A3F07F,21,25.01,0,0,1,0,0,0
-117.574935305,33.780203102,168,24EA3C3D-48EC-49D3-AAE8-2CD1A388165B,90.31,0155F5A9-8BCA-4D51-9E49-D4D177390493,24,19.48,0,0,1,0,1,0
-149.430461657,65.698988463,169,F9378D2F-29EF-447E-851B-B7BBEBF833B7,143.95,99D4E037-D862-40FD-9C9C-55BBDD2E45D8,89,64.61,1,0,0,0,0,0
-168.0846034,64.0820285460001,170,CCCBAA46-0366-482A-A884-2AC5C21AF656,69,F7B92F56-6C02-4FC0-8419-A7C2D5380C92,67,78.4,1,0,0,0,0,0
-150.630725168,65.0518841140001,171,33D41E1D-9E7B-43B6-A6E0-34351510CF95,100.17,485F7265-AE80-4727-8274-40BBD4F8D8F2,40,68.54,1,0,0,0,0,0
-122.981177293,38.7048049140001,172,1E37C7A6-7A2C-40D1-9F7C-E09A3D85F234,146.98,C842C1DC-8726-4463-A85A-929F61627646,25,73.69,0,0,1,0,0,0
-119.960599017,46.2951943910001,173,8662F6B7-D7B1-4D56-B94D-0A964CEBF58C,129.24,5267EDEF-AAEF-40FD-AC77-2FF57CCFD35A,26,55.77,0,0,1,0,0,0
-117.413869326,44.5338430840001,174,B4C21E79-BC75-4633-BC69-1A199270DFD5,137.36,99C2DFE9-2B24-4497-A020-B9E4618C07DC,25,79.09,0,0,1,0,0,0
-159.086085839,69.761719439,175,B4A41889-340C-4155-AAD2-C084FE3A6453,22.59,762DAFD2-4BBF-4969-9165-1EA76BC78EFA,186,104.91,1,0,0,0,0,0
-104.993174249,36.1103264330001,176,2630365D-51FB-4765-B1B0-311B1814D8C6,14.32,A7E8A3D2-CEF0-4CD6-AD73-A540EADDC370,28,23.58,0,0,1,0,0,0
-104.75346052,36.9828787010001,177,13B13352-18EA-4D99-B93A-05BB52EDC366,10.95,061442B4-585D-4F9C-8577-9030B69F161B,30,80.09,0,0,1,0,0,0
-79.444385059,35.3339075550001,178,BA1A490B-1CB1-4825-99FF-A6E60327C3D9,44.79,FFFE6245-7A9D-475A-A24C-7899A47D0D5F,10,45.69,0,0,1,0,0,0
-100.17395505,31.034497592,179,296739E9-AB4F-4AD7-9E8B-26E19BDD3C18,144.58,91985775-39EE-41CB-A038-6708F82D5C30,25,31.96,0,0,1,0,0,0
-121.77140642,38.1659280440001,180,E8FEE5F7-8BD7-456F-B2EF-C4E9AD82F600,39,83764AEF-31EA-4C6C-B783-61E366565E1B,34,19.62,0,0,1,0,1,0
-99.053044798,33.117846953,181,CB01C4F3-6714-4A50-8D20-B3A5DF6ECF20,47,5C6D7072-9E14-4458-A32A-55ACA491F2A0,56,56.94,0,0,1,0,0,0
-104.818132403,44.383314182,182,800E3635-281A-4017-8055-2B355BC11E98,105.2,2C83F2E5-7741-4BDA-BBCE-E69C858EC8D1,100,81.7,0,0,1,0,0,0
-115.728492745,34.9897490540001,183,E0ACA80C-6409-418C-B899-DD42A6AFC088,72.12,ABED1F03-0B43-4035-BEBF-B4175394DC20,38,28.52,0,0,1,0,0,0
-106.014225307,36.217655489,184,E5BD3755-DCF0-43F9-B420-92EA532346DD,71.49,4855FE4F-47B4-4876-A27A-00C8E8309501,146,58.07,0,0,0,1,0,0
-108.523992879,40.446593985,185,F6381586-52EC-472E-9112-DCA8C4FCC85E,265.89,95DB0328-0D24-4B48-881F-3CA5ED72B718,56,44.6,0,0,1,0,0,0
-80.009829063,36.512209247,186,7CE1E696-37A7-47FB-9038-6321F542876B,356.69,A2865F5D-E84D-43B5-B1FD-74B06EA898C7,28,49.9,0,0,1,0,0,0
-117.14331557,37.271455406,187,56FE616A-1077-4259-AE19-6283C58E70CC,326.15,216F6196-76E1-4551-8DDC-8B32DE49764D,34,53.09,0,0,1,0,0,0
-121.058000465,47.4187943060001,188,6D9D57F1-77AF-4664-82F1-75D864A30DBD,90.66,8D2347D8-6D91-4B4C-8648-D2F2EC1D635D,51,34.54,0,0,1,0,0,0
-119.965580194,47.3934700070001,189,346B8DC1-9605-498B-9A82-6ADC639645B1,92.05,341D7FC7-48E2-4498-9B58-7D87A4C52EC3,10,22.1,0,0,1,0,0,0
-94.097016988,34.087027978,190,28D1C6FD-8019-4ECA-B420-6E833A548DA8,63.85,30FFD885-F4F7-436C-BBA5-B07924E3AE86,75,55.27,0,0,1,0,0,0
-79.364035572,38.544992801,191,4C187BCB-3926-445C-8D9B-3F32A819E726,83.36,D8621C1C-556F-4CC0-A477-BA329E211505,114,70.72,0,0,1,0,0,0
-106.34974779,35.059671704,192,3626E655-CD05-499E-9094-59C7A6A4DE21,87.49,C6DD32E6-168A-4257-A5A6-AD1E02279A02,23,20.39,0,0,1,0,0,0
-116.860826377,34.757875047,193,925A1AD8-30E2-4E7B-9612-2040A41167B3,82.4,09ABBE64-F331-4882-8F8D-33A36116ECE7,60,19.81,0,0,1,0,0,0
-81.506492424,37.1358148670001,194,08EC7D3A-A5A9-46DB-932E-5777CC0DE33F,350.46,825A8BB0-CF58-4B5C-95BC-D90528FC0CFD,77,73.82,0,0,1,0,0,0
-75.2279582159999,38.429887749,195,E7C0A300-64E7-4EAF-949D-7BC4977530D9,26.42,8D44A593-1E6C-4430-A93A-E70F7B38880A,25,44.66,0,0,1,0,1,0
-104.268462174,31.8077101440001,196,BE00F77A-80FF-40EC-9C56-ECAD6479BAF0,84.91,DA7F9BEA-1A03-41AC-B700-FFA5991F18FF,42,52.53,0,0,1,0,0,0
-123.395435482,46.9635207690001,197,F8397F6E-387D-48D6-A970-145FF3096F8D,87.89,001CD661-368F-4838-9B14-2143381C6C65,31,20.29,0,0,1,0,0,0
-114.117161111,47.390525,198,F6680950-6804-42FC-8D5B-EEE12E7DF9F0,357,342C50BD-4018-42E9-AE58-EC933D5734FF,29,49.5,0,0,1,0,0,0
-114.780142725,35.7356566180001,199,6FA61BE0-FD65-49FA-9C07-3C4E118D4A59,345.57,1B080BAD-9767-487D-A470-15FB1C56D91E,60,16.11,0,0,1,0,0,0
-115.309388234,43.0043680220001,200,8E4FBC42-515D-4072-9B10-7A5EBA8C821E,311.23,34CE8966-35AA-45DF-8CDB-068DEF6E8C5B,48,50.79,0,0,1,0,0,0
-114.785756821,41.6762091200001,201,E1206FD2-1648-41F7-B4C2-21BAD15CAFB8,15.13,43B0337B-F34D-4581-BEE0-C57981A44CC9,33,50,0,0,1,0,0,0
-107.809631321,40.6445622640001,202,7FE5D0F9-64EF-415D-9693-CBFDA44789B4,8.65,4A94AFD4-36AE-4133-AC3C-8B06093F6121,35,67.43,0,0,1,0,0,0
-116.841722885,47.526264204,203,30B57D59-4BE1-4438-AFB5-5394027DEC6A,93.87,76678535-FE39-42A3-B1CB-96058340971F,32,48.83,0,0,1,0,0,0
-113.250210347,46.7952490640001,204,51A0697E-7894-4F17-B73A-D75E1CA32645,100.85,2A575593-E8A0-4564-B510-6FA2F2DF5445,35,54.7,0,0,1,0,0,0
-119.794819444,47.134325,205,7ED676B5-5160-445D-AFEF-75BE1DEE1366,76.12,2E6C0164-FC97-411A-ADFE-E376783DBB4E,28,20.1,0,0,1,0,0,0
-108.621026969,44.4004936850001,206,964B650F-35D2-4AB5-A9DD-DA4FEED31B03,312.38,A3F33DBA-983E-461F-BFFF-2A18F1749877,39,19.83,0,0,1,0,0,0
-114.884338208,40.7492605530001,207,C5A279CA-5A8F-4746-97E8-CBE0801630D6,90.61,560B3EF1-09C9-44D2-9A87-14011F389A36,40,51.42,0,0,1,0,0,0
-77.6504874029999,40.681053058,208,68E445B0-CC38-4EE7-83B5-D17710623723,310.67,FAA1651F-DE76-477A-A937-EE7F2D60F0B0,35,21.03,0,0,1,0,1,0
-112.117510412,47.4489888200001,209,44610B83-B58B-449D-8EB7-47713D8148A7,352.47,A2429E30-7024-40C2-81C2-CCD29AAEFDA3,51,67.62,0,0,1,0,0,0
-79.662057537,35.375286707,210,A820EFFF-5B8E-4194-AE88-9B455F6B5F46,158.98,8177E6AF-EFE6-4935-BF39-EBC6738087A2,43,10.24,0,0,1,0,0,0
-79.2521478799999,38.5290645050001,211,A4085E93-A783-4CDD-A5CF-55B94F20D64D,119.88,E5C0F166-B095-48B3-AA86-0FA1F5D76D89,46,60.42,0,0,1,0,0,0
-79.444385059,35.3339075550001,212,2D182B67-5CF4-4DDB-9CD1-F623F2EF4C8A,44.79,3F6CF780-68D3-4C70-A333-99E2CE8DB0C4,10,45.69,0,0,1,0,0,0
-154.078281235,58.173526257,213,42C34152-55CF-4CEC-872B-2DACD7C4CC47,294.07,A89066BC-4FDE-43F4-864B-445C14434FB8,60,91.08,0,1,0,0,0,0
-110.973816758,35.0403658560001,214,DAEA75F8-EE4B-47F5-A848-0F58E7F2DD8E,74.35,12BADEB7-674D-4C39-B697-C4021E4C67B0,77,106.56,0,0,0,1,0,0
-106.014225307,36.217655489,215,EAF586E5-55EE-40CF-BC40-8902B1884AF8,71.49,3D09AEA9-C36C-4E7C-8254-06662D19015E,146,58.07,0,0,0,1,0,0
-122.770167356,43.976371167,216,B0766929-77C5-4CC6-9576-B30EFD95EBF3,3.94,DED2EE99-7810-4FA9-8986-D5847124F8FE,90,106.57,0,1,0,1,0,0
-109.067515403,39.5851220530001,217,B66B9F4F-26A6-4F18-8E2C-3509FD27C2F9,124.29,B37153AD-1F8F-480B-AB9A-2D3B7F4DF05C,60,116.12,0,0,0,1,0,0
-95.414991151,46.1308360130001,218,E0681925-DB2F-41A0-BCDC-3CD677B72642,69.9,59EC7374-0493-4350-8A68-6B050E43E55B,130,140.39,0,0,0,1,0,0
-137.465146505,58.1637446660001,219,77E9D123-D7E9-4FB0-B481-C834C6B226D6,322.51,790E973A-A2AC-4C7F-9234-B5398D3D5729,98,107.74,0,1,0,0,0,0
-116.747695689,45.1769495780001,220,D180C12C-1A7F-4FF3-B1C3-43134A077C68,346.41,327A0376-36FF-4DBE-A595-B0832160492C,100,148.25,0,0,0,1,0,0
-111.084059162,40.687110901,221,6EC6131F-E55F-4DC9-9808-6F5161CC0388,284.77,F54273CD-0D23-41B3-AA69-1A56F00936C9,75,42.17,0,0,1,0,0,0
-113.729841762,44.3651823770001,222,98FBF2E8-2022-4C52-A961-FE2AA119ED82,101.92,88C1AB71-D1DC-480B-BDC2-4EB9D6EF7715,109,67.58,0,0,1,0,0,0
-113.484187815,41.842998052,223,B29C5F03-188F-486A-918F-AE9496C048F0,130.08,233B0990-1B68-43B1-95C8-4E0FBBE125B3,59,90.22,0,0,1,0,0,0
-95.62710696,32.0904177560001,224,D83DA701-2F64-4D2E-8666-1C9A5A6EE7C3,280.94,753C1D99-096E-48F7-A97F-27BD2F21C175,5,30.64,0,0,1,0,1,0
-83.096805221,33.31552163,225,FF25A6CE-7322-4432-A198-4A1E8AA448D4,343.42,E6451020-D99B-431A-848C-8DA99BB3210F,47,39.54,0,0,1,0,0,0
-105.519475423,35.3139837910001,226,ACD4A856-761C-4B65-B4AE-043DD3352143,116.75,CC08D345-486A-49FA-AFFB-D21B07EC3D72,30,26.5,0,0,1,0,0,0
-108.826797363,31.7900163050001,227,61CDE488-8BB4-4B23-9683-C6AE819D571D,64.23,EBE2F0DA-9B5D-4000-9644-A6E51A21BF30,44,66.06,0,0,1,0,0,0
-101.197443175,32.11005541,228,56B9CC52-A22C-4E35-A00A-668A6141A527,82.97,BCE98D02-7B2C-4318-B8AD-F44FDF8197EE,51,71.39,0,0,1,0,0,0
-97.175639437,41.0724896030001,229,A0EA4A3D-E9EF-4912-A6DB-9B8862BBE491,83.79,8E032E89-7948-40C0-8940-0B15D888483B,52,65.49,0,0,1,0,0,0
-107.331985179,39.674487786,230,2BE2019C-A978-43BD-8F59-9A50D52456A0,63.89,855C82D2-5DEE-4CCA-A735-BEC706346582,20,45.58,0,0,1,0,0,0
-104.268462174,31.8077101440001,231,CD9F9AFF-8F01-4F28-A7BA-A33A9FCCB7E3,84.91,51923735-5E10-4AF0-8903-E069B3D0C4EB,42,52.53,0,0,1,0,0,0
-106.685343468,41.750936177,232,0DB2113C-DC4E-42E2-9CCA-CABEF580A551,83.97,9AF1A615-82DA-4D75-A703-17C60F2098B9,105,144.16,0,0,0,1,0,0
-110.973816758,35.0403658560001,233,96D639BA-AE37-4D4D-A7FC-2AD6C12A8D6E,74.35,BC783BF2-30E8-4ADA-80B5-2653715C6D3F,77,106.56,0,0,0,1,0,0
-104.70122758,31.977323776,234,BEDD6CEE-0C3B-46B5-9060-CCF210D658D1,55.04,EE0A8573-A106-4CC7-B8BB-9C5C49A8F990,24,29.44,0,0,1,0,0,0
-120.456937109,36.2899349900001,235,6ADE6FDD-3CE2-4A55-99A9-FFFFC534AF37,328.98,DD2BBDFA-C827-49EA-9E0A-0327AFA75B76,45,29.89,0,0,1,0,0,0
-107.430744713,35.8712639120001,236,1FFC48A8-E02C-4AF5-A998-7F1BD14816B0,328.9,FC206004-30F4-400E-BCDB-D3CE69EF9522,58,61.74,0,0,1,0,0,0
-77.411881192,36.6544446440001,237,2218262D-8700-44E4-881D-DE6932BB556D,19.13,641637A2-5572-4BE4-A2CF-6D9D0CA859FE,43,42.85,0,0,1,0,0,0
-116.120603972,35.0583711360001,238,F71D08C7-4460-490B-B5C7-E0EF3D105B95,47.07,A981656E-4C4E-4C86-8B0D-5E681C144726,23,83.36,0,0,1,0,0,0
-117.806423136,33.847542983,239,85935F72-A703-4DB2-A001-B0C5D735DCEC,72.71,888D478D-E34C-4ADC-8F26-7D9FB878C09D,13,14.45,0,0,1,0,1,0
-107.631490753,39.2960702330001,240,EC487F0D-8D59-4F05-8191-E8D8A0CFE46A,74.97,91BFFA38-F624-4BC6-B41C-5DA7DE9DE675,56,14.7,0,0,1,0,0,0
-121.653038213,42.532694259,241,BFCE7CB7-EC9F-4490-BD9E-B1410104A0F6,8.26,352B0AAC-BA0B-460D-A1ED-9B35ADD9BD9B,23,104.31,0,0,1,0,0,0
-100.950602414,35.6983371740001,242,42B1DEAF-DDEC-4FEB-BC41-9FB986348927,52.67,EE6C99D2-BB35-42EF-BB69-DA73B0E6E1F6,46,64.88,0,0,1,0,0,0
-77.008777778,38.0891500000001,243,10CE463F-C250-4DF1-8B56-FEF5F35A2BF4,132.19,F7B480C1-13BC-4CE3-8190-4D1837BA37A9,22,65.52,0,0,1,0,0,0
-152.736592398,62.098988514,244,F2906E1E-4E43-45EE-B89E-833A0CA611BB,121.41,63AF5119-08BE-4672-B837-25323CF439C9,95,104.07,1,0,0,0,0,0
-115.71521255,35.6478786530001,245,C850F9AC-21B6-4A95-B64B-A0554480B774,45.65,482D864E-2249-49A3-9AD6-37CADF632D70,59,37.46,0,0,1,0,0,0
-75.5129752779999,40.0324923970001,246,F2E07072-A3FC-4826-AB4E-AEED6186EB55,46.65,BA942BE6-B961-43C3-B911-575E95078B88,10,48.41,0,0,1,0,1,0
-106.149633665,38.9185812740001,247,920BD067-0C29-481E-B603-53D88E439D8F,55.95,AF4708B9-098F-4B4B-B8BA-073D47920404,50,85.2,0,0,0,1,0,0
-119.365433237,46.9637967640001,248,933C8B3C-F501-4141-A05E-71570F1C870D,61.65,D53441F8-B62B-463E-AB5B-F25D51A29286,50,80.07,0,1,0,1,0,0
-113.332838488,46.9414623580001,249,0F793B84-898F-4DE9-9CD6-15368FDE878C,107.25,C50C6537-4885-456A-9FFC-C3DA40F606A1,100,59.89,0,0,0,1,0,0
-123.320341224,41.5544699220001,250,4D0E866A-CAD9-4671-8AA7-76F45A3C02A7,359.21,169E2474-AA26-446F-B4D7-33555CC36C7A,150,97.63,0,1,0,1,0,0
-103.923787943,42.578573637,251,9B2F7B8F-08F0-41D0-8AA4-E6470E4974EC,24.6,55CEAC15-3F13-4929-9B6D-ED11272C67E9,90,93.28,0,0,0,1,0,0
-91.620036386,36.5940205900001,252,CECEAF4C-3E97-4481-9309-C22ED40DCAC0,13.26,7BD69014-9A7A-4FBC-824D-31FBAA73E006,118,129.64,0,0,0,1,0,0
-106.775323621,38.2506288370001,253,0B0F7DE9-4810-47FA-A331-01166EEBB5C4,74.81,8CABC2D8-8124-41F6-A0AF-32ED010DC66E,105,152.89,0,0,0,1,0,0
-88.079468795,41.2457023270001,254,6D3E0817-1D11-4DBC-AB9C-A336342876D5,5.51,77536CB4-BD08-49A5-AD7A-44129E5669D7,40,58.8,0,0,0,1,0,0
-113.970537516,32.77606919,255,EA025EC7-F506-4EFA-A2E0-6D3DBFD2F32E,89,E048480D-B535-46EC-B4F8-37DA68EDEEE7,32,66.39,0,0,0,1,0,0
-106.102853244,40.521097345,256,0C7AAE0C-CC80-4A39-922A-D432599BB952,89.55,2A1BA854-C513-48EA-B4B3-80CA8974F424,55,89.51,0,0,0,1,0,0
-116.845725664,38.0806706230001,257,557581C3-7102-4414-8F56-46BBD0A54CEF,83.67,09EDE1CD-EC93-4F6A-B14A-76B12BA4E00D,44,116.52,0,0,0,1,0,0
-121.386992609,45.015795815,258,C81839AC-F12A-4339-9BCA-3DD8F0930DC0,346.12,1DA6CA39-C9E6-463F-BEF7-C10E1D2BDB9F,156,150.34,0,1,0,1,0,0
-149.461781142,60.052245418,259,2804AE0B-EB26-4EC4-B97C-B3AC3707DB3D,70.26,9EBCCF23-F848-4376-8A1E-A4596EE52CF6,63,90.09,0,1,0,0,0,0
-106.384330355,37.4928114860001,260,19BC03BC-81FF-4BDB-8592-8ACD0D0A374F,61.02,EAAC2258-45FF-4655-BDBA-C1BC3A19DBA4,93,105.12,0,0,0,1,0,0
-87.257046187,43.162954799,261,4302EA23-38B9-4BAC-880F-307AD51558E2,111.39,F867F475-67EC-4B23-BBC3-58DF248428F8,115,-45.19,0,0,0,1,0,0
-116.845725664,38.0806706230001,262,63743BC0-384E-442F-95B1-76612B9E3110,83.67,C2E6E5C3-5820-48DF-BB82-FD6E480E9EA0,44,116.52,0,0,0,1,0,0
-89.64985725,41.4228852750001,263,9C449E26-650E-4A36-B697-E5AC6050C252,81.87,A1A711D6-00CF-425F-88F2-3209ED6760C9,45,60.56,0,0,0,1,0,0
-118.576424383,38.6681307970001,264,AE48167C-D4E6-48AD-8E9E-2465E32CD3CF,316.57,2A697A10-D97B-40F9-B4ED-4DF9CF2BC576,55,72.35,0,0,1,0,0,0
-119.571927214,34.8004680220001,265,F42AFEEA-5269-4E21-98F1-A45737A7A4D6,29.43,B54F0A4D-0A38-4320-A18B-1100B2B62E21,20,47.18,0,0,1,0,0,0
-73.704638889,40.8675916670001,266,7ECCE87C-B5B6-488E-9CD4-8C27DB9BCA98,55.99,55CAF165-8AA0-4C8B-890C-75FA233151C1,9,31.67,0,0,1,0,0,0
-148.817299675,60.0621118810001,267,CE5BC1B9-FF21-42A2-8B4B-94EA8915FB51,298.27,4C999F14-B5D6-47D9-8A34-C7DBB368914A,84,83.43,1,0,0,0,0,0
-78.248450922,36.6187433260001,268,B6DFA1F2-B338-4FBF-9D47-07F5CD9D39F9,53.46,5ABDD294-3080-4084-AFBA-6EC770CA104B,82,20.5,0,0,1,0,0,0
-117.810874714,33.294378033,269,0B895AF4-529E-4360-9CF7-AE00ECEC5368,98.8,99C3BA91-6BF5-402E-A799-E00C16642FBE,31,20.04,0,0,1,0,0,0
-163.835989369,62.578247004,270,95203460-D397-43B2-925C-F062267718ED,44.07,42DBCCE3-D488-419F-AE14-538F2C18DAF7,91,116.64,1,0,0,0,0,0
-148.847062231,60.069427514,271,8575D69F-352F-451C-B6C6-5851BDCECC4D,298.27,204D2993-703B-467C-A888-CB5B5E1AC8A1,85,77.54,1,0,0,0,0,0
-150.648384771,65.0533799630001,272,8535B2FC-4E41-4C7D-BC55-D3E6FAC086E4,283.95,7E76C26D-64CC-4110-81F6-0C1D1FC4010B,69,39.54,1,0,0,0,0,0
-161.20268061,66.7415005300001,273,0A08C142-D4ED-4F5C-A9FC-27495F68B253,287.03,DF55050E-D20B-4E23-8528-91F3D31A1F78,30,33.07,1,0,0,0,0,0
-153.688028823,65.3845601400001,274,E6542E7E-1385-432E-85EB-AB93283E28F8,288.85,2128EE0D-D6AB-4778-B049-4DD498141914,40,69.59,1,0,0,0,0,0
-81.2373066659999,38.542662815,275,E672C6BA-F6A2-4B9B-9A21-A81D26226B6F,353.31,D6C1BAE1-E787-4EFF-8CC9-BDC090B5566D,46,54.24,0,0,1,0,0,0
-111.5504006,41.2773634380001,276,146967FD-5FF2-4709-BE5B-D58D216847C5,82.48,A405B5F0-EBB8-484F-B883-4D0B38D4AB4B,25,51.28,0,0,1,0,0,0
-92.96858904,34.052466908,277,2FA6B7E4-930B-4306-9489-1C6A30048B9B,346.79,AFD8DCB9-FF78-422D-865F-1333E0CC1764,49,26.23,0,0,1,0,0,0
-93.123966283,35.2627052030001,278,3CCEADD5-9E3B-4FD0-994D-E8A0559D0D0F,358,100B866C-4F85-42F1-B903-C465A4E36A92,47,63.39,0,0,1,0,0,0
-97.175639437,41.0724896030001,279,EF8AF8BA-7A46-4D46-A2FC-80717632ADBA,83.79,B08834D5-3368-40FF-88C3-A0EF0369C271,52,65.49,0,0,1,0,0,0
-113.405803489,35.2152669010001,280,E43C34E3-9534-4199-A7B0-7923377496CB,304.2,F1DB1D29-4DBD-4C7B-92BB-F8D39BB1E894,55,85.29,0,0,1,0,0,0
-115.45152024,44.081624473,281,65CA00C4-5113-4D7B-B77B-B2A5C31E4834,45.14,8399C87E-97A2-457D-AE91-9AD1EC4BA912,45,81.55,0,0,1,0,0,0
-118.160651868,44.807447944,282,344EDB2A-06A5-497D-83C2-3FF16B0C5BB1,81.27,16A0770D-0F29-466A-A1DB-2692E09B8B8C,67,15.22,0,0,1,0,0,0
-92.817877298,34.539016486,283,616CC37C-66A8-4205-B87C-4C507BC7A854,74.94,7BFD8F73-82E4-4C6D-B98C-5CC86DC51624,14,32.64,0,0,1,0,0,0
-73.6566124239999,42.669908413,284,90149DCE-55B2-49D4-966B-04A403A6F9FC,125.54,5B96E31F-81E3-4390-A466-902C5E23228B,8,38.72,0,0,1,0,0,0
-79.444385059,35.3339075550001,285,D220C908-D21C-4914-AF95-ADE35AF4C9D1,44.79,C4FA836E-BB86-4238-99ED-18A22CCEFD9A,10,45.69,0,0,1,0,0,0
-75.303535645,40.847841047,286,42DCB837-8451-44E8-BAD6-8A50E3D64D37,43.44,E7C323F9-5E3A-4892-9EA4-13AFDEE1027B,10,46.67,0,0,1,0,0,0
-117.93129981,33.92574382,287,FEE239FA-CFBE-41AD-B081-4F85F356E21D,90.88,5F357A56-F95A-410D-BA21-C361CB51B92C,25,20.04,0,0,1,0,1,0
-77.6509727449999,40.6813927320001,288,19E54E8E-397C-41BB-80E5-BB0FDDEFC28D,132.01,24A335B8-063C-4B7A-A26D-4F6BE2B8B01B,21,35.03,0,0,1,0,0,0
-117.475552405,38.0147811410001,289,D1BB5F1E-699D-4CE4-9FD0-3A864CD8A47E,87.08,FE7C689B-686C-4F62-A58E-D13D4298A99E,14,20.98,0,0,1,0,0,0
-115.983606398,38.1252140560001,290,B953D7D8-CCE8-4761-B784-5D4B832AD830,83.17,973546F0-7679-4286-B4FE-E12C5EAF793F,50,75.62,0,0,1,0,0,0
