OBJECTID,GLOBAL_ID,IDENT,ICAO_ID,NAME,UPPER_DESC,UPPER_VAL,UPPER_UOM,UPPER_CODE,LOWER_DESC,LOWER_VAL,LOWER_UOM,LOWER_CODE,TYPE_CODE,LOCAL_TYPE,CLASS,MIL_CODE,COMM_NAME,LEVEL_,SECTOR,ONSHORE,EXCLUSION,WKHR_CODE,WKHR_RMK,DST,GMTOFFSET,CONT_AGENT,CITY,STATE,COUNTRY,ADHP_ID,US_HIGH,AK_HIGH,AK_LOW,US_LOW,US_AREA,PACIFIC,Shape__Area,Shape__Length
3718,B88692BC-116C-4043-A881-757E2218031F,,,WRAY CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,WRAY,CO,,F6F3D2F6-D0EF-4390-927B-9848710BC4A7,0,0,0,1,0,0,0.0577527722930427,1.09321217188021
3719,7C7DE94F-7DA9-47E5-B28D-51D037CCD041,,,WRIGHTSTOWN CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,WRIGHTSTOWN,NJ,,21A6C3E5-0AB5-4B16-B4CB-ED2DB947AD3C,0,0,0,1,1,0,0.331141121937662,2.38216216940005
3720,F2319ACB-F1D3-4DE1-9C9E-8CADA0586A51,,,YAKIMA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,YAKIMA,WA,,75418855-E13A-4572-A5F8-10B5AEE8A31A,0,0,0,1,0,1,0.0663297368414533,1.32970715367259
3721,08CA666D-21D5-4F49-A45E-8A2BB3876353,,,YANKTON CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,YANKTON,SD,,,0,0,0,1,0,0,0.0686148490171945,0.945082413834478
3722,473D01D7-930C-415D-918C-33A1B3B76163,,,YAZOO CITY CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,YAZOO CITY,MS,,A4E9386D-DC61-4F91-A63E-28A3315FE8C2,0,0,0,1,0,0,0.0664497645850588,0.918753301356305
3723,4388F8F3-C0FB-4DB1-81E1-8F995F5F26B9,,,YERINGTON CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,YERINGTON,NV,,,0,0,0,1,0,1,0.0648428428403349,1.13898588467271
3724,B3053C58-AE23-4E7F-883A-3391281A393A,,,YOAKUM CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,YOAKUM,TX,,,0,0,0,1,0,0,0.0397189589364189,0.70879150566522
3725,C5610161-4439-420A-A856-1F8CE13FE7BA,,,YORK CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,YORK,NE,,,0,0,0,1,0,0,0.0530438040557328,0.878140738815518
3726,22BCAE94-1577-45F2-8836-8DA9CC3E57DA,,,YOUNGSTOWN ELSER METRO AIRPORT CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,YOUNGSTOWN,OH,,E0EB4B56-FC1F-4698-AE1A-CEB4438D675D,0,0,0,1,0,0,0.074561449355997,1.22749490274262
3727,BC01B464-7B9E-4109-A97E-1DC2840FB09D,,,YOUNGSTOWN/WARREN CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,YOUNGSTOWN/WARREN,OH,,,0,0,0,1,0,0,0.0567311791821794,0.856897224382933
3728,65D6C4C0-B788-417E-BFC6-D6C0379F93C7,,,YUMA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,YUMA,AZ,,273A1556-B027-4596-B05F-6B46A699DD01,0,0,0,1,0,1,0.258168788180683,2.60126522781515
3729,B5BF587D-5594-499C-9F26-646945A2E15B,,,YUMA CLASS E5,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,YUMA,AZ,,273A1556-B027-4596-B05F-6B46A699DD01,0,0,0,1,0,1,0.0178404617865908,0.733975113452838
3730,FE34C2E8-4FDA-46C6-89EA-DCF7BAF209B8,,,YUMA CLASS E5,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,YUMA,AZ,,273A1556-B027-4596-B05F-6B46A699DD01,0,0,0,1,0,1,0.0311566385289552,1.38100928285122
3731,B22A0B3E-7B9C-4C5C-A6A9-9F4662425D4F,,,YUMA CLASS E5,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,YUMA,AZ,,273A1556-B027-4596-B05F-6B46A699DD01,0,0,0,1,0,1,0.0115383565050706,0.436593494598334
3732,29B53B33-1BC8-4611-B31F-4A1ECAEEE871,,,YUMA CLASS E5,AA,-9998,,,,4000,FT,MSL,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,YUMA,AZ,,273A1556-B027-4596-B05F-6B46A699DD01,0,0,0,1,0,1,0.115714405786775,2.05830356192316
3733,065F4636-2127-4D7A-B102-54C52832AA0C,,,YUMA CLASS E5,AA,-9998,,,,9000,FT,MSL,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,YUMA,AZ,,273A1556-B027-4596-B05F-6B46A699DD01,0,0,0,1,0,1,0.00974613047310413,0.566929931798142
3734,BAF69355-B40D-4A44-95AF-E34ECDC4FFEA,,,ZANESVILLE CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,ZANESVILLE,OH,,,0,0,0,1,0,0,0.106110059839921,1.45263773147078
3735,5AED8228-5A5F-461C-B29D-36899096F231,,,ZELIENOPLE CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ZELIENOPLE,PA,,3764CB62-3FE2-4FA9-A548-C6B46C3FC948,0,0,0,1,0,0,0.0413922809568703,0.731423668755782
3736,E108B417-3BE9-4E58-A731-96108B9FABA2,,,ZUNI CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ZUNI,NM,,,0,0,0,1,0,0,0.0461706253186094,0.834881503860616
3737,D5C027CD-09DE-4B71-92C3-099A74318705,,,ZUNI CLASS E5,AA,-9998,,,,8200,FT,MSL,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ZUNI,NM,,,0,0,0,1,0,1,0.108622515593879,1.38815854567019
3738,3FD9131A-8A59-47F9-AE74-E8BA27D5BF16,,,BADLANDS CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,BADLANDS,SD,,,0,0,0,1,0,0,3.21418981334409,8.10055555400004
3739,630BFC91-C198-48D5-87CD-DDD3CEF1384B,,,BATTLE MOUNTAIN CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,BATTLE MOUNTAIN,NV,,,0,0,0,1,0,1,10.2163454841539,16.253348623022
3740,B3F8278C-040B-49E3-8065-8889D52E8EBC,,,BOARDMAN CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,BOARDMAN,OR,,,0,0,0,1,0,1,0.641849645436196,4.52496244459267
3741,62771CC9-0210-4ABD-97F7-3462C3F768FE,,,BOISE CLASS E6,AA,-9998,,,,10000,FT,MSL,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,BOISE,ID,,,0,0,0,1,0,1,1.03311405037721,4.73525813321474
3742,C94BF4C2-28D9-46FB-B5DD-71D5CA109882,,,BOZEMAN CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIVIL,,L,,1,0,H24,,,,,BOZEMAN,MT,,,0,0,0,1,0,1,3.11643339481316,6.40773414901886
3743,E6FDDC6E-767F-4B83-8252-0D9291AF255B,,,BRISTOL MOUNTAINS CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,BRISTOL MOUNTAINS,CA,,,0,0,0,1,0,1,0.962148613498357,4.2865080573978
3744,8FAF2EE1-E79E-46D9-8042-8F25FBCE93CE,,,CASCADE RANGE CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,CASCADE RANGE,WA,,,0,0,0,1,0,1,1.35045533981065,4.95444022539187
3745,AFCF3C50-CA2F-4CF3-8AE1-D05B94F930BF,,,CASPER CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,CASPER,WY,,,0,0,0,1,0,1,8.58237166675281,10.5698221548595
3746,53D042B6-2CDA-4338-8901-C6E3E2AFF013,,,CHEROKEE CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,CHEROKEE,WY,,,0,0,0,1,0,1,7.95430601759381,14.8366154046971
3747,25DEA836-08E3-4794-9DF1-5FFACF72049D,,,CODY CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,CODY,WY,,,0,0,0,1,0,1,10.3896314068661,17.9876442007682
3748,0D484A1D-3B88-4E45-840C-FFF291A8EFCE,,,COLVILLE CLASS E6,AA,-9998,,,,7000,FT,MSL,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,COLVILLE,WA,,,0,0,0,1,0,1,2.08270997003865,6.42996100776433
3749,7A1E02B1-3315-4F34-96F2-4BB2B8E36402,,,CUT BANK CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,CUT BANK,MT,,,0,0,0,1,0,1,7.81667604157246,19.3607939296194
3750,6D33544E-513E-4D18-AD60-B6BDDDEEC3D4,,,DEATH VALLEY CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,DEATH VALLEY,CA,,,0,0,0,1,0,1,0.89222858437779,4.73977408447604
3751,647A8C50-CA89-4DBE-8412-0254AF630117,,,EL CENTRO CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,EL CENTRO,CA,,,0,0,0,1,0,1,0.396582095750546,2.45096826280128
3752,BCBD2713-7CAD-4E7E-9CC6-84F3E99F42C4,,,GILLETTE CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,GILLETTE,WY,,,0,0,0,1,0,1,9.5327771574639,24.5044509303933
3753,57637AD0-8C8A-4028-B069-D63213809F82,,,GLASGOW CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,GLASGOW,MT,,,0,0,0,1,0,1,16.0736856878825,16.6435871618844
3754,68B736D8-F184-497A-9AFE-8421FE2D9DCD,,,GLENDIVE CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,GLENDIVE,MT,,,0,0,0,1,0,0,1.89565115993764,7.90885199871696
3755,4B9AD367-3464-4412-8E6D-067D588872BA,,,GRAND CANYON CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,GRAND CANYON,AZ,,,0,0,0,1,0,1,3.6729166671339,10.3989951124758
3756,5CF372F1-E04E-4B41-89F4-1E9BF9D465E6,,,IRON MOUNTAIN CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,IRON MOUNTAIN,CA,,,0,0,0,1,0,1,1.26413787856973,4.8702123813864
3757,E8979B58-14E1-4AC5-AB62-5F17F3D55761,,,KINGMAN CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,KINGMAN,AZ,,,0,0,0,1,0,1,0.289480831130277,2.43201733762701
3758,8354C6C0-814F-4FBF-B138-8A51F9804674,,,LAS VEGAS CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,LAS VEGAS,NV,,,0,0,0,1,0,1,0.230933814107857,2.10513214941907
3759,A71EBBF4-BA8C-4E27-A4F8-ABACCF89B899,,,LUCIN CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,LUCIN,UT,,,0,0,0,1,0,1,2.70849662239243,7.58814901007213
3760,5A12233D-E661-45D1-BA83-2D46728C9401,,,NORTHEAST ALASKA CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,NORTHEAST,AK,,,0,0,1,0,0,0,4.74999999899956,9.16666666599997
3761,4DA34624-DD1C-46BE-A71D-BD876D0E213B,,,OLYMPIC PENINSULA CLASS E6,AA,-9998,,,,5500,FT,MSL,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,OLYMPIC PENINSULA,WA,,,0,0,1,1,0,1,0.628611111006649,3.46398836687661
3762,9D0A5FB2-05F8-45ED-8CFF-7BD3D9C0EE13,,,PHOENIX CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,PHOENIX,AZ,,,0,0,0,1,1,1,12.8595127323317,17.0010460310073
3763,27FB446C-983E-4C31-8C8B-8769FF403865,,,RATTLESNAKE CLASS E6,AA,-9998,,,,8500,FT,MSL,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,RATTLESNAKE,WY,,,0,0,0,1,0,1,0.0762807196229005,1.59591460844928
3764,1D5F7A16-270D-41C8-81C3-AB2AC7F623C4,,,REVEILLE CLASS E6,TI,14500,FT,MSL,,11500,FT,MSL,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,REVEILLE,NV,,,0,0,0,1,0,1,0.534278356667983,5.90984651882728
3765,FA5D9D0B-89A3-40C3-9000-CDD73D28A1F5,,,ROME CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIVIL,,L,,1,0,H24,,,,,ROME,OR,,,0,0,0,1,0,1,19.0469344701546,20.0727098347049
3766,3A4EA8AF-AAB8-485E-836B-AE77E6D9A5E3,,,SALMON CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,SALMON,ID,,,0,0,0,1,0,1,9.64123884922446,18.3503372542473
3767,FAB3E549-6574-4CFB-95AF-57B3B25AB587,,,SANDPOINT CLASS E6,AA,-9998,,,,6500,FT,MSL,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,SANDPOINT,ID,,,0,0,0,1,0,1,0.75010767999629,4.33624885520103
3768,03588277-A9DA-4D1D-8BB7-1D265A5F411E,,,SCHLOREDT CLASS E6,AA,-9998,,,,8000,FT,MSL,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,SCHLOREDT,WY,,58F51E78-AA98-42A9-99A3-E341FC0D6B2D,0,0,0,1,0,0,0.179357114003778,2.60239077985204
3769,D71C66CF-D123-4FBB-AD02-83A20C0B61FC,,,SIDNEY CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,SIDNEY,MT,,,0,0,0,1,0,0,0.216700647140442,3.40277009310448
3770,620D0E1B-8EE9-43FF-81D3-79988A619025,,,TOBE CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,TOBE,CO,,,0,0,0,1,0,0,4.88076782487315,9.63658282633504
3771,51658EFA-E390-4979-B630-C97E4605CB2E,,,TRUTH-OR-CONSEQUENCES CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,TRUTH-OR-CONSEQUENCES,NM,,,0,0,0,1,0,0,11.9705363046098,17.4847058906975
3772,4CB159D7-9500-424A-8AF3-0C2DC3DCA4BA,,,TUBA CITY CLASS E6,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,TUBA CITY,AZ,,,0,0,0,1,0,1,10.7144629625086,18.6584808807657
3773,29CD2DB9-4828-41A0-B507-600C9FFF102B,,,ZUNI CLASS E6,AA,-9998,,,,12500,FT,MSL,CLASS,CLASS_E6,E,CIV,,L,,1,0,H24,,,,,ZUNI,NM,,,0,0,0,1,0,1,0.216912518389563,3.56284603650518
3774,3916EF08-6965-4DA2-8068-7CAB575BC4DF,ABR,KABR,ABERDEEN CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,H24,,,,,ABERDEEN,SD,,0AD68FEF-B1EC-4D84-AF62-C979C58BA63A,0,0,0,1,0,0,0.0352611407784025,0.846484167519725
3775,CAC0FB3C-2DDA-4CF5-83BD-6506B83A94D2,DYS,KDYS,"ABILENE, DYESS AFB CLASS E3",AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E3,E,CIV,,L,,1,0,H24,,,,,ABILENE,TX,,CCA7717E-A5D8-4DD5-8416-DEF33938AC7E,0,0,0,1,0,0,0.000430004718964483,0.130895277578959
3776,E8096921-B8FA-4BC8-946B-1E4FE1B38A97,DYS,KDYS,"ABILENE, DYESS AFB CLASS E3",AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E3,E,CIV,,L,,1,0,H24,,,,,ABILENE,TX,,CCA7717E-A5D8-4DD5-8416-DEF33938AC7E,0,0,0,1,0,0,0.000763398281833361,0.149444908501495
3777,6656F073-45D3-4CC2-9D2D-0558B91F8E12,ABI,KABI,ABILENE REGIONAL CLASS E3,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E3,E,CIV,,L,,1,0,H24,,,,,ABILENE,TX,,7388ED39-1B18-4423-8D51-4BB4D95314C2,0,0,0,1,0,0,0.00344538055082921,0.30403057288799
3778,733EDF3C-AAEC-4677-9959-4E035C263678,ABI,KABI,ABILENE REGIONAL CLASS E3,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E3,E,CIV,,L,,1,0,H24,,,,,ABILENE,TX,,7388ED39-1B18-4423-8D51-4BB4D95314C2,0,0,0,1,0,0,0.000219714939703408,0.0923699609465791
3779,F0636890-3AB6-477E-928E-F3F052D8052A,BQN,TJBQ,AGUADILLA CLASS E4,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E4,E,CIVIL,,L,,1,0,H24,,,,,AGUADILLA,PR,,9522DF20-BFD8-4AAC-92B4-2E10A7D0A139,0,0,0,0,0,0,0.00212740616302654,0.235182277552532
3780,26A73387-698D-4621-A573-D217D479DB3A,ANW,KANW,AINSWORTH CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,H24,,,,,AINSWORTH,NE,,8EF3B7C9-AB09-47F2-BEB1-05C8018A6E66,0,0,0,1,0,0,0.0324569758936377,0.759135718103782
3781,3EAF257B-024E-4F31-8DA8-0A9B852A3F4D,AKO,KAKO,AKRON CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,H24,,,,,AKRON,CO,,FFC5EC9B-25FF-4A24-8B15-F8FC0CDE1076,0,0,0,1,0,0,0.024108235220865,0.557671028756206
3782,BB998698-5EC5-4162-A736-7B70B5EB8714,AKR,KAKR,AKRON FULTON INTL AIRPORT CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,H24,,,,,AKRON,OH,,1456165A-3901-4A19-94B0-CAE19775E366,0,0,0,1,0,0,0.0170636905500032,0.498457382390188
3783,43716F6B-5F12-42BD-9853-0ED5A5451C8A,ALS,KALS,ALAMOSA CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,ALAMOSA,CO,,59503C2C-094C-4E9F-A653-FD38171DC875,0,0,0,1,0,0,0.0506814163618401,1.0277954405982
3784,7B9088B6-4FF2-4C6B-8448-3F1AE8CB1929,ABY,KABY,ALBANY-SOUTHWEST GEORGIA REGIONAL AIRPORT CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,ALBANY,GA,,5E0427B3-5004-41E8-9885-580A6EB031E0,0,0,0,1,0,0,0.0180514601686355,0.478422041581887
3785,AC4CA0F3-9D86-453D-9C95-CA69A5B38CDE,ABY,KABY,ALBANY-SOUTHWEST GEORGIA REGIONAL AIRPORT CLASS E4,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E4,E,CIVIL,,L,,1,0,H24,,,,,ALBANY,GA,,5E0427B3-5004-41E8-9885-580A6EB031E0,0,0,0,1,0,0,0.00308644384972467,0.232110880649233
3786,CC1C9F3D-E1EA-4C76-99AF-C4D4621C31F1,ABQ,KABQ,ALBUQUERQUE CLASS E3,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E3,E,CIV,,L,,1,0,H24,,,,,ALBUQUERQUE,NM,,FC50BF53-167B-49DE-AF44-7D15FFC9E959,0,0,0,1,0,0,0.00138994101143908,0.167311651750403
3787,07BCEB28-15AE-49AF-9864-86C8E93D3B7A,ABQ,KABQ,ALBUQUERQUE CLASS E3,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E3,E,CIV,,L,,1,0,H24,,,,,ALBUQUERQUE,NM,,FC50BF53-167B-49DE-AF44-7D15FFC9E959,0,0,0,1,0,0,0.00119531314112464,0.147359411974265
3788,A630092F-E3E8-4675-9B46-7F6B4BCDC0BA,AXN,KAXN,ALEXANDRIA CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,H24,,,,,ALEXANDRIA,MN,,0A633257-2155-4318-93D0-1F8770B71216,0,0,0,1,0,0,0.0280093738383584,0.68743357547475
3789,A831F52C-0C16-4309-8C0B-100B9EF86467,AMG,KAMG,ALMA CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,ALMA,GA,,1F3DC681-FB44-4F7D-B8B6-4B4B76EC8F48,0,0,0,1,0,0,0.0163732974367576,0.455641455052982
3790,F03C95FA-C5B1-4BE7-A3AE-664CD32B6D61,AOO,KAOO,ALTOONA CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,H24,,,,,ALTOONA,PA,,784C35A2-633F-44E0-BB1E-626A8A9B4994,0,0,0,1,1,0,0.0987138566551948,1.12865550526795
3791,47EBF919-BF01-424C-85FF-04350D1FA95E,AMA,KAMA,AMARILLO CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,AMARILLO,TX,,F857C61E-08EE-40A7-B902-CEBBC389C21E,0,0,0,1,0,0,0.0266695327757134,0.583155174316607
3792,5CB719EA-D55B-4EAE-9EA2-9D250EFB9522,AMW,KAMW,AMES CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,H24,,,,,AMES,IA,,4EA2BE9B-FD18-4786-B2D7-54F8805AAED8,0,0,0,1,0,0,0.02093475515926,0.545507786274018
3793,A740014D-5CC3-4AAF-BAC5-7EAB4616F02B,EDF,PAED,"ANCHORAGE, ELMENDORF AFB CLASS E2",TI,3000,FT,MSL,,0,FT,SFC,CLASS,CLASS_E2,E,CIV,,L,,1,0,NOTAM,Legal description references NOTAM,,,,ANCHORAGE,AK,,580545A5-09BD-4FE7-BC4B-278862D4AD7A,0,0,1,0,0,0,0.018226942698675,0.550674315659585
3794,CBD6AFF5-96C0-4C5B-952E-265130A00686,ANC,PANC,ANCHORAGE CLASS E3,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E3,E,CIV,,L,,1,0,H24,,,,,ANCHORAGE,AK,,CA90C6A3-90FD-4C04-8E4B-FD74F6A2BE05,0,0,1,0,0,0,0.00393351820912358,0.308568093710837
3795,23BD76C1-C524-4503-BD35-5E80C23CA44E,MRI,PAMR,ANCHORAGE MERRILL FIELD CLASS E2,TI,2500,FT,MSL,,0,FT,SFC,CLASS,CLASS_E2,E,CIV,,L,,1,0,NOTAM,Legal description references NOTAM,,,,ANCHORAGE,AK,,5A1DF744-0E16-4402-842D-3B664BA955AB,0,0,1,0,0,0,0.0106497685637805,0.590017775673473
3796,6D49D09C-F0EE-4938-B953-BA1567249FDE,UAM,PGUA,ANDERSEN AFB CLASS E4,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E4,E,CIVIL,,L,,1,0,H24,,,,,ANDERSEN AFB,GU,,BACB8378-4F1B-47AA-9F5B-3328B76AF3BD,0,0,0,0,0,1,0.00310465763379852,0.325730226463126
3797,91C9497C-78ED-418A-9C52-C3C938080A6B,UAM,PGUA,ANDERSEN AFB CLASS E4,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E4,E,CIVIL,,L,,1,0,H24,,,,,ANDERSEN AFB,GU,,BACB8378-4F1B-47AA-9F5B-3328B76AF3BD,0,0,0,0,0,1,0.00787359037485658,0.39752714285993
3798,47CEBA34-F358-4D6A-BFC8-589D558C735F,AND,KAND,ANDERSON CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,H24,,,,,ANDERSON,SC,,DABA468C-1B70-4128-AE4C-0F5A387D157A,0,0,0,1,0,0,0.0237371848270413,0.604424455143161
3799,D1FD67E0-8FA4-47BC-BF97-D7181846854A,ANI,PANI,ANIAK CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIV,,L,,1,0,NOTAM,Legal description references NOTAM,,,,ANIAK,AK,,E7935C52-91CB-44C9-A3EE-161B1E35247C,0,0,1,0,0,0,0.0470796702165899,1.17710606830503
3800,9AD13F83-CDA5-43ED-895D-9DD252BAA5E3,ANB,KANB,ANNISTON CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,H24,,,,,ANNISTON,AL,,D123732E-BD65-4CA9-811B-172941EA146A,0,0,0,1,0,0,0.0316582171683422,0.634485005452949
3801,0C728DA8-5D97-4AD1-A09D-C6B7AA9E4E3D,ACV,KACV,ARCATA CLASS E2,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E2,E,CIVIL,,L,,1,0,H24,,,,,ARCATA,CA,,07A263C0-1A92-4AB4-A3DB-14FA76FC425F,0,0,0,1,0,1,0.0193795770542238,0.500604084853047
3802,CEC252BF-CC22-4887-900E-94B73ADD0843,ADM,KADM,ARDMORE CLASS E4,AA,-9998,,,,0,FT,SFC,CLASS,CLASS_E4,E,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,ARDMORE,OK,,DD3FCA62-082D-4947-9906-BC1B869AF94C,0,0,0,1,0,0,0.000698492960964359,0.115649586809511
