OBJECTID,FAA_ID,ICAO_ID,DESIGNATOR,SURFACE,TWY_OPER,Shape__Area,Shape__Length
1,HOM,PAHO,B_E,1,2,1.58880887099477e-07,0.00221520789941794
2,HOM,PAHO,C,1,2,1.8041373550659e-07,0.00211742170554836
3,HOM,PAHO,A,1,2,1.97100588175333e-07,0.00222889075004917
4,HOM,PAHO,E,1,2,1.41281634569168e-06,0.0130347160802691
5,HOM,PAHO,A,1,2,1.94467247638386e-07,0.0020493921413749
6,HOM,PAHO,D,1,2,1.25965016195551e-07,0.0015855922071677
7,HOM,PAHO,B,1,2,1.45418379044956e-07,0.00227103347186229
8,HOM,PAHO,B,1,2,1.84352757059969e-07,0.00207042388968876
9,HOM,PAHO,B_D,1,2,2.08752879690688e-07,0.00213708084961748
10,HOM,PAHO,D_E,1,2,2.88785673638325e-07,0.00275271217793655
11,HOM,PAHO,C_D,1,2,2.98760824080091e-07,0.00255868447486697
12,HOM,PAHO,B,1,2,3.27967307492622e-07,0.00339957158655417
13,HOM,PAHO,D,1,2,3.54587427864317e-07,0.00342523415851368
14,HOM,PAHO,D,1,2,4.62334355688654e-07,0.00476442157138396
15,HOM,PAHO,D,1,2,8.38538007180006e-07,0.00988891867311865
16,TPA,KTPA,G,1,2,2.26217392901296e-07,0.0022777744034274
17,TPA,KTPA,G_G2,1,2,2.62813561503761e-07,0.00208288847474004
18,TPA,KTPA,G,1,2,2.9429497772071e-07,0.00278630025845622
19,TPA,KTPA,G,1,2,3.04617287838482e-07,0.00259974168395831
20,TPA,KTPA,G,1,2,3.63057243796261e-07,0.00272013201260352
21,TPA,KTPA,G,1,2,3.78197455574991e-07,0.00329948034734708
22,TPA,KTPA,G_G3,1,2,5.05224639346658e-07,0.00324768915198253
23,TPA,KTPA,G,1,2,5.16101863468066e-07,0.00473277356204917
24,TPA,KTPA,W_V7,1,2,3.20386525816396e-07,0.00244979155463285
25,TPA,KTPA,V_V7,1,2,3.30414859934375e-07,0.00246954552137992
26,TPA,KTPA,V,1,2,5.84868757869117e-07,0.00526522560705616
27,TPA,KTPA,W,1,2,6.19265392742818e-07,0.00536524194675596
28,TPA,KTPA,A,1,2,3.05647745335591e-07,0.00265625756891683
29,TPA,KTPA,A_V,1,2,5.77018513487487e-07,0.0031799001192925
30,TPA,KTPA,B,1,2,1.27588160086546e-07,0.00167844312749614
31,TPA,KTPA,B,1,2,3.07622085426312e-07,0.00258131282192862
32,TPA,KTPA,W,1,2,4.66671508547734e-07,0.00411420544488319
33,TPA,KTPA,V,1,2,4.71344037578092e-07,0.00405769749629426
34,TPA,KTPA,A,1,2,2.09485252360142e-07,0.00226356385897279
35,TPA,KTPA,A_B_W7,1,2,1.04895502017754e-06,0.00493283431702111
36,TPA,KTPA,V,1,2,9.16378627103739e-08,0.00146655043111289
37,TPA,KTPA,B_V,1,2,4.25694447397235e-07,0.00258633077949905
38,TPA,KTPA,V6,1,2,2.07475153363168e-07,0.00227723050395001
39,TPA,KTPA,V5,1,2,1.10204050384876e-07,0.00154069887484641
40,TPA,KTPA,V_V6,1,2,3.24641636531564e-07,0.00245709329648435
41,TPA,KTPA,V4,1,2,8.87200036570404e-08,0.00135030436969487
42,TPA,KTPA,V3,1,2,1.21862207165535e-07,0.00167998833177249
43,TPA,KTPA,V2,1,2,6.57877854968233e-08,0.00114224167337701
44,TPA,KTPA,J,1,2,8.10269305728719e-08,0.00132937763962452
45,TPA,KTPA,W_W6_V5_V6,1,2,1.41666086950903e-06,0.0062849815075909
46,TPA,KTPA,J2,1,2,1.42843370283183e-07,0.0018702759043829
47,TPA,KTPA,J_J2,1,2,2.84319520644019e-07,0.00225328514560477
48,TPA,KTPA,J,1,2,9.61385479392174e-07,0.0094234650828786
49,TPA,KTPA,J,1,2,1.98831168697969e-07,0.00197550341324031
50,TPA,KTPA,W_W4_V2,1,2,8.33741046406961e-07,0.0044213000552057
51,TPA,KTPA,W,1,2,1.98010955174133e-07,0.00201995271947865
52,TPA,KTPA,W,1,2,3.82014832212008e-07,0.00346785192513388
53,TPA,KTPA,W_W5_V4,1,2,9.13143811863415e-07,0.00461417679065742
54,TPA,KTPA,W,1,2,2.01487128970862e-07,0.00191602979610851
55,LGB,KLGB,L1,1,2,5.64380084645821e-08,0.000995361245592032
56,TPA,KTPA,E2,1,2,1.6908309696112e-07,0.00216753356277088
57,TPA,KTPA,E,1,2,1.18202582964633e-07,0.00150511638821051
58,TPA,KTPA,E_E2,1,2,1.49932930071373e-07,0.0018111467035916
59,TPA,KTPA,E_E1,1,2,3.07884647554602e-07,0.00234869381452871
60,TPA,KTPA,E,1,2,3.7839163269382e-07,0.0035844675251319
61,TPA,KTPA,E,1,2,6.6101847551181e-07,0.0057604897824766
62,TPA,KTPA,E_UNK,1,2,3.32245562749411e-07,0.00242965786858645
63,TPA,KTPA,E_UNK,1,2,3.92333212875795e-07,0.00275466268890648
64,TPA,KTPA,E,1,2,4.65100356450421e-07,0.0043816580383865
65,TPA,KTPA,E_UNK,1,2,3.99814308889301e-07,0.00263007952002894
66,TPA,KTPA,UNK,1,2,7.47001869601423e-08,0.001167050796879
67,TPA,KTPA,UNK,1,2,5.2135192163405e-08,0.000937425083454602
68,TPA,KTPA,E,1,2,9.41181497182697e-08,0.00128580547981228
69,TPA,KTPA,E_UNK,1,2,3.01698037219467e-07,0.00234032431886656
70,TPA,KTPA,UNK,1,2,1.1297278932048e-07,0.00135748626526449
71,TPA,KTPA,UNK,1,2,4.91612290424992e-08,0.00104324456234272
72,TPA,KTPA,K,1,2,1.12098381259765e-07,0.00137104635676012
73,TPA,KTPA,N,1,2,4.64733602711931e-08,0.000863146723706285
74,TPA,KTPA,N,1,2,5.31621229832996e-08,0.00093107756856786
75,TPA,KTPA,N_UNK,1,2,1.04222271726968e-07,0.00133720171602916
76,TPA,KTPA,N_T_UNK,1,2,2.42710939464541e-07,0.00245512779645597
77,TPA,KTPA,Y,1,2,1.38031243259937e-07,0.00162395866542025
78,TPA,KTPA,Y_J2,1,2,2.24932509272115e-07,0.0021051777017597
79,TPA,KTPA,W,1,2,8.16480316759294e-08,0.00130657429945854
80,TPA,KTPA,J_W,1,2,2.47037477821288e-07,0.00199852301186611
81,TPA,KTPA,F,1,2,1.33182538775145e-07,0.00173724541046555
82,TPA,KTPA,R,1,2,1.60455783770885e-07,0.0021772797577744
83,TPA,KTPA,R,1,2,1.62832975547644e-07,0.0020392381550789
84,TPA,KTPA,R_F2,1,2,2.06901273700627e-07,0.00187953660070136
85,TPA,KTPA,R,1,2,2.26124029722996e-07,0.00281069583025593
86,TPA,KTPA,C,1,2,5.09472799420374e-07,0.00465866007312662
87,TPA,KTPA,C,1,2,2.04020125238458e-07,0.00208052714745602
88,TPA,KTPA,C,1,2,2.64271157203282e-07,0.00275368789632601
89,TPA,KTPA,C_G6,1,2,5.75931972088099e-07,0.00356820588677465
90,TPA,KTPA,G6,1,2,2.2470110350864e-07,0.00267620910959934
91,TPA,KTPA,C_C5_G4_G5,1,2,5.62268158090309e-07,0.00402750905183122
92,TPA,KTPA,G3,1,2,1.67606562039013e-07,0.00214728471811697
93,TPA,KTPA,C_G3,1,2,4.5536288605097e-07,0.00313698189261538
94,TPA,KTPA,G4,1,2,1.6592764485665e-07,0.0022239028493767
95,TPA,KTPA,G5,1,2,1.5890657773833e-07,0.00201801910018837
96,TPA,KTPA,B1,1,2,1.20016920845956e-07,0.00162168784382717
97,TPA,KTPA,B2,1,2,1.22706978800124e-07,0.00163381332208835
98,TPA,KTPA,A_B2,1,2,3.26307826981065e-07,0.00246886264676465
99,TPA,KTPA,B_B2,1,2,4.93751389815666e-07,0.00278966337244185
100,SAN,KSAN,C_J_C1_C2,1,2,7.22861204102698e-07,0.0033810906310451
101,SAN,KSAN,C2,1,2,2.17114403143481e-07,0.00241288802141735
102,SAN,KSAN,C1,1,2,3.4181458858501e-07,0.00286924443912298
103,TPA,KTPA,R_R3,1,2,2.29082339951725e-07,0.00216068265658094
104,TPA,KTPA,F_F1,1,2,2.46107674684026e-07,0.00211194524892394
105,TPA,KTPA,J_V,1,2,7.35247178985585e-07,0.0034784485147309
106,TPA,KTPA,Y,1,2,1.74650579755353e-07,0.00195967121452194
107,TPA,KTPA,V_V3,1,2,2.1045858574105e-07,0.00197827718056919
108,TPA,KTPA,V,1,2,2.69478505288134e-07,0.00266336741779393
109,TPA,KTPA,R_R2,1,2,2.17552949724475e-07,0.00203000851907979
110,TPA,KTPA,V_V4,1,2,3.40034971683251e-07,0.00250591428612495
111,TPA,KTPA,U,1,2,5.26118776818935e-07,0.00429275258013977
112,TPA,KTPA,W,1,2,5.06108975119671e-08,0.00108720025093557
113,TPA,KTPA,W_V3,1,2,2.333012129839e-07,0.00190724686320898
114,TPA,KTPA,V,1,2,2.18708692045766e-07,0.00228473541277626
115,TPA,KTPA,V,1,2,6.14321601665781e-08,0.00109275532837337
116,TPA,KTPA,V,1,2,2.29525085160276e-07,0.0019893873684348
117,TPA,KTPA,V,1,2,7.96316652730902e-08,0.00145764215387846
118,TPA,KTPA,UNK,1,2,2.27290228426574e-08,0.000681113870580374
119,TPA,KTPA,UNK,1,2,1.47522314364323e-08,0.000490022243817071
120,TPA,KTPA,Z,1,2,2.52480049311998e-07,0.00221429242888121
121,BOS,KBOS,M,1,2,2.05139031095314e-07,0.00186560826705853
122,TPA,KTPA,T,1,2,1.3004364080027e-07,0.0026131752221294
123,TPA,KTPA,J_K,1,2,6.7351875617655e-07,0.00330456450548629
124,TPA,KTPA,T,1,2,7.23543743530453e-07,0.0129186668493825
125,TPA,KTPA,N,1,2,5.31280145155133e-07,0.00553003089255433
126,TPA,KTPA,G2,1,2,7.12722939971711e-08,0.00117353535196189
127,TPA,KTPA,C,1,2,2.46988922003501e-07,0.00242815768151726
128,TPA,KTPA,N1,1,2,1.33380578384162e-07,0.00191784530898151
129,TPA,KTPA,N2,1,2,1.7244750890287e-07,0.00231950911743676
130,TPA,KTPA,N3,1,2,1.79716049888978e-07,0.00233751285934516
131,TPA,KTPA,E_N,1,2,5.95964822441494e-07,0.00304605340765342
132,TPA,KTPA,D_N,1,2,5.66720426982414e-07,0.0029258413279717
133,TPA,KTPA,L,1,2,4.74585297961447e-08,0.000976216081861279
134,TPA,KTPA,G1,1,2,6.35972466078716e-08,0.0010979024109465
135,TPA,KTPA,J,1,2,4.66423808308941e-08,0.000955101026117275
136,TPA,KTPA,C_C4_G2,1,2,4.18756199428022e-07,0.00257357671387712
137,TPA,KTPA,C_C7,1,2,2.08214765913192e-07,0.00211869173226043
138,TPA,KTPA,A_B_C_C6,1,2,7.96693839774654e-07,0.00403393096772953
139,TPA,KTPA,B1,1,2,1.17253266446876e-07,0.00170077852469871
140,TPA,KTPA,B,1,2,3.80411919922996e-07,0.00313828253961764
141,TPA,KTPA,B_B1,1,2,4.6346079988005e-07,0.00272870373376578
142,TPA,KTPA,C,1,2,4.01233606270313e-07,0.0032427740025217
143,DCA,KDCA,M,1,2,1.62295757144201e-07,0.0023340176461928
144,DCA,KDCA,B_K,1,2,2.23896677198354e-07,0.00200658120292385
145,DCA,KDCA,J_M,1,2,3.96816756077811e-07,0.00269698401547042
146,DCA,KDCA,W,1,2,6.22923246318408e-07,0.00411401493398262
147,DCA,KDCA,H,1,2,1.81422304919472e-07,0.00233711107616142
148,DCA,KDCA,J,1,2,1.11976582409246e-07,0.00145336243797283
149,DCA,KDCA,E_J,1,2,7.18718225546124e-07,0.00342035802349751
150,DCA,KDCA,H,1,2,1.46117209625166e-07,0.00198548696172951
151,DCA,KDCA,J,1,2,6.11807999265773e-07,0.00344950160287466
152,DCA,KDCA,H,1,2,9.27548171603121e-08,0.00129296696602176
153,DCA,KDCA,A_J,1,2,6.26826480509021e-07,0.00328897547752249
154,DCA,KDCA,P,1,2,1.44074178205778e-07,0.00156278305820836
155,DCA,KDCA,P,1,2,3.29765139284264e-07,0.00316601491938601
156,DCA,KDCA,J,1,2,4.33915829489706e-07,0.00379828328709648
157,DCA,KDCA,J,1,2,2.77772496490303e-07,0.00290490805934943
158,DCA,KDCA,J,1,2,9.37804998102365e-08,0.00130442456246011
159,DCA,KDCA,J_K2,1,2,3.58046013226865e-07,0.0025461422254551
160,DCA,KDCA,F,1,2,2.44159755565432e-07,0.00289398618128814
161,DCA,KDCA,K,1,2,3.64067187392028e-07,0.00289195490123695
162,DCA,KDCA,K,1,2,9.55182461095244e-08,0.00128034410900178
163,DCA,KDCA,J,1,2,2.48034824835291e-07,0.00253865916273186
164,DCA,KDCA,J,1,2,2.57359261013335e-07,0.00246376676429824
165,DCA,KDCA,C_K_P,1,2,6.15831192755933e-07,0.0034015697059292
166,DCA,KDCA,J_G1,1,2,2.40901412306219e-07,0.00212587858188154
167,DCA,KDCA,Z,1,2,9.72738713848897e-08,0.00153055277909833
168,DCA,KDCA,J,1,2,3.54591028706164e-07,0.00251809357095131
169,DCA,KDCA,Z,1,2,9.135896214367e-08,0.00125468110445465
170,DCA,KDCA,A_B_Z,1,2,2.28842974202064e-07,0.00216027616007718
171,DCA,KDCA,B,1,2,2.70561237790748e-07,0.00262111329828109
172,DCA,KDCA,M,1,2,5.96459317952006e-08,0.000993164269212658
173,DCA,KDCA,G_K,1,2,2.82982751427865e-07,0.00222577897550481
174,DCA,KDCA,S,1,2,2.52948337373105e-07,0.0028770262659583
175,DCA,KDCA,F_J,1,2,5.21938048036021e-07,0.00287177340084374
176,DCA,KDCA,N,1,2,2.05273636311176e-07,0.00209367381227598
177,DCA,KDCA,E,1,2,2.85911937680794e-07,0.00218841940662949
178,DCA,KDCA,G1,1,2,9.18067186031837e-08,0.00131830913569379
179,DCA,KDCA,G_J,1,2,4.31212532379672e-07,0.0027932458316899
180,DCA,KDCA,K_K2,1,2,4.82718282632103e-07,0.00272337098984786
181,DCA,KDCA,N,1,2,1.80419529142994e-07,0.00171302267893927
182,DCA,KDCA,N1_J,1,2,2.63954916590592e-07,0.00216145065817655
183,DCA,KDCA,K,1,2,3.37592017299326e-07,0.00329467269646453
184,DCA,KDCA,UNK,1,2,2.18212790059624e-08,0.000642793394697809
185,DCA,KDCA,M,1,2,1.24357429050795e-07,0.00164111943520662
186,DCA,KDCA,S,1,2,2.07962102519513e-07,0.00211074844305989
187,DCA,KDCA,J,1,2,3.24940059566112e-07,0.00247385758339632
188,DCA,KDCA,K,1,2,3.3992273529293e-07,0.00285655791474428
189,DCA,KDCA,N_N1,1,2,2.99231888399587e-07,0.0031273670916515
190,DCA,KDCA,F,1,2,3.28815115344105e-07,0.00298136800782756
191,DCA,KDCA,A,1,2,2.54632589612516e-07,0.00250650027266533
192,DCA,KDCA,S,1,2,2.42642733263437e-07,0.00311717549657229
193,DCA,KDCA,F,1,2,1.01713668449171e-07,0.00178008459876406
194,DCA,KDCA,K,1,2,2.89199761027703e-07,0.00255166979706113
195,DCA,KDCA,Z,1,2,3.30403963744175e-07,0.00427014436441781
196,DCA,KDCA,E,1,2,1.69119866610945e-07,0.00205264444408991
197,DCA,KDCA,L,1,2,2.18925167343523e-07,0.00214076550864757
198,DCA,KDCA,N_S_UNK,1,2,6.06667510663281e-07,0.00391219521248426
199,DCA,KDCA,K_UNK,1,2,2.58048430623603e-07,0.00200511270996218
200,DCA,KDCA,N,1,2,1.239467944383e-07,0.0016965473699334
201,DCA,KDCA,G_G1,1,2,1.79824927920569e-07,0.0018184808333476
202,DCA,KDCA,F,1,2,2.60012029684731e-07,0.00282651160438476
203,DCA,KDCA,N,1,2,2.41536670705922e-07,0.0024407750992444
204,DCA,KDCA,K_K1,1,2,3.73996754394237e-07,0.00234944603236511
205,DCA,KDCA,K,1,2,1.59000760882252e-07,0.00179974757229772
206,DCA,KDCA,K_K5,1,2,3.76267344692782e-07,0.00264014553482717
207,DCA,KDCA,B_P,1,2,3.3953685282806e-07,0.00239349477229154
208,DCA,KDCA,M,1,2,2.57461179797511e-07,0.00265741949040207
209,DCA,KDCA,M,1,2,2.87774206575442e-07,0.00298458943403061
210,DCA,KDCA,J,1,2,1.07919723851824e-07,0.00136445522696965
211,LGB,KLGB,L3,1,2,6.22117113380227e-08,0.00115084782489115
212,DCA,KDCA,K_N_L,1,2,3.95599518886181e-07,0.00276166869746092
213,DCA,KDCA,H,1,2,2.30465346355568e-07,0.00257545895746529
214,DCA,KDCA,F_K,1,2,2.86573194875072e-07,0.00224763229501855
215,DCA,KDCA,K,1,2,2.38729626289569e-07,0.00210493606694038
216,DCA,KDCA,K_W,1,2,1.73028677320081e-07,0.00162246690946403
217,DCA,KDCA,J,1,2,3.86113388326295e-07,0.0031459272816715
218,DCA,KDCA,S_K_J,1,2,7.40040425266375e-07,0.00442223321577912
219,DCA,KDCA,J_K5_P,1,2,5.63850275858702e-07,0.00349285383426055
220,DCA,KDCA,A,1,2,2.36626729933822e-07,0.00237189189753626
221,DCA,KDCA,K_N_UNK,1,2,5.17753700579821e-07,0.00307267509900589
222,DCA,KDCA,F_H,1,2,3.03831123156517e-07,0.00285145825572766
223,DCA,KDCA,M,1,2,1.72938467801406e-07,0.00191568059195514
224,DCA,KDCA,C_K_P,1,2,2.20573196332841e-07,0.00187084771246513
225,DCA,KDCA,K,1,2,5.53293865945825e-07,0.00488707285042995
226,DCA,KDCA,G,1,2,1.55490639482114e-07,0.00205496572048627
227,DCA,KDCA,UNK,1,2,2.72009401669493e-08,0.000786631136859481
228,DCA,KDCA,F,1,2,2.45553707036231e-07,0.00235347236722123
229,DCA,KDCA,A,1,2,2.56639826154426e-07,0.00277544960752646
230,DCA,KDCA,K,1,2,1.74760089066694e-07,0.0020033203595112
231,DCA,KDCA,J,1,2,7.03402974977507e-07,0.00434594654256346
232,DCA,KDCA,C,1,2,3.63883800712055e-07,0.00321234312385779
233,DCA,KDCA,J_K1_N,1,2,6.50409103335886e-07,0.00351353063857907
234,DCA,KDCA,E,1,2,2.88139319577774e-07,0.00273961346700651
235,DCA,KDCA,M,1,2,1.65335351277017e-07,0.00212045003409415
236,DCA,KDCA,K,1,2,2.43954564558072e-07,0.00220264921669082
237,DCA,KDCA,N,1,2,2.61852164840093e-07,0.00268549054300851
238,DCA,KDCA,G,1,2,1.91804875636706e-08,0.000673377391174347
239,DCA,KDCA,K2,1,2,4.21704405401645e-08,0.00154047177819378
240,DCA,KDCA,N,1,2,4.42273631051648e-08,0.00098471807945739
241,DCA,KDCA,N1,1,2,3.61537387527644e-08,0.000824410898014155
242,DCA,KDCA,K1,1,2,2.85563007233758e-08,0.00110500539807712
243,DCA,KDCA,G,1,2,3.36759074799197e-08,0.00135018933655926
244,DCA,KDCA,F,1,2,2.96227712463792e-08,0.00137783258207118
245,DCA,KDCA,K5,1,2,1.94153345215776e-08,0.00114858910163284
246,DCA,KDCA,B,1,2,2.5910594558809e-08,0.00130884868131695
247,DCA,KDCA,J,1,2,3.16423336591681e-07,0.00266616731148563
248,DCA,KDCA,K,1,2,4.65523297603875e-07,0.00464608826824837
249,LGA,KLGA,B,1,2,1.7637603377807e-08,0.000688713869422711
250,LGA,KLGA,B,1,2,3.82635171949919e-08,0.0010069787554451
251,LGA,KLGA,A,1,2,2.88830506178783e-08,0.000940940570262041
252,LGA,KLGA,UNK,1,2,3.13532382278936e-08,0.000779928172292391
253,LGA,KLGA,A,1,2,5.31943819079977e-08,0.0010910097004417
254,LGA,KLGA,B_D,1,2,3.94929884350859e-07,0.00289337810162279
255,RTS,KRTS,A_A2,1,2,1.76925823325291e-07,0.00176139791390015
256,RTS,KRTS,A,1,2,1.21331549962633e-06,0.0162817405477433
257,LGA,KLGA,B_J,1,2,6.54336190564209e-07,0.00480706005738343
258,LGA,KLGA,B_V_W,1,2,4.96568132526271e-07,0.00339840275385279
259,LGA,KLGA,A_UNK,1,2,2.65689191609325e-07,0.00205708420007658
260,LGA,KLGA,A_UNK,1,2,1.48062554217177e-07,0.00151150000412431
261,LGA,KLGA,B,1,2,3.69405597666628e-07,0.00380754608073243
262,ART,KART,A_B,1,2,6.6187219452396e-07,0.00466063171618331
263,GEV,KGEV,UNK,1,2,4.04380894585693e-08,0.000904049350916119
264,GEV,KGEV,UNK,1,2,4.9060364863511e-09,0.000344541351768579
265,LGA,KLGA,A,1,2,4.53049324278254e-07,0.00281167546984101
266,LGA,KLGA,A_UNK,1,2,5.88283098103271e-07,0.00312598628327074
267,LGA,KLGA,B_Z,1,2,2.6617241218399e-07,0.00216352159779909
268,LGA,KLGA,B_M,1,2,4.32042497777729e-07,0.00331756637199646
269,LGA,KLGA,A_H,1,2,1.41443251777673e-07,0.00152225044827814
270,GEV,KGEV,UNK,1,2,2.49519871431403e-08,0.000891019409491963
271,GEV,KGEV,UNK,1,2,2.57193005599385e-08,0.000963148043760032
272,GEV,KGEV,UNK,1,2,7.41834082053708e-09,0.000350056152108742
273,GEV,KGEV,UNK,1,2,9.89371073956136e-09,0.0004322358473877
274,GEV,KGEV,UNK,1,2,4.33036120850439e-09,0.000306079236881527
275,GEV,KGEV,UNK,1,2,5.05133357364684e-09,0.000292451062376161
276,GEV,KGEV,UNK,1,2,3.6231995181879e-09,0.000245200577024831
277,PSC,KPSC,HOT CARGO,1,2,8.61447157808615e-08,0.0012523643047452
278,TUS,KTUS,L_C1,1,2,1.18865142808428e-07,0.00173396642012133
279,TUS,KTUS,C1,1,2,2.35541569068576e-07,0.00375489501361796
280,GEV,KGEV,UNK,1,2,3.48976663777471e-09,0.000256058005332198
281,GEV,KGEV,UNK,1,2,9.32456889956787e-09,0.00039954013443121
282,GEV,KGEV,A,1,2,8.48874503206086e-08,0.0014321892577855
283,GEV,KGEV,A_B,1,2,9.20685649247188e-08,0.00129124303972291
284,GEV,KGEV,A,1,2,2.66262438810769e-07,0.00416089455327071
285,GEV,KGEV,A,1,2,3.68147612166136e-07,0.00650608147008815
286,GEV,KGEV,B,1,2,7.17834612732129e-08,0.00169724298855423
287,GEV,KGEV,A,1,2,1.04102764384578e-07,0.00162033026473791
288,GEV,KGEV,UNK,1,2,1.46024146555762e-07,0.00289450687088684
289,GEV,KGEV,UNK,1,2,2.37211933734605e-07,0.00785038260630627
290,GEV,KGEV,UNK,1,2,4.24580233167673e-08,0.00116529412529581
291,RTS,KRTS,B,1,2,8.0126983448281e-07,0.00977813982747715
292,RTS,KRTS,B_B4,1,2,2.14867097315941e-07,0.00234228370400111
293,RTS,KRTS,B,1,2,1.32787772599841e-06,0.0162219195462535
294,RTS,KRTS,B_B2_UNK,1,2,4.11452819674626e-07,0.00298970523865508
295,RTS,KRTS,B,1,2,9.50931280385703e-07,0.0120089637504646
296,RTS,KRTS,B_B3_UNK,1,2,3.18366433469525e-07,0.00282773715219076
297,RTS,KRTS,B,1,2,3.63202116585807e-07,0.00468037664625277
298,RTS,KRTS,UNK,1,7,3.66181585357769e-08,0.00110365216409793
299,RTS,KRTS,UNK,1,7,4.63073774881195e-08,0.00101273692456414
300,RTS,KRTS,UNK,1,2,1.02405920188176e-07,0.00156434948387225
301,RTS,KRTS,UNK,1,2,1.09676875581499e-07,0.00164924613021267
302,RTS,KRTS,UNK,1,7,2.06961340154521e-06,0.00906502070361502
303,RTS,KRTS,C,1,2,1.32982358991285e-06,0.0162273444467939
304,RTS,KRTS,UNK,1,7,2.96364123641979e-06,0.0123813305535994
305,RTS,KRTS,UNK,1,7,1.20899585454026e-07,0.00303720437907934
306,RTS,KRTS,UNK,1,7,3.82748112315312e-07,0.00530156615906367
307,RTS,KRTS,UNK,1,7,4.56975612905808e-07,0.00314798895046744
308,RTS,KRTS,UNK,1,7,8.53407527756644e-07,0.00428127871522775
309,RTS,KRTS,UNK,1,7,1.14319431795962e-06,0.00631652121706923
310,RTS,KRTS,UNK,1,7,1.21124685392715e-06,0.0153740782328904
311,RTS,KRTS,UNK,1,7,1.27587691167719e-06,0.00657625129651344
312,RTS,KRTS,C,1,2,1.40033989737276e-07,0.00171772077042987
313,RTS,KRTS,UNK,1,7,1.03467114757894e-06,0.0218836649373651
314,RTS,KRTS,C_UNK,1,2,1.28808290154707e-07,0.0017526625494647
315,RTS,KRTS,C,1,2,2.48706950790878e-07,0.00364797578916179
316,PBI,KPBI,UNK,1,2,7.2850752985687e-08,0.0010862981370895
317,PBI,KPBI,T_T1,1,2,1.48722188286765e-07,0.00161556833710519
318,PBI,KPBI,R_T1,1,2,8.78102941557352e-08,0.00121590260887263
319,PBI,KPBI,T1,1,2,1.03876157540178e-07,0.00142594432764197
320,PBI,KPBI,L_L1,1,2,1.29340750668755e-07,0.00164671681410044
321,PBI,KPBI,L_L7,1,2,1.87333521249264e-07,0.00189059722559579
322,PBI,KPBI,C,1,2,2.1076175471535e-07,0.00197766697463569
323,BOS,KBOS,B,1,2,2.46965100814123e-07,0.0035026743599494
324,BOS,KBOS,B,1,2,9.38254515858716e-07,0.00699824340980911
325,BOS,KBOS,M_N _R,1,2,1.88422029178195e-06,0.00708797572096814
326,BOS,KBOS,M_T,1,2,5.00873232368859e-07,0.00282845881374721
327,BOS,KBOS,N_N3,1,2,7.53187137977895e-07,0.00475228373663244
328,BOS,KBOS,N,1,2,1.24992696796944e-07,0.00140749925510317
329,BOS,KBOS,B,1,2,4.69246515422128e-07,0.00368865912486909
330,BOS,KBOS,N,1,2,1.88213826184114e-07,0.00210377275714061
331,BOS,KBOS,N,1,2,1.13133038407917e-07,0.00144094620782972
332,BOS,KBOS,N2,1,2,1.99010731619792e-07,0.0023019783236332
333,BOS,KBOS,N,1,2,3.16509809059756e-07,0.00263572444193387
334,BOS,KBOS,N_N2,1,2,3.46778706132589e-07,0.00254731229610025
335,BOS,KBOS,A,1,2,5.9856211009901e-07,0.00360877469729288
336,BOS,KBOS,L,1,2,1.16237280332193e-07,0.00148003685107991
337,BOS,KBOS,B_L,1,2,8.22923575630186e-07,0.00432217467722985
338,BOS,KBOS,N2,1,2,1.13398300527479e-07,0.00137862280681025
339,ATL,KATL,R10,1,2,2.30488364734438e-07,0.00234491245146191
340,ATL,KATL,UNK,1,2,1.41486166517144e-07,0.00168938162999988
341,ATL,KATL,UNK,1,2,1.97217435212588e-07,0.00194213549576612
342,RTS,KRTS,A2,1,2,9.23473635339178e-08,0.00132191610039321
343,RTS,KRTS,A2,1,2,1.19708147394704e-07,0.00155900575084794
344,ATL,KATL,UNK,1,2,4.58807775546161e-07,0.00505972075385407
345,ATL,KATL,UNK,1,2,2.10744211582604e-07,0.00192401592557205
346,LGA,KLGA,A_J,1,2,2.08099891096936e-07,0.00182970985332573
347,LGA,KLGA,B_K,1,2,1.68824499269249e-07,0.00172466517007982
348,RTS,KRTS,UNK,1,2,8.32955522247353e-08,0.00136647024747994
349,RTS,KRTS,UNK,1,2,8.42333065520506e-08,0.00154961194222318
350,RTS,KRTS,UNK,1,2,8.56721271702554e-08,0.00157171985890696
351,RTS,KRTS,A_UNK,1,2,9.11901189386277e-08,0.00128566988820572
352,RTS,KRTS,A_UNK,1,2,9.12087974591635e-08,0.00126043299532327
353,RTS,KRTS,A_UNK,1,2,9.35386247468556e-08,0.00133110712824371
354,RTS,KRTS,UNK,1,2,9.39606913039071e-08,0.0014111412993927
355,RTS,KRTS,UNK,1,2,1.14842508572299e-07,0.00144000478194859
356,RTS,KRTS,UNK,1,2,1.25820962478679e-07,0.00166471718696887
357,RTS,KRTS,B_B1,1,2,2.51040945109873e-07,0.00225326462858261
358,RTS,KRTS,B,1,2,1.43696070153965e-07,0.00190578000213463
359,RTS,KRTS,B4,1,2,1.11857843876351e-07,0.00180594332794956
360,RTS,KRTS,B1,1,2,1.45314998867274e-07,0.00210607781733445
361,RTS,KRTS,B2,1,2,1.51169086089198e-07,0.00212986639357382
362,RTS,KRTS,B3,1,2,1.82400035173003e-07,0.00241150051681386
363,YAK,PAYA,D,1,2,1.53846209180117e-07,0.00256693888322213
