X,Y,OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,FREQUENCY,MAGVAR,ILS_TYPE,TYPE_CODE,ILSSYS_ID,CLASS,CHANNEL,VOICE,STATUS,BCKCRS_STS,BCKCRS_USE,MAGBRG,MARKER_LOC,SLAVEVAR,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
-85.846923056,33.596465278,1,AEE22767-7E35-40D0-9EB9-EB1BABBA4B5C,I-ANB,,33-35-47.275N,085-50-48.923W,111.5,-4,7,,3A6297EA-6208-413E-996D-BB089EBF7ACA,,,0,RESTRICTED,3,,52.45,,1,0,0,1,0,0,0
-85.8655397219999,33.583841944,2,F6082FEF-42FC-4E41-A715-84319D2DADE9,I-ANB,,33-35-01.831N,085-51-55.943W,332.9,-4,8,,3A6297EA-6208-413E-996D-BB089EBF7ACA,,,0,OTHER,,,,,1,0,0,1,0,0,0
-85.8733288889999,33.5768883330001,3,5A880B1E-8A12-43FD-9611-58C92E7BB233,NB,,33-34-36.798N,085-52-23.984W,,-4,0,1,3A6297EA-6208-413E-996D-BB089EBF7ACA,FM,,0,DECOMM,,,,M,1,0,0,1,0,0,0
-85.9307908329999,33.5343475,4,902B5DD2-0447-4884-836A-8D64F76C934E,AN,BOGGA,33-32-03.651N,085-55-50.847W,,-4,0,5,3A6297EA-6208-413E-996D-BB089EBF7ACA,FM,,0,IFR,,,,O,1,0,0,1,0,0,0
-85.9307908329999,33.5343475,5,2910C21C-ABFF-49DD-88C3-3B7B71E58923,AN,BOGGA,33-32-03.651N,085-55-50.847W,211,-4,1,COMLO,3A6297EA-6208-413E-996D-BB089EBF7ACA,L,,0,OTHER,,,,O,1,0,0,1,0,0,0
-86.7362666669999,33.5751094440001,6,35DCD102-3060-404E-A010-666504DD4F93,I-BHM,,33-34-30.397N,086-44-10.555W,110.3,-3,7,,1303A5AC-7A7A-4372-91CA-A23C7A026551,,,0,IFR,2,,58.47,,3,0,0,1,0,0,0
-86.769578611,33.5573000000001,7,19BCBB45-50A6-43C4-95E1-97873F069CD9,I-BHM,,33-33-26.281N,086-46-10.489W,335,-3,8,,1303A5AC-7A7A-4372-91CA-A23C7A026551,,,0,OTHER,,,,,3,0,0,1,0,0,0
-86.773953889,33.5534058330001,8,8EEC9939-F314-462C-84AB-305458900E0F,,,33-33-12.256N,086-46-26.227W,,-3,0,1,1303A5AC-7A7A-4372-91CA-A23C7A026551,FM,,0,IFR,,,,I,3,0,0,1,0,0,0
-86.778598333,33.5507313890001,9,5DA656D3-6A42-4CEA-A533-56EC5F52B3A6,HM,,33-33-02.629N,086-46-42.954W,,-3,0,1,1303A5AC-7A7A-4372-91CA-A23C7A026551,FM,,0,DECOMM,,,,M,3,0,0,1,0,0,0
-86.845640278,33.5114966670001,10,4D9F0F20-13C7-43A9-84EE-A88978E0D152,BH,MCDEN,33-30-41.396N,086-50-44.283W,,-3,0,5,1303A5AC-7A7A-4372-91CA-A23C7A026551,FM,,0,IFR,,,,O,3,0,0,1,0,0,0
-86.845640278,33.5114966670001,11,9055AB37-A894-4E56-A674-69218CC13196,BH,MCDEN,33-30-41.396N,086-50-44.283W,224,-3,1,,1303A5AC-7A7A-4372-91CA-A23C7A026551,L,,0,OTHER,,,,O,3,0,0,1,0,0,0
-86.747203333,33.5509233330001,12,6F932571-6378-4266-A141-98A34ABDF776,I-BXO,,33-33-03.323N,086-44-49.925W,111.3,-3,7,,5D19A36A-C999-41EC-AEFC-942D8951BFEB,,,0,RESTRICTED,0,,183.03,,3,0,0,1,0,0,0
-86.747201667,33.550792222,13,42634116-4D20-4826-AAE7-8CA7B5D6E849,I-BXO,,33-33-02.847N,086-44-49.926W,,-3,2,,5D19A36A-C999-41EC-AEFC-942D8951BFEB,,50X,0,RESTRICTED,,,,,3,0,0,1,0,0,0
-86.7744827779999,33.553101111,14,3E691E90-1F06-4156-BFE3-AE82EEF29988,I-ROE,,33-33-11.164N,086-46-28.136W,109.5,-3,7,,127BFD36-EA60-4FDB-8027-F0710E425BFA,,,0,IFR,,,238.48,,3,0,0,1,0,0,0
-86.746318056,33.5704369440001,15,D8DBC3F0-D3C8-413F-98E1-43F3991A0DC0,I-ROE,,33-34-13.573N,086-44-46.746W,332.6,-3,8,,127BFD36-EA60-4FDB-8027-F0710E425BFA,,,0,OTHER,,,,,3,0,0,1,0,0,0
-86.7423502779999,33.5716316670001,16,584423A2-4003-4C63-BEFA-5E4A037E44AE,OE,,33-34-17.874N,086-44-32.461W,,-3,0,1,127BFD36-EA60-4FDB-8027-F0710E425BFA,FM,,0,DECOMM,,,,M,3,0,0,1,0,0,0
-86.678766111,33.6076030560001,17,A7144AB7-3235-4B15-BE91-A14BC4949326,RO,ROEBY,33-36-27.371N,086-40-43.558W,,-3,0,4,127BFD36-EA60-4FDB-8027-F0710E425BFA,FM,,0,DECOMM,,,,O,3,0,0,1,0,0,0
-86.678766111,33.6076030560001,18,F8B78402-03EB-4AD9-B023-1E17F13209A4,RO,ROEBY,33-36-27.371N,086-40-43.558W,394,-3,1,COMLO,127BFD36-EA60-4FDB-8027-F0710E425BFA,L,,0,DECOMM,,,,O,3,0,0,1,0,0,0
-86.774800278,33.553880556,19,AA9D0B32-15F4-4924-81EB-FC4AE5696193,I-ROE,,33-33-13.964N,086-46-29.283W,,-3,2,,127BFD36-EA60-4FDB-8027-F0710E425BFA,,32X,0,IFR,,,,,3,0,0,1,0,0,0
-86.557747222,34.847475,20,7EE91D08-1952-43D5-B79D-61C66E45E239,I-MDQ,,34-50-50.910N,086-33-27.890W,109.75,-4,7,,EDE719B6-D475-40FF-9378-F0F3503EA747,,,0,IFR,,,184.93,,4,0,0,1,0,0,0
-86.558760278,34.86623,21,CA6EC4EA-EDCA-435C-937E-C538180AABDB,I-MDQ,,34-51-58.428N,086-33-31.537W,333.05,-4,8,,EDE719B6-D475-40FF-9378-F0F3503EA747,,,0,OTHER,,,,,4,0,0,1,0,0,0
-86.558694444,34.847805556,22,897E3C9D-CAF2-4CFF-9819-CD6417F1EE79,I-MDQ,,34-50-52.100N,086-33-31.300W,,-4,2,,EDE719B6-D475-40FF-9378-F0F3503EA747,,34Y,0,IFR,,,,,4,0,0,1,0,0,0
-87.323155,33.902236111,23,0E5904AB-429A-4222-8975-EFD27720448D,I-JFX,,33-54-08.050N,087-19-23.358W,108.9,-1,7,,7C641662-4364-4127-8E81-543A36D69C70,,,0,IFR,,,272.86,,1,0,0,1,0,0,0
-87.3090669439999,33.900756389,24,D12D0997-8F0B-42A9-91E4-7FC46F2D3962,I-JFX,,33-54-02.723N,087-18-32.641W,329.3,-1,8,,7C641662-4364-4127-8E81-543A36D69C70,,,0,OTHER,,,,,1,0,0,1,0,0,0
-87.322689444,33.901486667,25,33201B6C-AD22-49C2-B134-129767CFB7E8,I-JFX,,33-54-05.352N,087-19-21.682W,,-1,2,,7C641662-4364-4127-8E81-543A36D69C70,,26X,0,RESTRICTED,,,,,1,0,0,1,0,0,0
-86.043558333,33.5785111110001,26,7DDAF380-1EAF-45F9-8EFA-48F329BDC781,I-ASN,,33-34-42.640N,086-02-36.810W,109.95,-3,7,,1AF09A6E-1869-45E3-9985-468F3AD3BD53,,,0,IFR,,,38.38,,3,0,0,1,0,0,0
-86.0545611109999,33.5642861110001,27,2E96109A-8B21-40C4-A359-1EEEEDEC31D2,I-ASN,,33-33-51.430N,086-03-16.420W,333.65,-3,8,,1AF09A6E-1869-45E3-9985-468F3AD3BD53,,,0,OTHER,,,,,3,0,0,1,0,0,0
-86.0454055559999,33.5789638890001,28,BE96708A-F14D-4B9E-A706-BED2BF80424B,I-ASN,,33-34-44.270N,086-02-43.460W,,-3,2,,1AF09A6E-1869-45E3-9985-468F3AD3BD53,,36Y,0,IFR,,,,,3,0,0,1,0,0,0
-86.005903611,31.863852778,29,D1EB4A66-2DAB-4643-8155-932BB639D709,I-TOI,,31-51-49.870N,086-00-21.253W,108.9,-4,7,,D3BB345F-2546-4932-BE75-E2C660F6D87A,,,0,RESTRICTED,3,,73.51,,4,0,0,1,0,0,0
-86.024075,31.8576861110001,30,1C84B942-DBEB-47B5-A2EF-225548A3F893,I-TOI,,31-51-27.670N,086-01-26.670W,329.3,-4,8,,D3BB345F-2546-4932-BE75-E2C660F6D87A,,,0,OTHER,,,,,4,0,0,1,0,0,0
-86.030953333,31.8559880560001,31,C40C4950-021F-428B-AA7C-03CB41529D4C,OI,,31-51-21.557N,086-01-51.432W,,-4,0,1,D3BB345F-2546-4932-BE75-E2C660F6D87A,FM,,0,DECOMM,,,,M,4,0,0,1,0,0,0
-86.105951111,31.830797778,32,38C631A2-E34E-4801-BDD2-1314AAA81494,TO,BLOOD,31-49-50.872N,086-06-21.424W,,-4,0,3,D3BB345F-2546-4932-BE75-E2C660F6D87A,FM,,0,DECOMM,,,,O,4,0,0,1,0,0,0
-86.105951111,31.830797778,33,74ECE840-3713-4225-AF7B-69E0623212CA,TO,BLOOD,31-49-50.872N,086-06-21.424W,365,-4,1,,D3BB345F-2546-4932-BE75-E2C660F6D87A,L,,0,OTHER,,,,O,4,0,0,1,0,0,0
-86.005645,31.8631516670001,34,BC397279-B411-43CE-A0F4-981A010A1285,I-TOI,,31-51-47.346N,086-00-20.322W,,-4,2,,D3BB345F-2546-4932-BE75-E2C660F6D87A,,26X,0,IFR,,,,,4,0,0,1,0,0,0
-110.371224167,31.587555556,35,049EDB1F-D1DE-4F68-97FB-E4901D761EAE,I-FHU,,31-35-15.200N,110-22-16.407W,109.9,10,7,,6E09B130-8D8E-4223-A159-755F7D353EF2,,,0,IFR,,,259.91,,13,0,0,1,0,0,0
-110.331569444,31.586520278,36,4DF6F50D-C5A4-4FED-B52D-3EED05DB10A7,I-FHU,,31-35-11.473N,110-19-53.650W,333.8,10,8,,6E09B130-8D8E-4223-A159-755F7D353EF2,,,0,OTHER,,,,,13,0,0,1,0,0,0
-94.111428056,36.3620247220001,37,E84F9C25-ACD3-4573-BD30-AE80EA2FA2DC,I-ROG,,36-21-43.289N,094-06-41.141W,111.5,1,7,,61E54D57-AE7E-4B3F-80D7-09EF06D73D6C,,,0,IFR,0,,198.17,,4,0,0,1,0,0,0
-94.105239167,36.3777105560001,38,0008AF14-0DF8-4B21-B1BD-A89ABED693AF,I-ROG,,36-22-39.758N,094-06-18.861W,332.9,1,8,,61E54D57-AE7E-4B3F-80D7-09EF06D73D6C,,,0,OTHER,,,,,4,0,0,1,0,0,0
-94.100578056,36.3872825,39,45D3D5FC-27FB-4D54-AEA9-BECDE2D12C4E,OG,,36-23-14.217N,094-06-02.081W,,1,0,1,61E54D57-AE7E-4B3F-80D7-09EF06D73D6C,FM,,0,DECOMM,,,,M,4,0,0,1,0,0,0
-94.069464722,36.461150278,40,ABD2E195-F32C-4A55-B5F3-A730E17257BC,RO,ROGRS,36-27-40.141N,094-04-10.073W,,1,0,5,61E54D57-AE7E-4B3F-80D7-09EF06D73D6C,FM,,0,DECOMM,,,,O,4,0,0,1,0,0,0
-94.069464722,36.461150278,41,67635333-4F7E-4636-B05D-60B233FC5C77,RO,ROGRS,36-27-40.141N,094-04-10.073W,263,1,1,COMLO,61E54D57-AE7E-4B3F-80D7-09EF06D73D6C,L,,0,OTHER,,,,O,4,0,0,1,0,0,0
-94.1105727779999,36.3617747220001,42,D53B4A46-60ED-4CCD-A3D8-9BD0AAAB1AF9,I-ROG,,36-21-42.389N,094-06-38.062W,,1,2,,61E54D57-AE7E-4B3F-80D7-09EF06D73D6C,,52X,0,IFR,,,,,4,0,0,1,0,0,0
-94.004599444,33.443528889,43,23CB7E6B-DFF8-4377-A4DA-CE10FAFCD78B,I-TXK,,33-26-36.704N,094-00-16.558W,111.9,5,7,,A6E0A422-81F8-4DE6-A438-4AC452013D94,,,0,IFR,2,Y,219.98,,5,0,0,1,0,0,0
-93.9876475,33.456198611,44,813B64A9-2F9B-4E61-9836-E7F6D8FCF659,I-TXK,,33-27-22.315N,093-59-15.531W,331.1,5,8,,A6E0A422-81F8-4DE6-A438-4AC452013D94,,,0,OTHER,,,,,5,0,0,1,0,0,0
-93.9785372219999,33.465405833,45,D58C9239-6046-4236-A116-9C584EF7CEC3,XK,,33-27-55.461N,093-58-42.734W,,5,0,1,A6E0A422-81F8-4DE6-A438-4AC452013D94,FM,,0,DECOMM,,,,M,5,0,0,1,0,0,0
-93.906044444,33.5241058330001,46,1D1A79CD-DBF2-43A1-B58F-DD6B8C9B9731,TX,TECCO,33-31-26.781N,093-54-21.760W,,5,0,5,A6E0A422-81F8-4DE6-A438-4AC452013D94,FM,,0,DECOMM,,,,O,5,0,0,1,0,0,0
-93.906044444,33.5241058330001,47,154D1EC9-9B63-4551-B580-0FD0FAEC747A,TX,TECCO,33-31-26.781N,093-54-21.760W,234,5,1,COMLO,A6E0A422-81F8-4DE6-A438-4AC452013D94,L,,0,OTHER,,,,O,5,0,0,1,0,0,0
-94.0054119439999,33.443875,48,A61F8638-43E2-4D05-B098-013C6566160E,I-TXK,,33-26-37.950N,094-00-19.483W,,5,2,,A6E0A422-81F8-4DE6-A438-4AC452013D94,,56X,0,RESTRICTED,,,,,5,0,0,1,0,0,0
-124.113921111,40.986451667,49,6F90ED40-FCB1-4ADD-AD35-10BC35C2DF12,I-ACV,,40-59-11.224N,124-06-50.114W,109.5,17,7,,AAD60799-5985-4ECB-A5B5-7E27015DBF59,,,0,IFR,3,,315.75,,17,0,0,1,0,0,0
-124.103832222,40.974011944,50,7EFFA33C-4E59-48E6-A7BB-4A3C8992F9AA,I-ACV,,40-58-26.443N,124-06-13.797W,332.6,17,8,,AAD60799-5985-4ECB-A5B5-7E27015DBF59,,,0,OTHER,,,,,17,0,0,1,0,0,0
-124.099012778,40.964542222,51,9CF418AF-B930-4575-8799-898852AC0618,CV,ABETA,40-57-52.352N,124-05-56.446W,,17,0,4,AAD60799-5985-4ECB-A5B5-7E27015DBF59,FM,,0,DECOMM,,,,M,17,0,0,1,0,0,0
-124.099012778,40.964542222,52,98F3F671-8504-4C08-B137-ED7B922CF08A,CV,ABETA,40-57-52.352N,124-05-56.446W,233,17,1,,AAD60799-5985-4ECB-A5B5-7E27015DBF59,L,,0,DECOMM,,,,M,17,0,0,1,0,0,0
-124.0571775,40.9025111110001,53,2CB9868E-A54B-4CE8-AD75-DCCC4B97DD34,AC,ACATA,40-54-09.040N,124-03-25.839W,,17,0,1,AAD60799-5985-4ECB-A5B5-7E27015DBF59,FM,,0,DECOMM,,,,O,17,0,0,1,0,0,0
-124.113257222,40.9870225000001,54,11D3D899-B9FE-4E03-A4D8-0E64378341A5,I-ACV,,40-59-13.277N,124-06-47.722W,,17,2,,AAD60799-5985-4ECB-A5B5-7E27015DBF59,,32X,0,IFR,,,,,17,0,0,1,0,0,0
-119.071985556,35.446929444,55,4B9B2A2B-5B79-4A18-A7F2-1CBE89096739,I-BFL,,35-26-53.948N,119-04-25.194W,111.9,14,7,,DCBED61D-DE41-41F0-8721-B3209EBCFB75,,,0,RESTRICTED,2,,301.32,,14,0,0,1,0,0,0
-119.056868611,35.432856944,56,501F6B63-AC27-4366-B1BA-39433F5C3AEE,I-BFL,,35-25-58.298N,119-03-24.720W,331.1,14,8,,DCBED61D-DE41-41F0-8721-B3209EBCFB75,,,0,OTHER,,,,,14,0,0,1,0,0,0
-119.047361111,35.425388889,57,60A0D604-4239-4274-B6E1-FAB9663B5A07,FL,,35-25-31.400N,119-02-50.500W,,14,0,1,DCBED61D-DE41-41F0-8721-B3209EBCFB75,FM,,0,DECOMM,,,,M,14,0,0,1,0,0,0
-118.969407778,35.360865833,58,8BC0116C-0EC5-46B2-8F99-C3ACFFBC4339,BF,NILEY,35-21-39.117N,118-58-09.868W,,14,0,1,DCBED61D-DE41-41F0-8721-B3209EBCFB75,FM,,0,DECOMM,,,,O,14,0,0,1,0,0,0
-119.071556389,35.447607222,59,BE2F7E33-69B9-4294-BD71-199D603E5268,I-BFL,,35-26-56.007N,119-04-22.832W,,14,2,,DCBED61D-DE41-41F0-8721-B3209EBCFB75,,56X,0,IFR,,,,,14,0,0,1,0,0,0
-118.372478056,34.197955,60,998C9766-CFB1-43DD-BA3E-8A7C1D9E0B2D,I-BUR,,34-11-52.638N,118-22-20.906W,109.5,12,7,,56A2AD73-369D-41BA-9293-9281EB3E730D,,,0,RESTRICTED,2,,78.93,,15,0,0,1,0,1,0
-118.365070278,34.198686944,61,957C5BF5-00DB-4C66-8850-878B3DC45071,I-BUR,,34-11-55.272N,118-21-54.260W,332.6,12,8,,56A2AD73-369D-41BA-9293-9281EB3E730D,,,0,OTHER,,,,,15,0,0,1,0,1,0
-118.377858611,34.1980194440001,62,29651644-48A6-4420-AB1B-DE9ED6DF8EEC,UR,VINEE,34-11-52.870N,118-22-40.291W,,12,0,3,56A2AD73-369D-41BA-9293-9281EB3E730D,FM,,0,DECOMM,,,,M,15,0,0,1,0,1,0
-118.491088889,34.1995988890001,63,E31085D7-3629-4F33-822F-2EF3E0D27099,BU,BUDDE,34-11-58.585N,118-29-27.927W,,12,0,1,56A2AD73-369D-41BA-9293-9281EB3E730D,FM,,0,IFR,,,,O,15,0,0,1,0,1,0
-119.700955,36.7673725000001,64,57507322-346C-4915-A150-59A97455733B,I-RPW,,36-46-02.540N,119-42-03.440W,111.3,13,7,,9AA1415A-9D4A-4ABE-B237-075F41BDB211,,,0,RESTRICTED,,,112.35,,14,0,0,1,0,0,0
-119.732396389,36.786337222,65,30B1DA53-EF29-4BC5-9904-C18838800E7D,I-RPW,,36-47-10.810N,119-43-56.630W,,13,2,,9AA1415A-9D4A-4ABE-B237-075F41BDB211,,50X,0,IFR,,,,,14,0,0,1,0,0,0
-119.732943889,36.7856338890001,66,91B5FE21-A73E-44A1-A5D7-E8C4CF3737CA,I-FAT,,36-47-08.280N,119-43-58.600W,111.3,13,7,,CCB5DE99-8A10-4492-993C-DE6F85513FF1,,,0,IFR,,,292.36,,14,0,0,1,0,0,0
-119.7065225,36.771899444,67,6901CA18-CFC6-429B-BE49-17B780355DC5,I-FAT,,36-46-18.840N,119-42-23.480W,332.3,13,8,,CCB5DE99-8A10-4492-993C-DE6F85513FF1,,,0,OTHER,,,,,14,0,0,1,0,0,0
-119.702058611,36.7680025000001,68,6C61308B-9C9F-4223-B01B-A6823579C4C6,,,36-46-04.810N,119-42-07.410W,,13,0,1,CCB5DE99-8A10-4492-993C-DE6F85513FF1,FM,,0,DECOMM,,,,I,14,0,0,1,0,0,0
-119.693725833,36.7632419440001,69,FC2B3234-FB73-4FDA-B5B3-9F02D347A177,AT,,36-45-47.671N,119-41-37.413W,,13,0,1,CCB5DE99-8A10-4492-993C-DE6F85513FF1,FM,,0,DECOMM,,,,M,14,0,0,1,0,0,0
-119.635880278,36.7300536110001,70,BD50EEBC-C4C0-4659-8377-A1A698DF44F0,FA,HILAN,36-43-48.193N,119-38-09.169W,,13,0,2,CCB5DE99-8A10-4492-993C-DE6F85513FF1,FM,,0,DECOMM,,,,O,14,0,0,1,0,0,0
-119.635880278,36.7300536110001,71,B421BF8F-58C7-469C-A14B-1594ED1F2CEC,FA,HILAN,36-43-48.193N,119-38-09.169W,266,13,1,COMLO,CCB5DE99-8A10-4492-993C-DE6F85513FF1,L,,0,DECOMM,,,,O,14,0,0,1,0,0,0
-119.732396389,36.786337222,72,42DAA01F-3C8C-402B-BC91-CE76AF147AA7,I-FAT,,36-47-10.810N,119-43-56.630W,,13,2,,CCB5DE99-8A10-4492-993C-DE6F85513FF1,,50X,0,IFR,,,,,14,0,0,1,0,0,0
-117.986089444,33.870811389,73,B3723D74-72DD-4900-BC9C-D8C6869B9CFA,I-FUL,,33-52-14.921N,117-59-09.922W,108.9,14,7,,C0958671-E570-4893-92C8-AECBC3D016A8,,,0,IFR,0,,242.99,,14,0,0,1,0,1,0
-117.9862175,33.871190556,74,3708D21F-FE22-4A94-8368-801A3C86E9F5,I-FUL,,33-52-16.286N,117-59-10.383W,,14,2,,C0958671-E570-4893-92C8-AECBC3D016A8,,26X,0,IFR,,,,,14,0,0,1,0,1,0
-121.347441944,38.897555278,75,677D27F4-2A11-41D1-AF50-0E25191D19EF,I-LHM,,38-53-51.202N,121-20-50.796W,108.75,14,7,,D67BF0CF-AFBB-4E03-A537-C19977AFD9BA,,,0,IFR,0,,151.31,,14,0,0,1,0,0,0
-121.352056667,38.9150922220001,76,4BAC6001-4163-4DD5-94C9-03D7A8737C35,I-LHM,,38-54-54.337N,121-21-07.407W,330.35,14,8,,D67BF0CF-AFBB-4E03-A537-C19977AFD9BA,,,0,OTHER,,,,,14,0,0,1,0,0,0
-121.348373056,38.897465278,77,D539F945-DCCF-4F72-A939-EB21BC73B81F,I-LHM,,38-53-50.869N,121-20-54.145W,,14,2,,D67BF0CF-AFBB-4E03-A537-C19977AFD9BA,,24Y,0,IFR,,,,,14,0,0,1,0,0,0
-118.422445833,33.9332927780001,78,4AF5EDE7-B997-463E-8017-1D410732E09B,I-LAX,,33-55-59.865N,118-25-20.868W,109.9,12,7,,37D8D99B-9FE4-4682-9141-21B8B790C39F,,,0,IFR,0,,251.01,,12,0,0,0,0,1,0
-118.386166389,33.9382650000001,79,C8F85969-B368-457B-AC6F-FF9C9A082936,I-LAX,,33-56-17.774N,118-23-10.214W,333.8,12,8,,37D8D99B-9FE4-4682-9141-21B8B790C39F,,,0,OTHER,,,,,12,0,0,0,0,1,0
-118.379472222,33.9378611110001,80,EC0F478C-96B3-4646-9EA1-68A42A64D33F,,,33-56-15.693N,118-22-46.132W,,12,0,1,37D8D99B-9FE4-4682-9141-21B8B790C39F,FM,,0,DECOMM,,,,I,12,0,0,0,0,1,0
-118.373305556,33.938472222,81,B2566F1E-3C2A-4FA9-BEF2-DEF342D8A6F3,AX,,33-56-18.500N,118-22-23.900W,,12,0,1,37D8D99B-9FE4-4682-9141-21B8B790C39F,FM,,0,DECOMM,,,,M,12,0,0,0,0,1,0
-118.275611111,33.948194444,82,03E0C830-E5B7-4E95-B865-940081FA116D,LA,LIMMA,33-56-53.500N,118-16-32.200W,,12,0,1,37D8D99B-9FE4-4682-9141-21B8B790C39F,FM,,0,DECOMM,,,,O,12,0,0,0,0,1,0
-118.422162222,33.9345352780001,83,8DD10731-DF22-4057-AF92-63782DD074D8,I-LAX,,33-56-03.190N,118-25-20.788W,,12,2,,37D8D99B-9FE4-4682-9141-21B8B790C39F,,36X,0,IFR,,,,,12,0,0,0,0,1,0
-122.226353333,37.7318188890001,84,0ED3F695-42C4-448B-9C35-9882A92E5B9B,I-OAK,,37-43-54.548N,122-13-34.872W,109.9,14,7,,697E13DE-B6CB-482A-B9BC-AF10B8798A81,,,0,IFR,3,,278.18,,14,0,0,0,0,1,0
-122.208503056,37.7246102780001,85,A88BCF02-F226-4CA6-96E2-19FDFA9AA2F0,I-OAK,,37-43-28.597N,122-12-30.611W,333.8,14,8,,697E13DE-B6CB-482A-B9BC-AF10B8798A81,,,0,OTHER,,,,,14,0,0,0,0,1,0
-122.194126667,37.7213541670001,86,C129DE41-CFD6-476F-BF17-9C9665CC686E,AK,RORAY,37-43-16.875N,122-11-38.856W,,14,0,4,697E13DE-B6CB-482A-B9BC-AF10B8798A81,FM,,0,DECOMM,,,,M,14,0,0,0,0,1,0
-122.194126667,37.7213541670001,87,67C94E64-99D5-4EE0-87A5-9F9C6FC3D353,AK,RORAY,37-43-16.875N,122-11-38.856W,341,14,1,,697E13DE-B6CB-482A-B9BC-AF10B8798A81,L,,0,DECOMM,,,,M,14,0,0,0,0,1,0
-122.12362,37.698370278,88,2735EB54-8BAC-4458-8A1D-432AE3C5C5DB,OA,CASES,37-41-54.133N,122-07-25.032W,,14,0,1,697E13DE-B6CB-482A-B9BC-AF10B8798A81,FM,,0,DECOMM,,,,O,14,0,0,0,0,1,0
-117.619526389,34.0549558330001,89,E77B1C10-D8B3-4D55-BDA8-997CD9DF1BE8,I-TWO,,34-03-17.852N,117-37-10.271W,111.35,12,7,,C3DF5F3A-6BED-4E4C-BE81-6F94B9D7BABB,,,0,IFR,0,,257.99,,12,0,0,0,0,1,0
-117.586380833,34.056081389,90,990C0499-87F0-4917-90A8-C12A194F2331,I-TWO,,34-03-21.905N,117-35-11.022W,332.15,12,8,,C3DF5F3A-6BED-4E4C-BE81-6F94B9D7BABB,,,0,OTHER,,,,,12,0,0,0,0,1,0
-117.579958333,34.0549697220001,91,0B8A2C8F-DC32-4D5D-8964-0197AE3F8C47,,,34-03-17.924N,117-34-47.862W,,12,0,1,C3DF5F3A-6BED-4E4C-BE81-6F94B9D7BABB,FM,,0,IFR,,,,I,12,0,0,0,0,1,0
-117.573446389,34.054965833,92,94836546-E457-45A4-88C1-39C551D57BC9,WO,,34-03-17.877N,117-34-24.407W,,12,0,1,C3DF5F3A-6BED-4E4C-BE81-6F94B9D7BABB,FM,,0,DECOMM,,,,M,12,0,0,0,0,1,0
-117.471589722,34.0562025,93,99F651BC-7123-4A99-AF5A-C8DBEEF6F08D,TW,FONTA,34-03-22.329N,117-28-17.723W,,12,0,1,C3DF5F3A-6BED-4E4C-BE81-6F94B9D7BABB,FM,,0,DECOMM,,,,O,12,0,0,0,0,1,0
-117.619124722,34.0556861110001,94,3D9DD1EC-0BB6-491E-8C8C-2C714CCF5424,I-TWO,,34-03-20.478N,117-37-08.865W,,12,2,,C3DF5F3A-6BED-4E4C-BE81-6F94B9D7BABB,,50Y,0,IFR,,,,,12,0,0,0,0,1,0
-117.624079167,34.056876667,95,6F20E105-E45E-4832-91CC-1570B6B57B1E,I-ONT,,34-03-24.762N,117-37-34.676W,109.7,12,7,,2649F047-7A9D-43E6-874A-787F4B1AD04B,,,0,IFR,3,,257.98,,14,0,0,0,0,1,0
-117.586381944,34.056113333,96,5E94FFC7-1C57-473B-AD19-DED6560D1716,I-ONT,,34-03-22.026N,117-35-11.029W,333.2,12,8,,2649F047-7A9D-43E6-874A-787F4B1AD04B,,,0,OTHER,,,,,14,0,0,0,0,1,0
-117.573424722,34.0568866670001,97,2CD93B7D-0D09-4A0D-9B4F-436619DFF4D5,NT,,34-03-24.792N,117-34-24.329W,,12,0,1,2649F047-7A9D-43E6-874A-787F4B1AD04B,FM,,0,DECOMM,,,,M,14,0,0,0,0,1,0
-117.471589722,34.0562025,98,31472B5B-E9CD-4F3C-9637-B8EF31AD5DA7,ON,FONTA,34-03-22.329N,117-28-17.723W,,12,0,1,2649F047-7A9D-43E6-874A-787F4B1AD04B,FM,,0,IFR,,,,O,14,0,0,0,0,1,0
-117.624038333,34.0561527780001,99,F8E8DA14-F77F-4B2A-8997-0FC153220B13,I-ONT,,34-03-22.043N,117-37-33.705W,,12,2,,2649F047-7A9D-43E6-874A-787F4B1AD04B,,34X,0,IFR,,,,,14,0,0,0,0,1,0
-119.220435556,34.2009061110001,100,F4280594-BDF0-45F4-9837-6BCB04EA26F4,I-OXR,,34-12-03.262N,119-13-13.612W,108.7,15,7,,27A41396-B2FA-4DC1-8604-704649855E43,,,0,IFR,3,,255.53,,15,0,0,1,0,1,0
-119.202768889,34.2000555560001,101,5DD880BC-71F2-45F1-AFB8-BC53384AFC94,I-OXR,,34-12-00.205N,119-12-09.973W,330.5,15,8,,27A41396-B2FA-4DC1-8604-704649855E43,,,0,OTHER,,,,,15,0,0,1,0,1,0
-119.188118611,34.200413333,102,A94725F7-3874-4D32-A2B6-7DD44B28E46A,XR,,34-12-01.488N,119-11-17.227W,,15,0,1,27A41396-B2FA-4DC1-8604-704649855E43,FM,,0,DECOMM,,,,M,15,0,0,1,0,1,0
