X,Y,OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,WKHR_CODE,WKHR_RMK,ELEVATION,FREQUENCY,MAGVAR,MAGVAR_DAT,NAV_TYPE,TYPE_CODE,NAVSYS_ID,AWYSTRUC,CHANNEL,STATUS,VOICE,SLAVEVAR,PRIVATE,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
-176.676008333,51.871897222,1,12DC7BC6-66BC-46E6-9AE6-05262222B8B5,ADK,MOUNT MOFFETT,51-52-18.755N,176-40-33.555W,H24,,328.9,530,7,,1,,DECD1B7B-F419-4D71-97AE-25BC91363C1B,,,1,0,7,0,1,1,0,0,0,0
-176.676008333,51.871897222,2,7B975D0F-F7C7-4AA9-A83F-87874BC28541,ADK,MOUNT MOFFETT,51-52-18.755N,176-40-33.555W,H24,,328.9,114,7,,2,,DECD1B7B-F419-4D71-97AE-25BC91363C1B,,87X,1,0,7,0,1,1,0,0,0,0
-149.960141389,61.1678661110001,3,101040C3-9A85-42B3-8136-DD4A2EA62826,TED,ANCHORAGE,61-10-04.316N,149-57-36.516W,H24,,92.2,113.15,18,,3,,FE4FD0CD-5FBA-4882-A11D-87EF5F4D5939,0,,1,0,18,0,1,1,0,0,0,0
-149.960141389,61.1678661110001,4,19E3B97B-DE2A-4ED2-A549-1FEBB5380627,TED,ANCHORAGE,61-10-04.316N,149-57-36.516W,H24,,92.2,113.15,18,,2,,FE4FD0CD-5FBA-4882-A11D-87EF5F4D5939,0,78Y,1,0,18,0,1,1,0,0,0,0
-149.769180556,61.2550027780001,5,09675131-FE3B-4B2F-8DB7-0AACBEF6569F,EDF,ELMENDORF,61-15-18.030N,149-46-09.030W,H24,,226.2,113.4,18,,4,,EB4D65BA-F957-48CF-8800-D841C86766CA,0,81X,1,1,18,0,1,1,0,0,0,0
-159.597908333,61.5901686110001,6,B4F99488-8D1B-4F71-B154-57FD4CA5EA45,ANI,ANIAK,61-35-24.564N,159-35-52.414W,H24,,87.5,359,14,,1,,4966AA19-55AE-4790-A4CD-0994F4A56B00,,,1,0,14,0,1,1,0,0,0,0
-131.578399444,55.0604086110001,7,6CF9B097-23C4-4B39-BC05-E725EF3693BD,ANN,ANNETTE ISLAND,55-03-37.471N,131-34-42.238W,H24,,184,117.1,21,,3,,5784C072-8F9C-4AC3-8865-7988EDDEAA56,0,,1,0,21,0,1,1,0,0,0,0
-131.578399444,55.0604086110001,8,F873193A-7E52-4410-A2CB-037AC2465F6C,ANN,ANNETTE ISLAND,55-03-37.471N,131-34-42.238W,H24,,184,117.1,21,,2,,5784C072-8F9C-4AC3-8865-7988EDDEAA56,0,118X,1,0,21,0,1,1,0,0,0,0
-131.605009444,55.0708802780001,9,641227EF-8E5C-4B9C-BC1E-68D24009E57E,ICK,NICHOLS,55-04-15.169N,131-36-18.034W,H24,,119,266,18,,1,,2DA16057-3B68-4339-98D9-BBC3AEE30B0A,,,1,0,18,0,1,1,0,0,0,0
-161.824329722,60.7848369440001,10,4BD634AD-A98C-4B9D-B19A-0FDA7ECF6E6A,BET,BETHEL,60-47-05.413N,161-49-27.587W,H24,,105.4,114.1,14,,3,,5EAA342E-AFD1-453A-B2D1-B5891BDD91EB,0,,1,0,14,0,1,1,0,0,0,0
-161.824329722,60.7848369440001,11,287D0EEF-5336-4C22-93A3-5E245FC3C871,BET,BETHEL,60-47-05.413N,161-49-27.587W,H24,,105.4,114.1,14,,4,,5EAA342E-AFD1-453A-B2D1-B5891BDD91EB,0,88X,1,0,14,0,1,1,0,0,0,0
-161.872759722,60.791308611,12,408C1845-7B95-4924-913F-415895AB3F02,OSE,OSCARVILLE,60-47-28.711N,161-52-21.935W,H24,,155.2,251,11,,1,,7BA2A392-5CD2-4120-A3DB-6FA8CE7F63E8,,,1,0,11,0,1,0,0,0,0,0
-151.535882778,66.9050083330001,13,DB31B8E7-2456-4C63-A8F7-BA62448CADEA,BTT,BETTLES,66-54-18.030N,151-32-09.178W,H24,,637,116,20,,3,,B5721B92-F042-43B4-8CAF-4233E6F62D17,0,,1,0,20,0,1,1,0,0,0,0
-151.535882778,66.9050083330001,14,58D5B8E5-AC28-4568-8EF5-5F28252CAB8E,BTT,BETTLES,66-54-18.030N,151-32-09.178W,H24,,637,116,20,,2,,B5721B92-F042-43B4-8CAF-4233E6F62D17,0,107X,1,0,20,0,1,1,0,0,0,0
-151.563722222,66.893188889,15,6B3D36B3-C801-4FB7-A098-4BCD1E136A4E,EAV,EVANSVILLE,66-53-35.480N,151-33-49.400W,H24,,,391,20,,1,,2F88ADCF-C8A6-4EEE-A597-0551E5FB7BB5,,,1,0,20,0,1,0,0,0,0,0
-149.967144444,61.5694541670001,16,32F62450-9562-43FE-A9CD-006D9FC2DCBC,BGQ,BIG LAKE,61-34-09.957N,149-58-01.773W,H24,,179.3,112.5,19,,3,,2790E5AB-6039-4BD1-B316-F12082328C8A,0,,1,0,19,0,1,1,0,0,0,0
-149.967144444,61.5694541670001,17,0D05E788-B2CC-4980-B54A-4895AA89EAF4,BGQ,BIG LAKE,61-34-09.957N,149-58-01.773W,H24,,179.3,112.5,19,,4,,2790E5AB-6039-4BD1-B316-F12082328C8A,0,72X,1,0,19,0,1,1,0,0,0,0
-166.076422222,68.8711500000001,18,EF9DDD27-3383-4308-BA75-08350047EBA4,LUR,CAPE LISBURNE,68-52-16.516N,166-04-33.615W,H24,,60.9,385,12,,1,,FD384BB3-C69B-4047-933B-1B094D3194D0,,,1,0,12,0,1,0,0,0,0,0
-166.076422222,68.8711500000001,19,282446E2-E69D-4B19-A67C-3A2BBF86C262,LUR,CAPE LISBURNE,68-52-16.516N,166-04-33.615W,H24,,60.9,108.35,12,,2,,FD384BB3-C69B-4047-933B-1B094D3194D0,,20Y,1,0,12,0,1,0,0,0,0,0
-162.071434167,58.6567838890001,20,709C2C18-4FA0-486F-858E-7826EBFACAEA,EHM,CAPE NEWENHAM,58-39-21.680N,162-04-25.480W,H24,,212.2,385,12,,1,,13305281-CB1C-442B-8C58-1C1A10479EF1,,,1,0,12,0,1,1,0,0,0,0
-162.071434167,58.6567838890001,21,301DE206-1C63-438B-9754-94907B5A5F2C,EHM,CAPE NEWENHAM,58-39-21.680N,162-04-25.480W,H24,,212.2,108.15,12,,2,,13305281-CB1C-442B-8C58-1C1A10479EF1,,18Y,1,0,12,0,1,1,0,0,0,0
-148.469395,67.502387222,22,35C9AC00-4E50-401E-8A6D-936B646A98FF,CQR,CHANDALAR LAKE,67-30-08.594N,148-28-09.822W,H24,,1875,263,22,,1,,E97931C1-2C2D-4DC6-B698-BBBA47EEDEA4,,,1,0,22,0,1,1,0,0,0,0
-134.699451111,58.359325556,23,B0518FB4-0BF5-47FD-B187-3323F7320743,CGL,COGHLAN ISLAND,58-21-33.572N,134-41-58.024W,H24,,57.9,212,20,,1,,4B63987E-B19A-471D-90B2-BC51EC2C3CD3,,,1,0,20,0,1,1,0,0,0,0
-162.774238889,55.267376944,24,3B9D84F0-476B-4067-8CC1-3C918DC9376B,CDB,COLD BAY,55-16-02.261N,162-46-26.387W,H24,,98.5,112.6,10,,3,,2783C03F-45E3-4521-B68C-6ECF3CD0A7FB,0,,1,0,10,0,1,1,0,0,0,0
-162.774238889,55.267376944,25,490DC77A-D416-4FF1-B663-4F0F258DB617,CDB,COLD BAY,55-16-02.261N,162-46-26.387W,H24,,98.5,112.6,10,,4,,2783C03F-45E3-4521-B68C-6ECF3CD0A7FB,0,73X,1,0,10,0,1,1,0,0,0,0
-162.789073611,55.2960713890001,26,C9C6930A-DF55-463B-8E52-D1C5EC3B5AAC,ELF,ELFEE,55-17-46.138N,162-47-21.266W,H24,,32.3,341,10,,1,,A481EB14-ADAC-4578-926D-B4E58AD458F2,,,1,0,10,0,1,1,0,0,0,0
-145.474453611,60.4987558330001,27,609AA8E3-B220-41ED-88CE-4733FE0715E9,GCR,GLACIER RIVER,60-29-55.523N,145-28-28.082W,H24,,57.6,404,17,,1,,AC5A20D9-2922-4A83-9182-71E84C2506F9,,,1,0,17,0,1,1,0,0,0,0
-148.416159444,70.1991983330001,28,811212AB-9ECE-45ED-841B-9DC420063F96,SCC,DEADHORSE,70-11-57.114N,148-24-58.174W,H24,,53.5,113.9,17,,3,,97E18505-DE10-4DB1-A164-9EC90414899E,0,,1,0,17,0,1,1,0,0,0,0
-148.416159444,70.1991983330001,29,E37837E3-C8D5-4381-AF5F-C7A6DD29A3A5,SCC,DEADHORSE,70-11-57.114N,148-24-58.174W,H24,,53.5,113.9,17,,2,,97E18505-DE10-4DB1-A164-9EC90414899E,0,86X,1,0,17,0,1,1,0,0,0,0
-148.416215,70.222655278,30,8CBB4C11-F1F1-4ACD-A8D8-EEEEF4700D82,PVQ,PUT RIVER,70-13-21.559N,148-24-58.374W,H24,,51.3,376,17,,1,,89021B8E-B408-41D3-88B5-6984159FB12E,,,1,0,17,0,1,0,0,0,0,0
-145.686826667,64.023456389,31,5BAA733C-3C19-4FEC-A51C-E23B289F8AB8,DJN,DELTA JUNCTION,64-01-24.443N,145-41-12.576W,H24,,1337.8,347,20,,1,,CEEC5A4F-F283-489C-BADD-A0C2D5D54089,,,1,0,20,0,1,0,0,0,0,0
-145.717155556,64.0043816670001,32,D39AF5AD-177C-41C0-B5A5-F0A999DE7BDE,BIG,BIG DELTA,64-00-16.060N,145-43-02.090W,H24,,1229.6,114.9,23,,3,,7A6305F9-8916-4A0F-AB15-1416E2B19636,0,,1,0,23,0,1,1,0,0,0,0
-145.717155556,64.0043816670001,33,2F438280-D721-4811-B65D-E8B9FE65AB68,BIG,BIG DELTA,64-00-16.060N,145-43-02.090W,H24,,1229.6,114.9,23,,4,,7A6305F9-8916-4A0F-AB15-1416E2B19636,0,96X,1,0,23,0,1,1,0,0,0,0
-158.552219444,58.994233889,34,424B3459-3DC3-4E84-9752-F71F3E88C339,DLG,DILLINGHAM,58-59-39.242N,158-33-07.990W,H24,,81.4,116.4,15,,3,,B44D0167-65DF-4F7C-B7AA-FDB532227DA0,0,,1,0,15,0,1,1,0,0,0,0
-158.552219444,58.994233889,35,247B8F21-B6AC-41F9-AA2D-2FC00664B2E7,DLG,DILLINGHAM,58-59-39.242N,158-33-07.990W,H24,,81.4,116.4,15,,2,,B44D0167-65DF-4F7C-B7AA-FDB532227DA0,0,111X,1,0,15,0,1,1,0,0,0,0
-158.548274167,58.9996066670001,36,CB7BB661-40F1-485D-A782-35F9E95837C2,BTS,WOOD RIVER,58-59-58.584N,158-32-53.787W,H24,,133.7,429,15,,1,,6419A9D2-0F54-4F62-BD7B-CA175AD57D80,,,1,0,15,0,1,0,0,0,0,0
-162.071268056,64.696524722,37,1016E7BD-42CE-4D74-AEB0-3CFB568808A8,MOS,MOSES POINT,64-41-47.489N,162-04-16.565W,H24,,15.2,116.3,16,,3,,A8076805-F465-4295-8A79-D96A99D80F36,1,,1,0,16,0,1,0,0,0,0,0
-162.071268056,64.696524722,38,4602D8AC-C6D0-4B0A-9061-D15248CBFCB3,MOS,MOSES POINT,64-41-47.489N,162-04-16.565W,H24,,15.2,116.3,16,,2,,A8076805-F465-4295-8A79-D96A99D80F36,1,110X,1,0,16,0,1,0,0,0,0,0
-164.487533889,62.7845886110001,39,A9FE4842-E7AD-49F6-B8FA-755E0176A720,ENM,EMMONAK,62-47-04.519N,164-29-15.122W,H24,,17.3,117.8,14,,3,,1F28FBA2-8D18-4C44-B6E8-5832E279215B,0,,1,0,14,0,1,1,0,0,0,0
-164.487533889,62.7845886110001,40,C55D2881-1AE5-4483-99CB-331CD8051BF0,ENM,EMMONAK,62-47-04.519N,164-29-15.122W,H24,,17.3,117.8,14,,2,,1F28FBA2-8D18-4C44-B6E8-5832E279215B,0,125X,1,0,14,0,1,1,0,0,0,0
-147.495078333,64.8385841670001,41,B15F4AC9-D304-4BF2-9987-71DB83720B18,CUN,CHENA,64-50-18.903N,147-29-42.282W,H24,,461.5,257,17,,1,,EA813013-A659-4390-A6D1-B14699205009,,,1,0,17,0,1,0,0,0,0,0
-147.093947222,64.653797222,42,947E0A9C-D39C-4D78-B14C-6B897A46680E,EIL,EIELSON,64-39-13.670N,147-05-38.210W,H24,,542.4,115.1,19,,4,,84876C33-613C-4CB7-B924-CDD1C037ECCC,0,98X,1,1,19,0,1,1,0,0,0,0
-148.011975833,64.800070556,43,E94BED8C-125C-4A82-8065-F668DBB8FF9E,FAI,FAIRBANKS,64-48-00.254N,148-00-43.113W,H24,,1526.4,108.6,21,,3,,42CDE01A-EEC4-4716-9080-43442AF4495A,0,,1,0,21,0,1,1,0,0,0,0
-148.011975833,64.800070556,44,56DC4246-792F-4A85-A0DC-A33ED55C9DCD,FAI,FAIRBANKS,64-48-00.254N,148-00-43.113W,H24,,1526.4,108.6,21,,4,,42CDE01A-EEC4-4716-9080-43442AF4495A,0,23X,1,0,21,0,1,1,0,0,0,0
-145.276657222,66.574253889,45,1A4DF31B-403F-4B1F-9075-4824F3F7E25F,FYU,FORT YUKON,66-34-27.314N,145-16-35.966W,H24,,448.8,114.4,20,,3,,D0C32477-ECCE-4210-80E4-8A3CE7E93025,0,,1,0,20,0,1,1,0,0,0,0
-145.276657222,66.574253889,46,F337D75B-CA7C-4EC2-9D5B-9AB53468D49F,FYU,FORT YUKON,66-34-27.314N,145-16-35.966W,H24,,448.8,114.4,20,,4,,D0C32477-ECCE-4210-80E4-8A3CE7E93025,0,91X,1,0,20,0,1,1,0,0,0,0
-156.777149167,64.738129444,47,46387789-F76B-40B6-88C0-60BF04ED4CA5,GAL,GALENA,64-44-17.260N,156-46-37.690W,H24,,182.7,114.8,12,,3,,F9FB79F1-666A-4E45-9755-07F9F0A4EF2F,0,,1,0,12,0,1,1,0,0,0,0
-156.777149167,64.738129444,48,AD7059EB-66DD-47BF-89A7-C167D6A0551F,GAL,GALENA,64-44-17.260N,156-46-37.690W,H24,,182.7,114.8,12,,2,,F9FB79F1-666A-4E45-9755-07F9F0A4EF2F,0,95X,1,0,12,0,1,1,0,0,0,0
-171.736732222,63.7819391670001,49,AEC539E0-A966-4057-8842-3B4F200EDCAE,GAM,GAMBELL,63-46-54.752N,171-44-12.402W,H24,,29.6,369,8,,1,,8419B243-05D0-4AF5-BB6A-1BE4782468EF,,,1,0,8,0,1,0,0,0,0,0
-171.736732222,63.7819391670001,50,DD7E992C-7707-4AC6-8DB6-2045C83B9B55,GAM,GAMBELL,63-46-54.752N,171-44-12.402W,H24,,29.6,114.5,8,,2,,8419B243-05D0-4AF5-BB6A-1BE4782468EF,,92X,1,0,8,0,1,0,0,0,0,0
-145.447365,62.153753056,51,6911F664-5D47-46E0-BE54-FB0A54A87B45,GKN,GULKANA,62-09-13.511N,145-26-50.514W,H24,,1549,115.6,17,,3,,08E5B85B-5639-4127-8C61-E91C0C56B1AF,0,,1,0,17,0,1,1,0,0,0,0
-145.447365,62.153753056,52,B7E8A715-A9E3-485D-B584-B19497651B22,GKN,GULKANA,62-09-13.511N,145-26-50.514W,H24,,1549,115.6,17,,2,,08E5B85B-5639-4127-8C61-E91C0C56B1AF,0,103X,1,0,17,0,1,1,0,0,0,0
-135.430856389,59.2120905560001,53,5EED2132-8246-4091-9E24-DB4054F26347,HNS,HAINES,59-12-43.526N,135-25-51.083W,H24,,256,245,20,,1,,F1582226-C015-419F-80A9-C73B71B98D53,,,1,0,20,0,1,0,0,0,0,0
-146.587430556,60.4798222220001,54,43C6B862-7259-469F-9A00-C766C18CE4D1,ALJ,ORCA BAY,60-28-47.360N,146-35-14.750W,H24,,31,233,18,,1,,93EC0156-4EDF-468A-81D0-BB8D07CB1AC7,,,1,0,18,0,1,1,0,0,0,0
-151.456598889,59.7094291670001,55,F68CD283-B690-439D-AB1E-8237331C5C9B,HOM,HOMER,59-42-33.945N,151-27-23.756W,H24,,1626,114.6,15,,3,,043B4195-AB50-4B40-A68D-85CC10542820,0,,1,0,15,0,1,1,0,0,0,0
-151.456598889,59.7094291670001,56,001A94CD-0AE8-485A-8A40-B066B7354568,HOM,HOMER,59-42-33.945N,151-27-23.756W,H24,,1626,114.6,15,,2,,043B4195-AB50-4B40-A68D-85CC10542820,0,93X,1,0,15,0,1,1,0,0,0,0
-151.500273889,59.6413344440001,57,A2887D82-52A3-47CC-B667-B4019664795A,ACE,KACHEMAK,59-38-28.804N,151-30-00.986W,H24,,,277,17,,1,,9017DAED-502B-4B27-AAB1-97177141201A,,,1,0,17,0,1,0,0,0,0,0
-166.134497778,61.5143600000001,58,665D8F1D-04A0-4F4B-AC1B-134513095619,HPB,HOOPER BAY,61-30-51.651N,166-08-04.130W,H24,,14.7,115.2,13,,3,,F2CB3735-17C3-4F37-9A8A-F3BD8369D9E1,0,,1,0,13,0,1,1,0,0,0,0
-166.134497778,61.5143600000001,59,230FCAF8-0574-4523-9A7E-C5DAA131E148,HPB,HOOPER BAY,61-30-51.651N,166-08-04.130W,H24,,14.7,115.2,13,,2,,F2CB3735-17C3-4F37-9A8A-F3BD8369D9E1,0,99X,1,0,13,0,1,1,0,0,0,0
-156.363086667,65.7078761110001,60,C38B51F3-F943-4E49-9839-5913AC03EFA5,HSL,HUSLIA,65-42-28.354N,156-21-47.112W,H24,,187,117.4,19,,3,,57B48643-A875-4B05-8A88-A67DCC5C8E5D,0,,1,0,19,0,1,1,0,0,0,0
-156.363086667,65.7078761110001,61,2719DF0B-BA30-4141-B291-BF9703D9A2A8,HSL,HUSLIA,65-42-28.354N,156-21-47.112W,H24,,187,117.4,19,,2,,57B48643-A875-4B05-8A88-A67DCC5C8E5D,0,121X,1,0,19,0,1,1,0,0,0,0
-154.909639167,59.7480772220001,62,22E168EA-49B9-4F1B-9CA0-344CAC05E930,ILI,ILIAMNA,59-44-53.078N,154-54-34.701W,H24,,168,411,14,,1,,487906CB-2A33-4372-86C5-95E647C7C433,,,1,0,14,0,1,1,0,0,0,0
-154.909639167,59.7480772220001,63,366230DE-CD44-4063-9DD3-B2A86D164825,ILI,ILIAMNA,59-44-53.078N,154-54-34.701W,H24,,168,114.4,14,,2,,487906CB-2A33-4372-86C5-95E647C7C433,,91X,1,0,14,0,1,1,0,0,0,0
-146.599335278,60.480952222,64,29A442E7-946B-4E08-A8C8-7CCC296CBB45,JOH,JOHNSTONE POINT,60-28-51.428N,146-35-57.607W,H24,,47.5,116.7,18,,3,,95060262-C507-40E2-993A-8D318CCABAE6,0,,1,0,18,0,1,1,0,0,0,0
-146.599335278,60.480952222,65,A40223D4-1F26-4DC4-897C-B94F29791FEA,JOH,JOHNSTONE POINT,60-28-51.428N,146-35-57.607W,H24,,47.5,116.7,18,,2,,95060262-C507-40E2-993A-8D318CCABAE6,0,114X,1,0,18,0,1,1,0,0,0,0
-133.911888889,56.963916667,66,4730BA18-4A5C-44AA-81A1-AE21059F51F7,AFE,KAKE,56-57-50.100N,133-54-42.800W,H24,,170,223,21,,1,,EDA11372-0775-4724-A80C-696CC1FB7637,,,1,0,21,0,1,0,0,0,0,0
-133.911888889,56.963916667,67,830EE239-D1DE-4826-B19A-5EF21E3923C6,AFE,KAKE,56-57-50.100N,133-54-42.800W,H24,,170,114.4,21,,2,,EDA11372-0775-4724-A80C-696CC1FB7637,,91X,1,0,21,0,1,0,0,0,0,0
-151.195242778,60.6147022220001,68,9FB5B5BA-5EDA-4DC2-98DC-6C3CDDE097BC,ENA,KENAI,60-36-52.928N,151-11-42.874W,H24,,115,117.6,19,,3,,5726C960-7CBE-42A0-8C3A-0DD03AE45EBE,0,,1,0,19,0,1,1,0,0,0,0
-151.195242778,60.6147022220001,69,8A90A99B-0D62-48E9-ADD6-62432B55462B,ENA,KENAI,60-36-52.928N,151-11-42.874W,H24,,115,117.6,19,,2,,5726C960-7CBE-42A0-8C3A-0DD03AE45EBE,0,123X,1,0,19,0,1,1,0,0,0,0
-131.690765278,55.3421733330001,70,FF3B0AD4-4B11-4687-8545-EC434F72394C,CMJ,CLAM COVE,55-20-31.824N,131-41-26.755W,H24,,45.9,396,21,,1,,F7A7E0FF-6E42-48EB-B3A5-6F59B1D2D5FE,,,1,0,21,0,1,0,0,0,0,0
-156.778308056,58.7371675000001,71,1B189205-60F3-49BA-9488-7D9655DBE2F2,AUB,CHINOOK,58-44-13.803N,156-46-41.909W,H24,,66,355,11,,1,,114D5EA7-A943-4DCF-B9A6-98386631BD31,,,1,0,11,0,1,1,0,0,0,0
-156.752346667,58.7247125000001,72,21C9597B-F441-49A2-BCE2-E8434733071E,AKN,KING SALMON,58-43-28.965N,156-45-08.448W,H24,,94.6,112.8,16,,3,,145EAF80-FD37-45B2-9183-444EF36B2244,0,,1,0,16,0,1,1,0,0,0,0
-156.752346667,58.7247125000001,73,BEA447F3-75C1-4818-8977-2CD59A3698E1,AKN,KING SALMON,58-43-28.965N,156-45-08.448W,H24,,94.6,112.8,16,,4,,145EAF80-FD37-45B2-9183-444EF36B2244,0,75X,1,0,16,0,1,1,0,0,0,0
-152.33984,57.7750361110001,74,66BD1696-D766-4348-A640-931EE488EBA0,ODK,KODIAK,57-46-30.130N,152-20-23.424W,H24,,133.1,117.1,14,,3,,4FD1CD66-7B6E-41F5-BD71-FC0D3A1E3B4A,0,,1,0,14,0,1,1,0,0,0,0
-152.33984,57.7750361110001,75,E1AD13FB-2673-4B06-AAF5-55B9C3B1E13E,ODK,KODIAK,57-46-30.130N,152-20-23.424W,H24,,133.1,117.1,14,,2,,4FD1CD66-7B6E-41F5-BD71-FC0D3A1E3B4A,0,118X,1,0,14,0,1,1,0,0,0,0
-152.324586667,57.7748161110001,76,E347458A-0206-4863-94C2-1106C4AEFF9A,RWO,WOODY ISLAND,57-46-29.338N,152-19-28.512W,H24,,24.4,394,14,,1,,00265F28-E0B2-44A2-8801-A5E60FD9AB8E,,,1,0,14,0,1,1,0,0,0,0
-162.5643825,66.9012638890001,77,06142D64-E391-4D53-8E18-40D47BBFB8DA,HHM,HOTHAM,66-54-04.550N,162-33-51.777W,H24,,11,356,11,,1,,5FAD9D69-44FE-4FEC-80AD-52BA562CB2E4,,,1,0,11,0,1,0,0,0,0,0
-162.5399375,66.8856819440001,78,87136722-5BC3-446E-9F85-1325EB46301D,OTZ,KOTZEBUE,66-53-08.455N,162-32-23.775W,H24,,120.7,115.7,15,,3,,DE8FCA62-EC69-4ACD-9F4A-021C48CD13B2,0,,1,0,15,0,1,1,0,0,0,0
-162.5399375,66.8856819440001,79,10FF2979-9D98-4A89-9F72-79CAEF83ACA5,OTZ,KOTZEBUE,66-53-08.455N,162-32-23.775W,H24,,120.7,115.7,15,,2,,DE8FCA62-EC69-4ACD-9F4A-021C48CD13B2,0,104X,1,0,15,0,1,1,0,0,0,0
-133.083113611,56.4677088890001,80,5E195DEC-477E-4525-AACB-C0755E8D40D4,LVD,LEVEL ISLAND,56-28-03.752N,133-04-59.209W,H24,,98,116.5,20,,3,,16B1AA95-667C-4568-B56E-C531C08085FF,0,,1,0,20,0,1,1,0,0,0,0
-133.083113611,56.4677088890001,81,D090004A-A637-4B4D-8CB9-D5FA23EDF6D3,LVD,LEVEL ISLAND,56-28-03.752N,133-04-59.209W,H24,,98,116.5,20,,2,,16B1AA95-667C-4568-B56E-C531C08085FF,0,112X,1,0,20,0,1,1,0,0,0,0
-133.097375,56.4645808330001,82,75F59F83-F716-4F25-808E-A7534E59EFF9,SQM,SUMNER STRAIT,56-27-52.491N,133-05-50.550W,H24,,23.4,529,20,,1,,785C4ECE-9F1F-487C-B4BF-7741219D7FD0,2,,1,0,20,0,1,0,0,0,0,0
-146.350015,59.421804444,83,1A732677-F7AF-410E-BECC-9CA6E917928B,MDO,MIDDLETON ISLAND,59-25-18.496N,146-21-00.054W,H24,,133,115.3,18,,3,,9467442C-AB9E-4105-8FB8-105DD05B1E6D,0,,1,0,18,0,1,1,0,0,0,0
-146.350015,59.421804444,84,DB92E37E-996A-4C06-A298-5BD0B6B1A3C6,MDO,MIDDLETON ISLAND,59-25-18.496N,146-21-00.054W,H24,,133,115.3,18,,2,,9467442C-AB9E-4105-8FB8-105DD05B1E6D,0,100X,1,0,18,0,1,1,0,0,0,0
-152.316182778,63.883886111,85,DE2EE078-FF44-4EBD-998B-541E34423C27,MHM,MINCHUMINA,63-53-01.990N,152-18-58.258W,H24,,713,227,17,,1,,FA0FB9BE-6B0F-4DCF-8A1B-2F645C8D2BC1,,,1,0,17,0,1,0,0,0,0,0
-162.063711944,64.6955236110001,86,3A1DC074-70DB-4AFA-8E22-FC2EB3891499,OAY,NORTON BAY,64-41-43.885N,162-03-49.363W,H24,,,263,13,,1,,1C6569E6-ABF1-4439-AB1A-1AB86E827362,,,1,0,13,0,1,0,0,0,0,0
-149.076881944,64.545692778,87,55E99220-725E-4F78-A2E5-29731B62FE49,ICW,ICE POOL,64-32-44.489N,149-04-36.757W,H24,,364.9,525,18,,1,,745FBDBC-19B2-4716-B688-E367D459B311,,,1,0,18,0,1,0,0,0,0,0
-149.072870833,64.590009722,88,2A66C746-4F27-4D48-B839-62E018924AB7,ENN,NENANA,64-35-24.025N,149-04-22.288W,H24,,1601.4,115.8,21,,3,,8A6D97A4-1175-4369-8DEC-34779BA9D9A4,0,,1,0,21,0,1,1,0,0,0,0
-149.072870833,64.590009722,89,427CA320-4C09-40E4-9082-61E81186780E,ENN,NENANA,64-35-24.025N,149-04-22.288W,H24,,1601.4,115.8,21,,4,,8A6D97A4-1175-4369-8DEC-34779BA9D9A4,0,105X,1,0,21,0,1,1,0,0,0,0
-162.972625556,67.5701119440001,90,9024A085-E67C-457E-BA68-3EE0E2EA8852,OQK,NOATAK,67-34-12.403N,162-58-21.452W,H24,,85.2,414,11,,1,,126B018F-FFFF-4B4E-83C5-3C244EB6489F,,,1,0,11,0,1,0,0,0,0,0
-162.972625556,67.5701119440001,91,D9596B3D-5CF1-4CC6-AC1A-60682E871995,OQK,NOATAK,67-34-12.403N,162-58-21.452W,H24,,85.2,110.2,11,,2,,126B018F-FFFF-4B4E-83C5-3C244EB6489F,,39X,1,0,11,0,1,0,0,0,0,0
-165.315097222,64.4947463890001,92,A3E26189-3DEE-431F-836F-30A8B7F1953F,FDV,FORT DAVIS,64-29-41.087N,165-18-54.350W,H24,,117,529,11,,1,,73F83834-4335-4D30-AE6C-6C515127D6D6,,,1,0,11,0,1,1,0,0,0,0
-165.253173611,64.4851088890001,93,83A39BE3-38FA-470C-8182-E9B8DD577AD3,OME,NOME,64-29-06.392N,165-15-11.425W,H24,,95.1,115,11,,3,,9CD814AF-01DF-4164-8561-DF26D29AA052,0,,1,0,11,0,1,1,0,0,0,0
-165.253173611,64.4851088890001,94,6B6AD4FD-1333-421B-A9CD-54C24BDBF068,OME,NOME,64-29-06.392N,165-15-11.425W,H24,,95.1,115,11,,2,,9CD814AF-01DF-4164-8561-DF26D29AA052,0,97X,1,0,11,0,1,1,0,0,0,0
-141.888614167,62.9656122220001,95,C258DEEA-76B2-4D0F-8532-D887E22CFE4F,AES,NABESNA,62-56-57.372N,141-54-35.213W,H24,,1715,390,20,,1,,8A82A1BB-6E10-474C-817B-E744F2C3F39B,,,1,0,20,0,1,0,0,0,0,0
-141.912608056,62.947199444,96,01679FA3-C990-4BEB-B4D8-54E729B257B1,ORT,NORTHWAY,62-56-49.918N,141-54-45.389W,H24,,1778.8,116.3,24,,3,,51BB4253-B450-4790-8AC3-809DFB5EAE15,0,,1,0,24,0,1,1,0,0,0,0
-141.912608056,62.947199444,97,FCB3BBE5-1C7C-4EF3-A1F4-DCFB0B12FE96,ORT,NORTHWAY,62-56-49.918N,141-54-45.389W,H24,,1778.8,116.3,24,,4,,51BB4253-B450-4790-8AC3-809DFB5EAE15,0,110X,1,0,24,0,1,1,0,0,0,0
